# #NO SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 451718120.000000 168.009500 0.000209243
1 451718200.000000 168.162000 0.000209124
2 451718280.000000 168.316000 0.000209094
3 451718360.000000 168.470000 0.000209005
4 451718440.000000 168.624000 0.000209034
5 451718520.000000 168.781500 0.000209005
6 451718600.000000 168.936000 0.000209064
7 451718680.000000 169.091500 0.000209094
8 451718760.000000 169.245000 0.000209005
9 451718840.000000 169.397500 0.000209064
10 451718920.000000 169.554000 0.000209064
11 451719000.000000 169.708000 0.000209094
12 451719080.000000 169.865000 0.000209154
13 451719160.000000 170.017000 0.000209064
14 451719240.000000 170.171500 0.000209034
15 451719320.000000 170.329000 0.000208975
16 451719400.000000 170.481000 0.000209064
17 451719480.000000 170.638000 0.000209094
18 451719560.000000 170.792500 0.000209213
19 451719640.000000 170.944500 0.000209183
20 451719720.000000 171.103000 0.000209034
21 451719800.000000 171.259500 0.000208975
22 451719880.000000 171.414500 0.000209034
23 451719960.000000 171.573000 0.000209243
24 451720040.000000 171.724500 0.000209213
25 451720120.000000 171.883000 0.000209154
26 451720200.000000 172.037500 0.000209064
27 451720280.000000 172.191000 0.000208915
28 451720360.000000 172.347500 0.000208945
29 451720440.000000 172.503500 0.000209034
30 451720520.000000 172.659000 0.000209124
31 451720600.000000 172.816000 0.000209183
32 451720680.000000 172.973500 0.000209243
33 451720760.000000 173.126000 0.000209213
34 451720840.000000 173.280500 0.000209154
35 451720920.000000 173.437500 0.000209094
36 451721000.000000 173.588500 0.000209183
37 451721080.000000 173.743000 0.000209094
38 451721160.000000 173.900000 0.000209154
39 451721240.000000 174.053500 0.000209064
40 451721320.000000 174.210000 0.000209064
41 451721400.000000 174.367500 0.000209034
42 451721480.000000 174.517500 0.000209034
43 451721560.000000 174.672000 0.000208975
44 451721640.000000 174.827000 0.000209094
45 451721720.000000 174.983500 0.000209243
46 451721800.000000 175.138500 0.000209183
47 451721880.000000 175.290500 0.000208975
48 451721960.000000 175.449000 0.000209064
49 451722040.000000 175.605500 0.000209005
50 451722120.000000 175.756000 0.000208975
51 451722200.000000 175.912000 0.000209124
52 451722280.000000 176.066000 0.000209154
53 451722360.000000 176.223500 0.000209183
54 451722440.000000 176.379500 0.000209154
55 451722520.000000 176.531500 0.000209094
56 451722600.000000 176.689500 0.000209064
57 451722680.000000 176.846500 0.000209034
58 451722760.000000 177.001500 0.000209094
59 451722840.000000 177.156500 0.000209213
60 451722920.000000 177.307500 0.000209154
61 451723000.000000 177.466500 0.000209154
62 451723080.000000 177.622500 0.000209064
63 451723160.000000 177.780000 0.000209034
