#  NO SAMPLE
FTS 95 GHz source w/rectangular feedhorn and 95 GHz diode detector w/ 
higher gain round feedhorn w/circ-rect waveguide converter

27-01 sample measurements with a 2" spacing on the etalon.

X  polarization measurements.




# Center Position 388.300000
# half-wdth 215.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 543488420.000000 173.010500 0.000188471
1 543488500.000000 173.167000 0.000188471
2 543488580.000000 173.314000 0.000188501
3 543488660.000000 173.464000 0.00018853
4 543488740.000000 173.618000 0.00018853
5 543488820.000000 173.770000 0.000188501
6 543488900.000000 173.927500 0.000188411
7 543488980.000000 174.081500 0.000188411
8 543489060.000000 174.236500 0.000188441
9 543489140.000000 174.392500 0.000188381
10 543489220.000000 174.546500 0.000188411
11 543489300.000000 174.701500 0.000188441
12 543489380.000000 174.858000 0.000188441
13 543489460.000000 175.012500 0.00018856
14 543489540.000000 175.167500 0.000188501
15 543489620.000000 175.321000 0.000188441
16 543489700.000000 175.475000 0.000188411
17 543489780.000000 175.631000 0.000188322
18 543489860.000000 175.782500 0.000188352
19 543489940.000000 175.939000 0.000188322
20 543490020.000000 176.092000 0.000188381
21 543490100.000000 176.248000 0.000188381
22 543490180.000000 176.405500 0.000188381
23 543490260.000000 176.557000 0.000188411
24 543490340.000000 176.715500 0.000188381
25 543490420.000000 176.874000 0.000188471
26 543490500.000000 177.027000 0.000188352
27 543490580.000000 177.181000 0.000188262
28 543490660.000000 177.336500 0.000188292
29 543490740.000000 177.492000 0.000188352
30 543490820.000000 177.648000 0.000188381
31 543490900.000000 177.804000 0.000188322
32 543490980.000000 177.959000 0.000188352
33 543491060.000000 178.113000 0.000188352
34 543491140.000000 178.270500 0.000188352
35 543491220.000000 178.423000 0.000188352
36 543491300.000000 178.577500 0.000188322
37 543491380.000000 178.734000 0.000188262
38 543491460.000000 178.887000 0.000188232
39 543491540.000000 179.045000 0.000188203
40 543491620.000000 179.198500 0.000188292
41 543491700.000000 179.353000 0.000188322
42 543491780.000000 179.510000 0.000188292
43 543491860.000000 179.661000 0.000188292
44 543491940.000000 179.816000 0.000188203
45 543492020.000000 179.974500 0.000188292
46 543492100.000000 180.124500 0.000188262
47 543492180.000000 180.281500 0.000188322
48 543492260.000000 180.437500 0.000188322
49 543492340.000000 180.589500 0.000188173
50 543492420.000000 180.747000 0.000188232
51 543492500.000000 180.902000 0.000188262
52 543492580.000000 181.057500 0.000188292
53 543492660.000000 181.211000 0.000188262
54 543492740.000000 181.366500 0.000188203
55 543492820.000000 181.522000 0.000188232
56 543492900.000000 181.679000 0.000188203
57 543492980.000000 181.836500 0.000188232
58 543493060.000000 181.992500 0.000188232
59 543493140.000000 182.145000 0.000188173
60 543493220.000000 182.305000 0.000188143
61 543493300.000000 182.456500 0.000188113
62 543493380.000000 182.613000 0.000188203
63 543493460.000000 182.770000 0.000188143
64 543493540.000000 182.923000 0.000188203
65 543493620.000000 183.080500 0.000188143
66 543493700.000000 183.233000 0.000188173
67 543493780.000000 183.390500 0.000188203
68 543493860.000000 183.546000 0.000188262
69 543493940.000000 183.697000 0.000188173
70 543494020.000000 183.853000 0.000188054
71 543494100.000000 184.006000 0.000188054
72 543494180.000000 184.162500 0.000188054
73 543494260.000000 184.318500 0.000188083
74 543494340.000000 184.469500 0.000188024
75 543494420.000000 184.627500 0.000188113
76 543494500.000000 184.783000 0.000188083
77 543494580.000000 184.938500 0.000188173
78 543494660.000000 185.092000 0.000188203
79 543494740.000000 185.247500 0.000188203
80 543494820.000000 185.405500 0.000188083
81 543494900.000000 185.560000 0.000187994
82 543494980.000000 185.711500 0.000187964
