# NO SAMPLE
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. Y-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 601988100.000000 177.911000 0.000212849
1 601988180.000000 178.033000 0.000213028
2 601988260.000000 178.138000 0.000212968
3 601988340.000000 178.253500 0.000212968
4 601988420.000000 178.366500 0.000213028
5 601988500.000000 178.482000 0.000212849
6 601988580.000000 178.593500 0.000212819
7 601988660.000000 178.710000 0.0002127
8 601988740.000000 178.830500 0.00021279
9 601988820.000000 178.937500 0.000212819
10 601988900.000000 179.052000 0.000212879
11 601988980.000000 179.170000 0.000212998
12 601989060.000000 179.284500 0.000212909
13 601989140.000000 179.401500 0.000212879
14 601989220.000000 179.518000 0.000212819
15 601989300.000000 179.629500 0.00021273
16 601989380.000000 179.746500 0.00021276
17 601989460.000000 179.861000 0.00021273
18 601989540.000000 179.977500 0.000212849
19 601989620.000000 180.090000 0.000212849
20 601989700.000000 180.209500 0.000212968
21 601989780.000000 180.320500 0.000213028
22 601989860.000000 180.437500 0.000212819
23 601989940.000000 180.552500 0.000212849
24 601990020.000000 180.669000 0.000212819
25 601990100.000000 180.782500 0.00021276
26 601990180.000000 180.898000 0.000212819
27 601990260.000000 181.014500 0.000212849
28 601990340.000000 181.128000 0.000212998
29 601990420.000000 181.246000 0.000212909
30 601990500.000000 181.361000 0.000212879
31 601990580.000000 181.478000 0.000212879
32 601990660.000000 181.593000 0.000212819
33 601990740.000000 181.711000 0.000212819
34 601990820.000000 181.825000 0.00021273
