# NO SAMPLE
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. Y-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 608407180.000000 177.910000 0.000213207
1 608407260.000000 178.025000 0.000213266
2 608407340.000000 178.138000 0.000213266
3 608407420.000000 178.252000 0.000213326
4 608407500.000000 178.360500 0.000213177
5 608407580.000000 178.474500 0.000213028
6 608407660.000000 178.585000 0.000212998
7 608407740.000000 178.702000 0.000212939
8 608407820.000000 178.814000 0.000212998
9 608407900.000000 178.931500 0.000213117
10 608407980.000000 179.043500 0.000213237
11 608408060.000000 179.159500 0.000213296
12 608408140.000000 179.276000 0.000213296
13 608408220.000000 179.389000 0.000213177
14 608408300.000000 179.505000 0.000213117
15 608408380.000000 179.619500 0.000213028
16 608408460.000000 179.736500 0.000212998
17 608408540.000000 179.849000 0.000213028
18 608408620.000000 179.967500 0.000212998
19 608408700.000000 180.081000 0.000213117
20 608408780.000000 180.196500 0.000213177
21 608408860.000000 180.312500 0.000213147
22 608408940.000000 180.427500 0.000213147
23 608409020.000000 180.542000 0.000213028
24 608409100.000000 180.656500 0.000212968
25 608409180.000000 180.774000 0.000212968
26 608409260.000000 180.885500 0.000212998
27 608409340.000000 181.001500 0.000213058
28 608409420.000000 181.118000 0.000212998
29 608409500.000000 181.236000 0.000213177
30 608409580.000000 181.349500 0.000213058
31 608409660.000000 181.468000 0.000213117
32 608409740.000000 181.583000 0.000212998
33 608409820.000000 181.699500 0.000212968
34 608409900.000000 181.816500 0.000212939
