# SAMPLE
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. Y-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 602718340.000000 177.909000 0.000204564
1 602718420.000000 178.021500 0.000204564
2 602718500.000000 178.131000 0.000204713
3 602718580.000000 178.246500 0.000204594
4 602718660.000000 178.359500 0.000204564
5 602718740.000000 178.474500 0.000204445
6 602718820.000000 178.587500 0.000204385
7 602718900.000000 178.705500 0.000204355
8 602718980.000000 178.820500 0.000204326
9 602719060.000000 178.936000 0.000204385
10 602719140.000000 179.051000 0.000204534
11 602719220.000000 179.168000 0.000204594
12 602719300.000000 179.280500 0.000204594
13 602719380.000000 179.398000 0.000204534
14 602719460.000000 179.513000 0.000204475
15 602719540.000000 179.625000 0.000204415
16 602719620.000000 179.741000 0.000204415
17 602719700.000000 179.855000 0.000204326
18 602719780.000000 179.973000 0.000204326
19 602719860.000000 180.086500 0.000204415
20 602719940.000000 180.203000 0.000204534
21 602720020.000000 180.317000 0.000204564
22 602720100.000000 180.433500 0.000204594
23 602720180.000000 180.549500 0.000204564
24 602720260.000000 180.662000 0.000204504
25 602720340.000000 180.778000 0.000204385
26 602720420.000000 180.890000 0.000204385
27 602720500.000000 181.007500 0.000204415
28 602720580.000000 181.123000 0.000204415
29 602720660.000000 181.238500 0.000204475
30 602720740.000000 181.354000 0.000204624
31 602720820.000000 181.473500 0.000204594
32 602720900.000000 181.588500 0.000204594
33 602720980.000000 181.703500 0.000204504
34 602721060.000000 181.820000 0.000204355
