# # SAMPLE - one arm scans
FTS 95 GHz source w/circula4 feedhorn and 95 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 391536660.000000 168.006500 0.000123502
1 391536740.000000 168.160000 0.000123561
2 391536820.000000 168.317000 0.000123532
3 391536900.000000 168.472500 0.000123561
4 391536980.000000 168.628500 0.000123561
5 391537060.000000 168.784500 0.000123591
6 391537140.000000 168.941000 0.000123532
7 391537220.000000 169.094500 0.000123591
8 391537300.000000 169.248000 0.000123532
9 391537380.000000 169.404500 0.000123502
10 391537460.000000 169.558000 0.000123561
11 391537540.000000 169.712000 0.000123591
12 391537620.000000 169.870000 0.000123532
13 391537700.000000 170.020500 0.000123561
14 391537780.000000 170.175500 0.000123561
15 391537860.000000 170.332500 0.000123621
16 391537940.000000 170.484500 0.000123621
17 391538020.000000 170.640500 0.000123591
18 391538100.000000 170.795500 0.000123532
19 391538180.000000 170.950500 0.000123532
20 391538260.000000 171.105500 0.000123591
21 391538340.000000 171.262000 0.000123591
22 391538420.000000 171.417500 0.000123591
23 391538500.000000 171.575000 0.000123591
24 391538580.000000 171.729500 0.000123502
25 391538660.000000 171.885000 0.000123561
26 391538740.000000 172.039000 0.000123591
27 391538820.000000 172.197000 0.000123621
28 391538900.000000 172.351500 0.000123561
29 391538980.000000 172.505000 0.000123681
30 391539060.000000 172.664500 0.000123591
31 391539140.000000 172.818500 0.000123532
32 391539220.000000 172.974500 0.000123591
33 391539300.000000 173.130000 0.000123532
34 391539380.000000 173.282000 0.000123561
35 391539460.000000 173.438500 0.000123532
36 391539540.000000 173.593500 0.000123532
37 391539620.000000 173.745000 0.000123621
38 391539700.000000 173.902000 0.000123591
39 391539780.000000 174.058500 0.000123561
40 391539860.000000 174.212000 0.000123621
41 391539940.000000 174.367500 0.000123591
42 391540020.000000 174.523000 0.000123591
43 391540100.000000 174.677500 0.000123591
44 391540180.000000 174.832000 0.000123621
45 391540260.000000 174.988000 0.000123651
46 391540340.000000 175.141000 0.000123651
47 391540420.000000 175.295000 0.000123651
48 391540500.000000 175.452500 0.000123591
49 391540580.000000 175.606000 0.000123681
50 391540660.000000 175.760500 0.000123681
51 391540740.000000 175.918500 0.000123681
52 391540820.000000 176.071000 0.000123681
53 391540900.000000 176.228500 0.00012374
54 391540980.000000 176.382500 0.00012377
55 391541060.000000 176.537500 0.000123681
56 391541140.000000 176.696000 0.00012371
57 391541220.000000 176.851500 0.000123651
58 391541300.000000 177.006000 0.00012374
59 391541380.000000 177.160000 0.00012371
60 391541460.000000 177.314000 0.000123681
61 391541540.000000 177.472000 0.00012374
62 391541620.000000 177.627500 0.00012374
63 391541700.000000 177.781500 0.000123681
