# # SAMPLE - one arm scans
FTS 95 GHz source w/circula4 feedhorn and 95 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
64 391045220.000000 177.915500 0.000123532
65 391045300.000000 178.067000 0.000123591
66 391045380.000000 178.225000 0.000123621
67 391045460.000000 178.377000 0.000123591
68 391045540.000000 178.534000 0.000123681
69 391045620.000000 178.689000 0.000123651
70 391045700.000000 178.841500 0.000123621
71 391045780.000000 178.998500 0.000123621
72 391045860.000000 179.155500 0.000123621
73 391045940.000000 179.309000 0.000123681
74 391046020.000000 179.464000 0.000123621
75 391046100.000000 179.617500 0.000123651
76 391046180.000000 179.773500 0.000123621
77 391046260.000000 179.929000 0.000123681
78 391046340.000000 180.084500 0.000123591
79 391046420.000000 180.239000 0.000123651
80 391046500.000000 180.393000 0.000123651
81 391046580.000000 180.550000 0.000123651
82 391046660.000000 180.703000 0.000123651
83 391046740.000000 180.857000 0.000123651
84 391046820.000000 181.009000 0.000123681
85 391046900.000000 181.165500 0.00012371
86 391046981.000000 181.321500 0.000123651
87 391047060.000000 181.478500 0.000123681
88 391047140.000000 181.632500 0.000123651
89 391047220.000000 181.791500 0.00012374
90 391047300.000000 181.944500 0.00012374
91 391047380.000000 182.100000 0.000123681
92 391047460.000000 182.253500 0.00012374
93 391047540.000000 182.409500 0.000123651
94 391047620.000000 182.567000 0.000123681
95 391047700.000000 182.720500 0.000123681
96 391047780.000000 182.875500 0.00012371
97 391047860.000000 183.034000 0.00012374
98 391047940.000000 183.187500 0.000123621
99 391048020.000000 183.342500 0.00012371
100 391048100.000000 183.498000 0.000123681
101 391048180.000000 183.652500 0.00012371
102 391048260.000000 183.808000 0.000123681
103 391048340.000000 183.961500 0.000123681
104 391048420.000000 184.116500 0.00012374
105 391048500.000000 184.280000 0.00012371
106 391048580.000000 184.423000 0.00012374
107 391048660.000000 184.580000 0.00012377
108 391048740.000000 184.735000 0.00012374
109 391048820.000000 184.890500 0.00012374
110 391048900.000000 185.047000 0.00012371
111 391048980.000000 185.199000 0.0001238
112 391049060.000000 185.356500 0.0001238
113 391049140.000000 185.512500 0.000123859
114 391049220.000000 185.664000 0.000123859
115 391049300.000000 185.822000 0.000123859
116 391049380.000000 185.976500 0.000123859
117 391049460.000000 186.129500 0.000123889
118 391049540.000000 186.287000 0.00012383
119 391049620.000000 186.442000 0.0001238
120 391049700.000000 186.597000 0.00012377
121 391049780.000000 186.753500 0.00012383
122 391049860.000000 186.909500 0.00012383
123 391049940.000000 187.064500 0.0001238
