# NO SAMPLE - ONE ARM
FTS 95 GHz source w/rectangular feedhorn and 95 GHz diode detector w/ 
higher gain round feedhorn w/circ-rect waveguide converter

SAMPLE - no sample
25 3013771660.000000 171.884500 0.000140519
26 3013771740.000000 172.035500 0.000140549
27 3013771820.000000 172.193000 0.000140519
28 3013771900.000000 172.349000 0.000140519
29 3013771980.000000 172.521000 0.000140489
30 3013772060.000000 172.674500 0.000140519
31 3013772140.000000 172.825000 0.000140519
32 3013772220.000000 172.976500 0.000140578
33 3013772300.000000 173.128000 0.000140549
34 3013772380.000000 173.281500 0.000140549
35 3013772460.000000 173.437500 0.000140519
36 3013772540.000000 173.589500 0.000140459
37 3013772620.000000 173.745000 0.000140459
38 3013772700.000000 173.899000 0.000140489
39 3013772780.000000 174.053500 0.000140429
40 3013772860.000000 174.210500 0.000140459
41 3013772940.000000 174.363000 0.000140429
42 3013773020.000000 174.518000 0.0001404
43 3013773100.000000 174.675500 0.000140429
44 3013773180.000000 174.828500 0.00014037
45 3013773260.000000 174.984500 0.0001404
46 3013773340.000000 175.138500 0.0001404
47 3013773420.000000 175.292000 0.00014037
48 3013773500.000000 175.448500 0.00014037
49 3013773580.000000 175.602000 0.00014037
50 3013773660.000000 175.756500 0.00014034
51 3013773740.000000 175.913500 0.000140429
52 3013773820.000000 176.066500 0.0001404
53 3013773900.000000 176.225500 0.00014037
54 3013773981.000000 176.382500 0.0001404
55 3013774060.000000 176.534500 0.00014037
56 3013774140.000000 176.693000 0.00014034
57 3013774220.000000 176.846500 0.000140429
58 3013774300.000000 177.002500 0.00014037
59 3013774380.000000 177.156000 0.00014034
60 3013774460.000000 177.311500 0.00014037
61 3013774540.000000 177.470000 0.00014028
62 3013774620.000000 177.626000 0.00014034
63 3013774700.000000 177.779500 0.00014028
64 3013774780.000000 177.933000 0.000140221
65 3013774860.000000 178.086500 0.000140221
66 3013774940.000000 178.244000 0.00014028
67 3013775020.000000 178.399000 0.00014034
68 3013775100.000000 178.551500 0.00014028
69 3013775180.000000 178.708000 0.000140251
70 3013775260.000000 178.861000 0.000140191
71 3013775340.000000 179.019000 0.000140191
72 3013775420.000000 179.171000 0.000140221
73 3013775500.000000 179.326000 0.000140251
74 3013775580.000000 179.482500 0.000140221
75 3013775660.000000 179.632500 0.000140191
76 3013775740.000000 179.789500 0.000140191
77 3013775820.000000 179.945000 0.000140251
78 3013775900.000000 180.096000 0.000140251
79 3013775980.000000 180.254500 0.00014028
80 3013776060.000000 180.405500 0.000140221
81 3013776140.000000 180.562000 0.000140251
82 3013776220.000000 180.719000 0.000140191
83 3013776300.000000 180.873000 0.000140161
84 3013776380.000000 181.026500 0.000140221
85 3013776460.000000 181.183500 0.000140221
86 3013776540.000000 181.339500 0.000140131
87 3013776620.000000 181.497500 0.000140161
88 3013776700.000000 181.649500 0.000140131
89 3013776780.000000 181.809000 0.000140191
90 3013776860.000000 181.966000 0.000140191
91 3013776940.000000 182.120500 0.000140221
92 3013777020.000000 182.277000 0.000140221
93 3013777100.000000 182.431500 0.000140191
94 3013777180.000000 182.585500 0.000140131
95 3013777260.000000 182.742500 0.000140072
96 3013777340.000000 182.896000 0.000140012
97 3013777420.000000 183.053500 0.000140072
98 3013777500.000000 183.205500 0.000140042
99 3013777580.000000 183.362000 0.000140072
100 3013777660.000000 183.517000 0.000140042
101 3013777740.000000 183.672000 0.000140072
102 3013777820.000000 183.825500 0.000139982
103 3013777900.000000 183.980500 0.000140012
104 3013777980.000000 184.136500 0.000140012
105 3013778060.000000 184.291500 0.000139923
106 3013778140.000000 184.446500 0.000140012
107 3013778220.000000 184.601500 0.000139953
108 3013778300.000000 184.754000 0.000139982
109 3013778380.000000 184.908500 0.000139953
110 3013778460.000000 185.066000 0.000139953
111 3013778540.000000 185.220500 0.000139982
112 3013778620.000000 185.374000 0.000139982
113 3013778700.000000 185.531000 0.000139982
114 3013778780.000000 185.682000 0.000139982
115 3013778860.000000 185.839000 0.000139982
116 3013778940.000000 185.995500 0.000140012
117 3013779020.000000 186.147500 0.000139923
118 3013779100.000000 186.305000 0.000139953
119 3013779180.000000 186.460500 0.000139982
120 3013779260.000000 186.616500 0.000139953
121 3013779340.000000 186.774000 0.000139923
122 3013779420.000000 186.928500 0.000139953
123 3013779500.000000 187.084500 0.000139923
124 3013779580.000000 187.238500 0.000139923
125 3013779660.000000 187.398000 0.000139863
126 3013779740.000000 187.549500 0.000139893
127 3013779820.000000 187.705500 0.000139893
128 3013779900.000000 187.863500 0.000139863
129 3013779980.000000 188.015000 0.000139923
130 3013780060.000000 188.174000 0.000139923
131 3013780140.000000 188.326500 0.000139923
132 3013780220.000000 188.480000 0.000139863
133 3013780300.000000 188.638500 0.000139893
134 3013780380.000000 188.789000 0.000139863
135 3013780460.000000 188.945500 0.000139923
136 3013780540.000000 189.102000 0.000139893
137 3013780620.000000 189.254500 0.000139863
138 3013780700.000000 189.412500 0.000139893
139 3013780780.000000 189.565000 0.000139833
140 3013780860.000000 189.721500 0.000139833
141 3013780940.000000 189.876500 0.000139833
142 3013781020.000000 190.027500 0.000139833
143 3013781100.000000 190.184500 0.000139863
144 3013781180.000000 190.340500 0.000139863
145 3013781260.000000 190.490500 0.000139804
146 3013781340.000000 190.645500 0.000139863
147 3013781420.000000 190.800000 0.000139804
148 3013781500.000000 190.957000 0.000139804
149 3013781580.000000 191.112000 0.000139833
150 3013781660.000000 191.265500 0.000139863
151 3013781740.000000 191.422500 0.000139863
152 3013781820.000000 191.578500 0.000139923
153 3013781900.000000 191.732500 0.000139863
154 3013781980.000000 191.891000 0.000139774
155 3013782060.000000 192.044500 0.000139804
156 3013782140.000000 192.202500 0.000139804
157 3013782220.000000 192.358000 0.000139744
158 3013782300.000000 192.512500 0.000139744
159 3013782380.000000 192.668500 0.000139774
160 3013782460.000000 192.824000 0.000139804
161 3013782540.000000 192.979000 0.000139774
162 3013782620.000000 193.136000 0.000139804
163 3013782700.000000 193.292000 0.000139804
164 3013782780.000000 193.445500 0.000139714
165 3013782860.000000 193.601500 0.000139774
166 3013782940.000000 193.755000 0.000139714
167 3013783020.000000 193.909500 0.000139774
168 3013783100.000000 194.065500 0.000139714
169 3013783180.000000 194.222000 0.000139714
170 3013783260.000000 194.375000 0.000139714
171 3013783340.000000 194.531500 0.000139774
172 3013783420.000000 194.685000 0.000139774
173 3013783500.000000 194.840500 0.000139774
174 3013783580.000000 194.997000 0.000139774
175 3013783660.000000 195.149500 0.000139714
176 3013783740.000000 195.304500 0.000139684
177 3013783820.000000 195.462000 0.000139744
178 3013783900.000000 195.614500 0.000139714
179 3013783980.000000 195.771500 0.000139714
180 3013784060.000000 195.926000 0.000139714
181 3013784140.000000 196.079000 0.000139684
182 3013784220.000000 196.237500 0.000139714
183 3013784300.000000 196.392000 0.000139714
184 3013784380.000000 196.547000 0.000139714
185 3013784460.000000 196.701500 0.000139655
186 3013784540.000000 196.856500 0.000139714
187 3013784620.000000 197.015500 0.000139804
188 3013784700.000000 197.170500 0.000139774
189 3013784780.000000 197.325000 0.000139744
190 3013784860.000000 197.482000 0.000139744
191 3013784940.000000 197.635000 0.000139744
192 3013785020.000000 197.790000 0.000139684
193 3013785100.000000 197.941500 0.000139684
194 3013785180.000000 198.099500 0.000139655
195 3013785260.000000 198.256000 0.000139684
196 3013785340.000000 198.410000 0.000139655
197 3013785420.000000 198.568500 0.000139714
198 3013785500.000000 198.722000 0.000139684
199 3013785580.000000 198.874500 0.000139714
200 3013785660.000000 199.027500 0.000139684
201 3013785740.000000 199.183500 0.000139655
202 3013785820.000000 199.341000 0.000139625
203 3013785900.000000 199.495000 0.000139684
204 3013785980.000000 199.650500 0.000139714
205 3013786060.000000 199.803500 0.000139655
206 3013786140.000000 199.958000 0.000139625
207 3013786220.000000 200.115000 0.000139655
208 3013786300.000000 200.269500 0.000139565
209 3013786380.000000 200.422500 0.000139655
210 3013786460.000000 200.579500 0.000139714
211 3013786540.000000 200.733000 0.000139655
212 3013786620.000000 200.887000 0.000139655
213 3013786700.000000 201.043000 0.000139595
214 3013786780.000000 201.196500 0.000139625
215 3013786860.000000 201.350000 0.000139565
216 3013786940.000000 201.507000 0.000139535
217 3013787020.000000 201.663000 0.000139535
218 3013787100.000000 201.818000 0.000139506
219 3013787180.000000 201.974500 0.000139506
220 3013787260.000000 202.129000 0.000139506
221 3013787340.000000 202.285000 0.000139565
222 3013787420.000000 202.441500 0.000139476
223 3013787500.000000 202.599000 0.000139535
224 3013787580.000000 202.752000 0.000139476
225 3013787660.000000 202.909500 0.000139357
226 3013787740.000000 203.065500 0.000139446
227 3013787820.000000 203.218000 0.000139416
228 3013787900.000000 203.374500 0.000139476
229 3013787980.000000 203.530000 0.000139416
230 3013788060.000000 203.684500 0.000139386
231 3013788140.000000 203.841000 0.000139386
232 3013788220.000000 203.994500 0.000139416
233 3013788300.000000 204.149000 0.000139446
234 3013788380.000000 204.304500 0.000139506
235 3013788460.000000 204.458500 0.000139357
236 3013788540.000000 204.615500 0.000139386
237 3013788620.000000 204.767000 0.000139416
238 3013788700.000000 204.924000 0.000139386
239 3013788780.000000 205.077000 0.000139386
240 3013788860.000000 205.231500 0.000139357
241 3013788940.000000 205.387000 0.000139327
242 3013789020.000000 205.541000 0.000139327
243 3013789100.000000 205.696500 0.000139386
244 3013789180.000000 205.850000 0.000139297
245 3013789260.000000 206.004500 0.000139327
246 3013789340.000000 206.162500 0.000139327
247 3013789420.000000 206.316500 0.000139267
248 3013789500.000000 206.469000 0.000139267
249 3013789580.000000 206.626500 0.000139357
250 3013789660.000000 206.781000 0.000139297
251 3013789740.000000 206.937000 0.000139237
252 3013789820.000000 207.092000 0.000139327
253 3013789900.000000 207.248500 0.000139297
254 3013789980.000000 207.403500 0.000139267
255 3013790060.000000 207.558000 0.000139267
256 3013790140.000000 207.716000 0.000139297
257 3013790220.000000 207.871000 0.000139267
258 3013790300.000000 208.023500 0.000139267
259 3013790380.000000 208.182500 0.000139267
260 3013790460.000000 208.335000 0.000139178
261 3013790540.000000 208.491000 0.000139237
262 3013790620.000000 208.647500 0.000139237
263 3013790700.000000 208.799500 0.000139208
264 3013790780.000000 208.957000 0.000139178
265 3013790860.000000 209.111000 0.000139178
266 3013790940.000000 209.264000 0.000139208
267 3013791020.000000 209.421000 0.000139208
268 3013791100.000000 209.577000 0.000139178
269 3013791180.000000 209.732500 0.000139148
270 3013791260.000000 209.885000 0.000139148
271 3013791340.000000 210.041500 0.000139148
272 3013791420.000000 210.194500 0.000139148
273 3013791500.000000 210.350500 0.000139178
274 3013791580.000000 210.506500 0.000139059
275 3013791660.000000 210.659000 0.000139088
276 3013791740.000000 210.814500 0.000139059
277 3013791820.000000 210.971000 0.000139118
278 3013791900.000000 211.122000 0.000139029
279 3013791980.000000 211.279000 0.000139059
280 3013792060.000000 211.434500 0.000139059
281 3013792140.000000 211.586500 0.000139059
282 3013792220.000000 211.742500 0.000139029
283 3013792300.000000 211.898500 0.000138999
284 3013792380.000000 212.053500 0.000138999
285 3013792460.000000 212.210000 0.000138999
286 3013792540.000000 212.363500 0.000138999
287 3013792620.000000 212.520500 0.000139059
288 3013792700.000000 212.676000 0.000139029
289 3013792780.000000 212.833000 0.000138969
290 3013792860.000000 212.986500 0.000138969
291 3013792940.000000 213.141000 0.000138969
292 3013793020.000000 213.297000 0.000138969
293 3013793100.000000 213.451500 0.000138999
294 3013793180.000000 213.608500 0.000138939
295 3013793260.000000 213.764500 0.000138939
296 3013793340.000000 213.916500 0.00013891
297 3013793420.000000 214.072500 0.000138939
298 3013793500.000000 214.227500 0.000138939
299 3013793580.000000 214.383500 0.000138939
300 3013793660.000000 214.537500 0.00013891
301 3013793740.000000 214.691500 0.00013888
302 3013793820.000000 214.850500 0.00013891
303 3013793900.000000 215.001500 0.00013885
304 3013793980.000000 215.157500 0.00013888
305 3013794060.000000 215.314000 0.00013888
306 3013794140.000000 215.465500 0.00013888
307 3013794220.000000 215.621000 0.00013888
308 3013794300.000000 215.777000 0.00013882
309 3013794380.000000 215.930000 0.00013888
310 3013794460.000000 216.086500 0.00013885
311 3013794540.000000 216.241500 0.00013882
312 3013794620.000000 216.394000 0.00013879
313 3013794700.000000 216.551500 0.00013879
314 3013794780.000000 216.706500 0.00013882
315 3013794860.000000 216.860500 0.00013879
316 3013794940.000000 217.017500 0.000138731
317 3013795020.000000 217.174500 0.000138731
318 3013795100.000000 217.329000 0.000138701
319 3013795180.000000 217.484000 0.00013879
320 3013795260.000000 217.642500 0.000138731
321 3013795340.000000 217.797500 0.00013879
322 3013795420.000000 217.949500 0.00013879
323 3013795500.000000 218.108000 0.000138701
324 3013795580.000000 218.262500 0.000138701
325 3013795660.000000 218.416500 0.000138701
326 3013795740.000000 218.575000 0.000138641
327 3013795820.000000 218.724000 0.000138641
328 3013795900.000000 218.882500 0.000138671
329 3013795980.000000 219.036000 0.000138671
330 3013796060.000000 219.190500 0.000138612
331 3013796140.000000 219.346000 0.000138701
332 3013796220.000000 219.499000 0.000138701
333 3013796300.000000 219.655500 0.000138671
334 3013796380.000000 219.811500 0.000138641
335 3013796460.000000 219.967500 0.000138582
336 3013796540.000000 220.123500 0.000138612
337 3013796620.000000 220.273500 0.000138612
338 3013796700.000000 220.428000 0.000138612
339 3013796780.000000 220.585000 0.000138552
340 3013796860.000000 220.742000 0.000138582
341 3013796940.000000 220.894500 0.000138582
342 3013797020.000000 221.047500 0.000138612
343 3013797100.000000 221.202000 0.000138612
344 3013797180.000000 221.358000 0.000138582
345 3013797260.000000 221.512000 0.000138582
346 3013797340.000000 221.666000 0.000138552
347 3013797420.000000 221.821000 0.000138552
348 3013797500.000000 221.978000 0.000138522
349 3013797580.000000 222.132000 0.000138552
350 3013797660.000000 222.287000 0.000138522
351 3013797740.000000 222.445000 0.000138552
352 3013797820.000000 222.598500 0.000138552
353 3013797900.000000 222.756000 0.000138582
354 3013797980.000000 222.912500 0.000138552
355 3013798060.000000 223.063000 0.000138522
356 3013798140.000000 223.222000 0.000138492
357 3013798220.000000 223.378000 0.000138522
358 3013798300.000000 223.531000 0.000138463
359 3013798380.000000 223.688000 0.000138433
360 3013798460.000000 223.843000 0.000138522
361 3013798540.000000 223.998000 0.000138433
362 3013798620.000000 224.153000 0.000138463
363 3013798700.000000 224.307000 0.000138522
364 3013798780.000000 224.460500 0.000138492
365 3013798860.000000 224.618500 0.000138463
366 3013798940.000000 224.771500 0.000138463
367 3013799020.000000 224.928000 0.000138433
368 3013799100.000000 225.083500 0.000138403
369 3013799180.000000 225.239500 0.000138433
370 3013799260.000000 225.392000 0.000138433
371 3013799340.000000 225.548500 0.000138433
372 3013799420.000000 225.704500 0.000138433
373 3013799500.000000 225.856000 0.000138403
374 3013799580.000000 226.013500 0.000138403
375 3013799660.000000 226.169000 0.000138403
376 3013799740.000000 226.321000 0.000138403
377 3013799820.000000 226.475500 0.000138463
378 3013799900.000000 226.630500 0.000138373
379 3013799980.000000 226.786500 0.000138314
380 3013800060.000000 226.943000 0.000138284
381 3013800140.000000 227.095500 0.000138343
382 3013800220.000000 227.253500 0.000138403
383 3013800300.000000 227.410000 0.000138403
384 3013800380.000000 227.565000 0.000138373
385 3013800460.000000 227.720000 0.000138343
386 3013800540.000000 227.876000 0.000138373
387 3013800620.000000 228.034500 0.000138343
388 3013800700.000000 228.189000 0.000138314
389 3013800780.000000 228.341500 0.000138254
390 3013800860.000000 228.496500 0.000138284
391 3013800940.000000 228.651500 0.000138254
392 3013801020.000000 228.809000 0.000138254
393 3013801100.000000 228.962500 0.000138314
394 3013801180.000000 229.116000 0.000138314
395 3013801260.000000 229.273000 0.000138284
396 3013801340.000000 229.423500 0.000138284
397 3013801420.000000 229.581000 0.000138284
398 3013801500.000000 229.734000 0.000138284
399 3013801580.000000 229.889500 0.000138254
400 3013801660.000000 230.048000 0.000138224
401 3013801740.000000 230.199500 0.000138224
402 3013801820.000000 230.356500 0.000138224
403 3013801900.000000 230.513000 0.000138254
404 3013801980.000000 230.663500 0.000138254
405 3013802060.000000 230.821000 0.000138194
406 3013802140.000000 230.975500 0.000138224
407 3013802220.000000 231.133000 0.000138254
408 3013802300.000000 231.285500 0.000138164
409 3013802380.000000 231.440000 0.000138224
410 3013802460.000000 231.597500 0.000138164
411 3013802540.000000 231.749500 0.000138135
412 3013802620.000000 231.904500 0.000138194
413 3013802700.000000 232.063000 0.000138135
414 3013802780.000000 232.215500 0.000138224
415 3013802860.000000 232.372500 0.000138224
416 3013802940.000000 232.528500 0.000138164
417 3013803020.000000 232.682000 0.000138135
418 3013803100.000000 232.839500 0.000138105
419 3013803180.000000 232.994500 0.000138194
420 3013803260.000000 233.148500 0.000138075
421 3013803340.000000 233.304500 0.000138105
422 3013803420.000000 233.459500 0.000138105
423 3013803500.000000 233.614500 0.000138105
424 3013803580.000000 233.770000 0.000138075
425 3013803660.000000 233.927000 0.000138135
426 3013803740.000000 234.081500 0.000138224
427 3013803820.000000 234.236000 0.000138194
428 3013803900.000000 234.386000 0.000138135
429 3013803980.000000 234.546000 0.000138105
430 3013804060.000000 234.700000 0.000138045
431 3013804140.000000 234.853500 0.000138105
432 3013804220.000000 235.008000 0.000138045
433 3013804300.000000 235.163000 0.000138075
434 3013804380.000000 235.319500 0.000138105
435 3013804460.000000 235.476000 0.000138105
436 3013804540.000000 235.628500 0.000138194
437 3013804620.000000 235.783500 0.000138164
438 3013804700.000000 235.941500 0.000138135
439 3013804780.000000 236.098500 0.000138105
440 3013804860.000000 236.251500 0.000138045
441 3013804940.000000 236.406000 0.000138075
442 3013805020.000000 236.561000 0.000138075
443 3013805100.000000 236.715000 0.000138135
444 3013805180.000000 236.871500 0.000138075
445 3013805260.000000 237.026000 0.000138045
446 3013805340.000000 237.181000 0.000138105
447 3013805420.000000 237.338500 0.000138135
448 3013805500.000000 237.491500 0.000138105
449 3013805580.000000 237.649500 0.000138075
450 3013805660.000000 237.804000 0.000138045
451 3013805740.000000 237.961500 0.000138015
452 3013805820.000000 238.115500 0.000137956
453 3013805900.000000 238.270000 0.000138015
454 3013805980.000000 238.427000 0.000138015
455 3013806060.000000 238.580000 0.000138015
456 3013806140.000000 238.737000 0.000138075
457 3013806220.000000 238.893500 0.000137956
458 3013806300.000000 239.044500 0.000138015
459 3013806380.000000 239.203500 0.000138015
460 3013806460.000000 239.355000 0.000138015
461 3013806540.000000 239.511000 0.000137986
462 3013806620.000000 239.665500 0.000137956
463 3013806700.000000 239.818000 0.000137986
464 3013806780.000000 239.976500 0.000137986
465 3013806860.000000 240.133500 0.000137986
466 3013806940.000000 240.285000 0.000137986
467 3013807020.000000 240.444000 0.000138015
468 3013807100.000000 240.595000 0.000138015
469 3013807180.000000 240.753000 0.000138015
470 3013807260.000000 240.906500 0.000137986
471 3013807340.000000 241.060000 0.000137986
472 3013807420.000000 241.217000 0.000137986
473 3013807500.000000 241.372500 0.000137956
474 3013807580.000000 241.526500 0.000137956
475 3013807660.000000 241.680000 0.000138015
476 3013807740.000000 241.836000 0.000138045
477 3013807820.000000 241.993500 0.000137956
478 3013807900.000000 242.147500 0.000137956
479 3013807980.000000 242.301000 0.000137986
480 3013808060.000000 242.456500 0.000138015
481 3013808140.000000 242.611500 0.000137986
482 3013808220.000000 242.769000 0.000137956
483 3013808300.000000 242.924500 0.000137956
484 3013808380.000000 243.079000 0.000137956
485 3013808460.000000 243.236500 0.000137986
486 3013808540.000000 243.391000 0.000137956
487 3013808620.000000 243.546000 0.000137986
488 3013808700.000000 243.702000 0.000138015
489 3013808780.000000 243.854000 0.000137986
490 3013808860.000000 244.010000 0.000137956
491 3013808940.000000 244.166000 0.000137986
492 3013809020.000000 244.321000 0.000137986
493 3013809100.000000 244.477000 0.000137956
494 3013809180.000000 244.631000 0.000137896
495 3013809260.000000 244.785000 0.000137956
496 3013809340.000000 244.941000 0.000137956
497 3013809420.000000 245.098000 0.000138015
498 3013809500.000000 245.253000 0.000137956
499 3013809580.000000 245.409500 0.000137956
500 3013809660.000000 245.563500 0.000137956
501 3013809740.000000 245.718000 0.000137926
502 3013809820.000000 245.875500 0.000137956
503 3013809900.000000 246.028500 0.000137866
504 3013809980.000000 246.184000 0.000137926
505 3013810060.000000 246.340500 0.000137956
506 3013810140.000000 246.492000 0.000137956
507 3013810220.000000 246.648500 0.000137956
508 3013810300.000000 246.805000 0.000138015
509 3013810380.000000 246.959500 0.000137866
510 3013810460.000000 247.112500 0.000137896
511 3013810540.000000 247.269500 0.000137896
512 3013810620.000000 247.425500 0.000137926
513 3013810700.000000 247.582500 0.000137956
514 3013810780.000000 247.736000 0.000137896
515 3013810860.000000 247.893500 0.000137896
516 3013810940.000000 248.051000 0.000137837
517 3013811020.000000 248.205000 0.000137896
518 3013811100.000000 248.361000 0.000137837
519 3013811180.000000 248.514500 0.000137896
520 3013811260.000000 248.670500 0.000137866
521 3013811340.000000 248.823500 0.000137896
522 3013811420.000000 248.977000 0.000137896
523 3013811500.000000 249.132500 0.000137866
524 3013811580.000000 249.287000 0.000137896
525 3013811660.000000 249.442000 0.000137866
526 3013811740.000000 249.597500 0.000137866
527 3013811820.000000 249.751000 0.000137926
528 3013811900.000000 249.907500 0.000137866
529 3013811980.000000 250.063000 0.000137956
530 3013812060.000000 250.216000 0.000137896
531 3013812140.000000 250.373000 0.000137866
532 3013812220.000000 250.529000 0.000137866
533 3013812300.000000 250.685500 0.000137866
534 3013812380.000000 250.840000 0.000137896
535 3013812460.000000 250.994000 0.000137866
536 3013812541.000000 251.149500 0.000137896
537 3013812620.000000 251.304000 0.000137837
538 3013812700.000000 251.458000 0.000137866
539 3013812780.000000 251.614000 0.000137866
540 3013812860.000000 251.768000 0.000137896
541 3013812940.000000 251.926500 0.000137896
542 3013813020.000000 252.078500 0.000137896
543 3013813100.000000 252.235000 0.000137837
544 3013813180.000000 252.390000 0.000137866
545 3013813260.000000 252.542500 0.000137866
546 3013813340.000000 252.701000 0.000137926
547 3013813420.000000 252.855000 0.000137926
548 3013813500.000000 253.010000 0.000137866
549 3013813580.000000 253.167500 0.000137866
550 3013813660.000000 253.319500 0.000137866
551 3013813740.000000 253.477000 0.000137926
552 3013813820.000000 253.632000 0.000137896
553 3013813900.000000 253.784500 0.000137956
554 3013813980.000000 253.943500 0.000137866
555 3013814060.000000 254.096000 0.000137807
556 3013814140.000000 254.252500 0.000137896
557 3013814220.000000 254.408000 0.000137866
558 3013814300.000000 254.560500 0.000137837
559 3013814380.000000 254.717500 0.000137866
560 3013814460.000000 254.873000 0.000137866
561 3013814540.000000 255.026000 0.000137866
562 3013814620.000000 255.182000 0.000137837
563 3013814700.000000 255.338500 0.000137837
564 3013814780.000000 255.491500 0.000137837
565 3013814860.000000 255.645500 0.000137807
566 3013814940.000000 255.802500 0.000137807
567 3013815020.000000 255.959000 0.000137837
568 3013815100.000000 256.115000 0.000137807
569 3013815180.000000 256.273000 0.000137807
570 3013815260.000000 256.426500 0.000137807
571 3013815340.000000 256.581500 0.000137747
572 3013815420.000000 256.734000 0.000137717
573 3013815500.000000 256.887500 0.000137807
574 3013815580.000000 257.042500 0.000137807
575 3013815660.000000 257.200000 0.000137837
576 3013815740.000000 257.354000 0.000137837
577 3013815820.000000 257.509500 0.000137807
578 3013815900.000000 257.664000 0.000137807
579 3013815980.000000 257.822500 0.000137807
580 3013816060.000000 257.978500 0.000137837
581 3013816140.000000 258.132000 0.000137837
582 3013816220.000000 258.288000 0.000137837
583 3013816300.000000 258.444500 0.000137837
584 3013816380.000000 258.598000 0.000137747
585 3013816460.000000 258.755000 0.000137837
586 3013816540.000000 258.907500 0.000137807
587 3013816620.000000 259.062500 0.000137837
588 3013816700.000000 259.219000 0.000137837
589 3013816780.000000 259.371500 0.000137807
590 3013816860.000000 259.528500 0.000137837
591 3013816940.000000 259.683000 0.000137807
592 3013817020.000000 259.838000 0.000137837
593 3013817100.000000 259.994000 0.000137866
594 3013817180.000000 260.145000 0.000137777
595 3013817260.000000 260.304000 0.000137866
596 3013817340.000000 260.457500 0.000137807
597 3013817420.000000 260.614500 0.000137807
598 3013817500.000000 260.770500 0.000137837
599 3013817580.000000 260.924000 0.000137717
600 3013817660.000000 261.080500 0.000137777
601 3013817740.000000 261.234500 0.000137837
602 3013817820.000000 261.391500 0.000137807
603 3013817900.000000 261.545500 0.000137807
604 3013817980.000000 261.700500 0.000137777
605 3013818060.000000 261.856500 0.000137807
606 3013818140.000000 262.012000 0.000137837
607 3013818220.000000 262.165500 0.000137866
608 3013818300.000000 262.320500 0.000137837
609 3013818380.000000 262.475500 0.000137807
610 3013818460.000000 262.632500 0.000137807
611 3013818540.000000 262.784000 0.000137866
612 3013818620.000000 262.939500 0.000137837
613 3013818700.000000 263.098500 0.000137837
614 3013818780.000000 263.251500 0.000137777
615 3013818860.000000 263.408000 0.000137807
616 3013818940.000000 263.563500 0.000137777
617 3013819020.000000 263.716500 0.000137837
618 3013819100.000000 263.871500 0.000137747
619 3013819180.000000 264.025000 0.000137747
620 3013819260.000000 264.179500 0.000137747
621 3013819340.000000 264.333000 0.000137747
622 3013819420.000000 264.488500 0.000137807
623 3013819500.000000 264.646000 0.000137807
624 3013819580.000000 264.799500 0.000137747
625 3013819660.000000 264.955000 0.000137807
626 3013819740.000000 265.108000 0.000137777
627 3013819820.000000 265.264000 0.000137747
628 3013819900.000000 265.422000 0.000137717
629 3013819980.000000 265.576000 0.000137747
630 3013820060.000000 265.733000 0.000137717
631 3013820140.000000 265.886000 0.000137717
632 3013820220.000000 266.043000 0.000137717
633 3013820300.000000 266.200500 0.000137717
634 3013820380.000000 266.354000 0.000137747
635 3013820460.000000 266.510500 0.000137717
636 3013820540.000000 266.664500 0.000137717
