# # SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 451173800.000000 168.006000 0.000194938
1 451173880.000000 168.160000 0.000194938
2 451173960.000000 168.318000 0.000195027
3 451174040.000000 168.469000 0.000194938
4 451174120.000000 168.624500 0.000194938
5 451174200.000000 168.782500 0.000194998
6 451174280.000000 168.933000 0.000194908
7 451174360.000000 169.090500 0.000194819
8 451174440.000000 169.244500 0.000194849
9 451174520.000000 169.401000 0.000194908
10 451174600.000000 169.554500 0.000194938
11 451174680.000000 169.708000 0.000194938
12 451174760.000000 169.865500 0.000195027
13 451174840.000000 170.016500 0.000194849
14 451174920.000000 170.171500 0.000194908
15 451175000.000000 170.328500 0.000194878
16 451175080.000000 170.481000 0.000194908
17 451175160.000000 170.635500 0.000194998
18 451175240.000000 170.791000 0.000195027
19 451175320.000000 170.945000 0.000195027
20 451175400.000000 171.101000 0.000194908
21 451175480.000000 171.256000 0.000194759
22 451175560.000000 171.415000 0.000194849
23 451175640.000000 171.573500 0.000194908
24 451175720.000000 171.725000 0.000194998
25 451175800.000000 171.882500 0.000194998
26 451175880.000000 172.034500 0.000194878
27 451175960.000000 172.192000 0.000194789
28 451176040.000000 172.347000 0.000194759
29 451176120.000000 172.508000 0.000194968
30 451176200.000000 172.654500 0.000195027
31 451176281.000000 172.817500 0.000195117
32 451176360.000000 172.970000 0.000195027
33 451176440.000000 173.126000 0.000194819
34 451176520.000000 173.279500 0.000194789
35 451176600.000000 173.436000 0.000194849
36 451176680.000000 173.589500 0.000194908
37 451176760.000000 173.742000 0.000195087
38 451176840.000000 173.899500 0.000195027
39 451176920.000000 174.052000 0.000194998
40 451177000.000000 174.208500 0.000194759
41 451177080.000000 174.364500 0.000194729
42 451177160.000000 174.517500 0.000194938
43 451177240.000000 174.674500 0.000195027
44 451177320.000000 174.829000 0.000194998
45 451177400.000000 174.982500 0.000194968
46 451177480.000000 175.138500 0.000194908
47 451177560.000000 175.292500 0.000194849
48 451177640.000000 175.447000 0.000194849
49 451177720.000000 175.602000 0.000194878
50 451177800.000000 175.757500 0.000194849
51 451177880.000000 175.911500 0.000195027
52 451177960.000000 176.067000 0.000195027
53 451178040.000000 176.224000 0.000194998
54 451178120.000000 176.379000 0.000194849
55 451178200.000000 176.534000 0.000194819
56 451178280.000000 176.691000 0.000194878
57 451178360.000000 176.844500 0.000194849
58 451178440.000000 177.002000 0.000195087
59 451178520.000000 177.155500 0.000194938
60 451178600.000000 177.309500 0.000194849
61 451178680.000000 177.468500 0.000194938
62 451178760.000000 177.624500 0.000194878
63 451178840.000000 177.778000 0.000194849
64 451178920.000000 177.932500 0.000194968
