# #NO SAMPLE - One Arm Scans
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 447772180.000000 168.022000 0.000157983
1 447772260.000000 168.172500 0.000158072
2 447772340.000000 168.328000 0.000158072
3 447772420.000000 168.481500 0.000158102
4 447772500.000000 168.637500 0.000158102
5 447772580.000000 168.795000 0.000158072
6 447772660.000000 168.946500 0.000158102
7 447772740.000000 169.102500 0.000158102
8 447772820.000000 169.254500 0.000158013
9 447772900.000000 169.410500 0.000158072
10 447772980.000000 169.566500 0.000158043
11 447773060.000000 169.716000 0.000158132
12 447773140.000000 169.873500 0.000158013
13 447773220.000000 170.029000 0.000158102
14 447773300.000000 170.182500 0.000158013
15 447773380.000000 170.337000 0.000158072
16 447773460.000000 170.494000 0.000158132
17 447773540.000000 170.646000 0.000158043
18 447773620.000000 170.802000 0.000158162
19 447773700.000000 170.956500 0.000158102
20 447773780.000000 171.114500 0.000158221
21 447773860.000000 171.269000 0.000158102
22 447773940.000000 171.424500 0.000157923
23 447774020.000000 171.583000 0.000158102
24 447774100.000000 171.736000 0.000158013
25 447774180.000000 171.893000 0.000158072
26 447774260.000000 172.049500 0.000158102
27 447774340.000000 172.202000 0.000158132
28 447774420.000000 172.360000 0.000158043
29 447774500.000000 172.515500 0.000158102
30 447774580.000000 172.671000 0.000158102
31 447774660.000000 172.827000 0.000158013
32 447774740.000000 172.982500 0.000158102
33 447774820.000000 173.136500 0.000158102
34 447774900.000000 173.291500 0.000158072
35 447774980.000000 173.448000 0.000158102
36 447775060.000000 173.600000 0.000158013
37 447775140.000000 173.753500 0.000158102
38 447775220.000000 173.912500 0.000158072
39 447775300.000000 174.065000 0.000158043
40 447775380.000000 174.221000 0.000158102
41 447775460.000000 174.376000 0.000158043
42 447775540.000000 174.530500 0.000158162
43 447775620.000000 174.688500 0.000158102
44 447775700.000000 174.843500 0.000158102
45 447775780.000000 174.994000 0.000158102
46 447775860.000000 175.149000 0.000158013
47 447775940.000000 175.303500 0.000158132
48 447776020.000000 175.460500 0.000158162
49 447776100.000000 175.614500 0.000158013
50 447776180.000000 175.765000 0.000158102
51 447776260.000000 175.925000 0.000157983
52 447776340.000000 176.081500 0.000158013
53 447776420.000000 176.235000 0.000158102
54 447776500.000000 176.388000 0.000158072
55 447776580.000000 176.542000 0.000158102
56 447776660.000000 176.700500 0.000158072
57 447776740.000000 176.857500 0.000158072
58 447776820.000000 177.013000 0.000158072
59 447776900.000000 177.166500 0.000158102
60 447776980.000000 177.322000 0.000158132
61 447777060.000000 177.479000 0.000158013
62 447777140.000000 177.632000 0.000157953
63 447777220.000000 177.788000 0.000157953
