# SAMPLE - ONE ARM SCANS
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 450069820.000000 168.005500 0.000145108
1 450069900.000000 168.158000 0.000145049
2 450069980.000000 168.312000 0.000145049
3 450070060.000000 168.467000 0.000145019
4 450070140.000000 168.620500 0.000145049
5 450070220.000000 168.777000 0.000145079
6 450070300.000000 168.932500 0.000145019
7 450070380.000000 169.086000 0.000145079
8 450070460.000000 169.240000 0.000145168
9 450070540.000000 169.396000 0.000145049
10 450070620.000000 169.552000 0.000145108
11 450070700.000000 169.703000 0.000145079
12 450070780.000000 169.860000 0.000145198
13 450070860.000000 170.015500 0.000145079
14 450070940.000000 170.167000 0.000144989
15 450071020.000000 170.324000 0.000145049
16 450071100.000000 170.479500 0.000144989
17 450071180.000000 170.633500 0.000145079
18 450071260.000000 170.788000 0.000144989
19 450071340.000000 170.942500 0.000145079
20 450071420.000000 171.098000 0.000145108
21 450071500.000000 171.255500 0.000145049
22 450071580.000000 171.411000 0.000145138
23 450071660.000000 171.567000 0.000145079
24 450071740.000000 171.722500 0.000145079
25 450071821.000000 171.881500 0.000145079
26 450071900.000000 172.031500 0.000145049
27 450071980.000000 172.185500 0.000145138
28 450072060.000000 172.342000 0.000145049
29 450072140.000000 172.497500 0.000145108
30 450072220.000000 172.652500 0.000145079
31 450072300.000000 172.808000 0.000145049
32 450072380.000000 172.965500 0.000145079
33 450072460.000000 173.121000 0.000145049
34 450072540.000000 173.272000 0.000145079
35 450072620.000000 173.430000 0.000145019
36 450072700.000000 173.585500 0.000145019
37 450072780.000000 173.738500 0.000145019
38 450072860.000000 173.894500 0.000145049
39 450072940.000000 174.049000 0.000145079
40 450073020.000000 174.203500 0.000145019
41 450073100.000000 174.359500 0.000145049
42 450073180.000000 174.515000 0.000145049
43 450073260.000000 174.669500 0.000145019
44 450073340.000000 174.824000 0.000145138
45 450073420.000000 174.980500 0.000145079
46 450073500.000000 175.134500 0.000145049
47 450073580.000000 175.287500 0.000145019
48 450073660.000000 175.440000 0.000144989
49 450073740.000000 175.599500 0.000145138
50 450073820.000000 175.752500 0.000145079
51 450073900.000000 175.909000 0.000145049
52 450073980.000000 176.063000 0.000145049
53 450074060.000000 176.220000 0.000144989
54 450074140.000000 176.377000 0.000144989
55 450074220.000000 176.529000 0.000145019
56 450074300.000000 176.686500 0.000145049
57 450074380.000000 176.842500 0.000145019
58 450074460.000000 176.997000 0.00014493
59 450074540.000000 177.153500 0.000144989
60 450074620.000000 177.307000 0.0001449
61 450074700.000000 177.462500 0.000145019
62 450074780.000000 177.618500 0.000145019
63 450074860.000000 177.776500 0.000145019
