#NO SAMPLE - ONE ARM SCANS
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 448329120.000000 168.012500 0.000156582
1 448329200.000000 168.159000 0.000156582
2 448329280.000000 168.315000 0.000156582
3 448329360.000000 168.468500 0.000156582
4 448329440.000000 168.622000 0.000156582
5 448329520.000000 168.777500 0.000156493
6 448329600.000000 168.929500 0.000156582
7 448329680.000000 169.087000 0.000156523
8 448329760.000000 169.241000 0.000156523
9 448329840.000000 169.396000 0.000156523
10 448329920.000000 169.549500 0.000156553
11 448330000.000000 169.704000 0.000156523
12 448330080.000000 169.860500 0.000156523
13 448330160.000000 170.014500 0.000156553
14 448330240.000000 170.167500 0.000156582
15 448330320.000000 170.326000 0.000156553
16 448330400.000000 170.477500 0.000156553
17 448330480.000000 170.633000 0.000156582
18 448330560.000000 170.788500 0.000156582
19 448330640.000000 170.940000 0.000156582
20 448330720.000000 171.099500 0.000156612
21 448330800.000000 171.256000 0.000156672
22 448330880.000000 171.410000 0.000156582
23 448330960.000000 171.568000 0.000156702
24 448331040.000000 171.723500 0.000156612
25 448331120.000000 171.879000 0.000156672
26 448331200.000000 172.033000 0.000156612
27 448331280.000000 172.188500 0.000156463
28 448331360.000000 172.343000 0.000156553
29 448331440.000000 172.498500 0.000156493
30 448331520.000000 172.659000 0.000156582
31 448331600.000000 172.810000 0.000156523
32 448331680.000000 172.968000 0.000156523
33 448331760.000000 173.124000 0.000156523
34 448331840.000000 173.275500 0.000156433
35 448331920.000000 173.432500 0.000156582
36 448332000.000000 173.583500 0.000156582
37 448332080.000000 173.738500 0.000156523
38 448332160.000000 173.896000 0.000156553
39 448332240.000000 174.050000 0.000156582
40 448332320.000000 174.205500 0.000156672
41 448332400.000000 174.363000 0.000156582
42 448332480.000000 174.514000 0.000156612
43 448332560.000000 174.670000 0.000156612
44 448332640.000000 174.823000 0.000156582
45 448332720.000000 174.979000 0.000156553
46 448332800.000000 175.135000 0.000156523
47 448332880.000000 175.287000 0.000156612
48 448332960.000000 175.442000 0.000156553
49 448333040.000000 175.599500 0.000156582
50 448333120.000000 175.753000 0.000156582
51 448333200.000000 175.907500 0.000156582
52 448333280.000000 176.063000 0.000156523
53 448333360.000000 176.218000 0.000156553
54 448333440.000000 176.375500 0.000156553
55 448333520.000000 176.530000 0.000156523
56 448333600.000000 176.684500 0.000156523
57 448333680.000000 176.841000 0.000156582
58 448333760.000000 176.997500 0.000156553
59 448333840.000000 177.153500 0.000156582
60 448333920.000000 177.304000 0.000156463
61 448334000.000000 177.463000 0.000156433
62 448334080.000000 177.618500 0.000156553
63 448334160.000000 177.775500 0.000156463
