#NO SAMPLE - ONE ARM SCANS
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 447285180.000000 168.018500 0.000161053
1 447285260.000000 168.167000 0.000160993
2 447285340.000000 168.319500 0.000161053
3 447285420.000000 168.469500 0.000161142
4 447285500.000000 168.625000 0.000161023
5 447285580.000000 168.781500 0.000161023
6 447285660.000000 168.934500 0.000161053
7 447285740.000000 169.090500 0.000161023
8 447285820.000000 169.242500 0.000161053
9 447285900.000000 169.399500 0.000160963
10 447285980.000000 169.552500 0.000161082
11 447286060.000000 169.705000 0.000161023
12 447286140.000000 169.863500 0.000161023
13 447286220.000000 170.015000 0.000161082
14 447286300.000000 170.169500 0.000161023
15 447286380.000000 170.327500 0.000161082
16 447286460.000000 170.482000 0.000161053
17 447286540.000000 170.635000 0.000161172
18 447286620.000000 170.790500 0.000161142
19 447286700.000000 170.942000 0.000161082
20 447286780.000000 171.098500 0.000161023
21 447286860.000000 171.256500 0.000161023
22 447286940.000000 171.414000 0.000161023
23 447287020.000000 171.568000 0.000161053
24 447287100.000000 171.722000 0.000160963
25 447287180.000000 171.878000 0.000161082
26 447287260.000000 172.033000 0.000161053
27 447287340.000000 172.188500 0.000161023
28 447287420.000000 172.342500 0.000161053
29 447287500.000000 172.498000 0.000161053
30 447287580.000000 172.658500 0.000161023
31 447287660.000000 172.812500 0.000161053
32 447287740.000000 172.966500 0.000161023
33 447287820.000000 173.123000 0.000161053
34 447287900.000000 173.278000 0.000160993
35 447287980.000000 173.433500 0.000161053
36 447288060.000000 173.586000 0.000160963
37 447288140.000000 173.740000 0.000161112
38 447288220.000000 173.895000 0.000161023
39 447288300.000000 174.051000 0.000160963
40 447288380.000000 174.207000 0.000161023
41 447288460.000000 174.362000 0.000161023
42 447288540.000000 174.516000 0.000161112
43 447288620.000000 174.674500 0.000161082
44 447288700.000000 174.826000 0.000161082
45 447288780.000000 174.980500 0.000161112
46 447288860.000000 175.138500 0.000161023
47 447288940.000000 175.289000 0.000161023
48 447289020.000000 175.445000 0.000161082
49 447289100.000000 175.601500 0.000161082
50 447289180.000000 175.752500 0.000161053
51 447289260.000000 175.910500 0.000161023
52 447289340.000000 176.066500 0.000161023
53 447289420.000000 176.221000 0.000161023
54 447289500.000000 176.379500 0.000161023
55 447289580.000000 176.530000 0.000160963
56 447289660.000000 176.687500 0.000161023
57 447289740.000000 176.844000 0.000161023
58 447289820.000000 177.000500 0.000161023
59 447289900.000000 177.154500 0.000161053
60 447289980.000000 177.308000 0.000160993
61 447290060.000000 177.468000 0.000160904
62 447290140.000000 177.619000 0.000160963
63 447290220.000000 177.774000 0.000161023
