# #NO  SAMPLE
FTS 95 GHz source w/rect feedhorn and 95 GHz diode detector w/ 
circular feedhorn and circ - rect transition; 
95 GHz source does NOT have bandpass filter

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
61 4054708780.000000 177.443500 0.000215829
62 4054708860.000000 177.598500 0.000215889
63 4054708940.000000 177.757000 0.000215919
64 4054709020.000000 177.912000 0.000215859
65 4054709100.000000 178.063500 0.000215949
66 4054709180.000000 178.221500 0.000215889
67 4054709260.000000 178.376000 0.00021577
68 4054709340.000000 178.530000 0.00021577
69 4054709420.000000 178.684000 0.00021577
70 4054709500.000000 178.836000 0.000215829
71 4054709580.000000 178.995000 0.000215829
72 4054709660.000000 179.149500 0.000215889
73 4054709740.000000 179.304000 0.000215859
74 4054709820.000000 179.458000 0.00021577
75 4054709900.000000 179.613500 0.00021574
76 4054709980.000000 179.767000 0.00021571
77 4054710060.000000 179.923000 0.00021574
78 4054710140.000000 180.078000 0.00021577
79 4054710220.000000 180.233000 0.00021577
80 4054710300.000000 180.386500 0.00021577
81 4054710380.000000 180.544000 0.0002158
82 4054710460.000000 180.696500 0.000215829
83 4054710540.000000 180.851000 0.0002158
84 4054710620.000000 181.006500 0.00021577
85 4054710700.000000 181.161500 0.00021571
86 4054710780.000000 181.316000 0.00021568
87 4054710860.000000 181.473500 0.00021568
88 4054710940.000000 181.629500 0.00021571
89 4054711020.000000 181.785000 0.00021577
90 4054711100.000000 181.941500 0.00021574
91 4054711180.000000 182.098000 0.00021577
92 4054711260.000000 182.252000 0.00021577
93 4054711340.000000 182.406500 0.00021568
94 4054711420.000000 182.564000 0.00021568
95 4054711500.000000 182.717000 0.000215591
96 4054711580.000000 182.875000 0.000215591
97 4054711660.000000 183.032500 0.000215561
98 4054711740.000000 183.183500 0.000215561
99 4054711820.000000 183.342000 0.000215651
100 4054711900.000000 183.494000 0.00021577
101 4054711980.000000 183.648000 0.0002158
102 4054712060.000000 183.803500 0.00021568
103 4054712140.000000 183.955500 0.000215621
104 4054712220.000000 184.113000 0.000215561
105 4054712300.000000 184.270500 0.000215502
106 4054712380.000000 184.423500 0.000215531
107 4054712460.000000 184.578500 0.000215591
108 4054712540.000000 184.730500 0.000215651
109 4054712620.000000 184.887500 0.00021568
110 4054712700.000000 185.044000 0.00021568
111 4054712780.000000 185.196000 0.0002158
112 4054712860.000000 185.352000 0.00021571
113 4054712940.000000 185.508000 0.000215502
114 4054713020.000000 185.662500 0.000215442
115 4054713100.000000 185.816500 0.000215502
116 4054713180.000000 185.971000 0.000215502
117 4054713260.000000 186.125000 0.000215561
118 4054713340.000000 186.282000 0.000215591
119 4054713420.000000 186.437500 0.00021568
120 4054713500.000000 186.592500 0.00021574
121 4054713580.000000 186.748500 0.00021577
122 4054713660.000000 186.905000 0.000215651
123 4054713740.000000 187.062000 0.000215502
124 4054713820.000000 187.213500 0.000215502
125 4054713900.000000 187.371500 0.000215442
126 4054713980.000000 187.527000 0.000215472
127 4054714060.000000 187.681000 0.000215442
128 4054714140.000000 187.838000 0.000215621
129 4054714220.000000 187.991500 0.00021568
130 4054714300.000000 188.147500 0.00021571
131 4054714380.000000 188.303000 0.000215621
132 4054714460.000000 188.458000 0.000215561
133 4054714540.000000 188.612500 0.000215442
134 4054714620.000000 188.765500 0.000215293
135 4054714700.000000 188.918500 0.000215263
