# NO SAMPLE -ONE ARM SCANS
 SAMPLE
SAMPLE-- ONE ARM SCANS
FTS 95 GHz source w/rect feedhorn, rect feedhorn on detect.

SAMPLE: 603-604 etalon with a 3" spacing. mm/sec requested to 2.00. Y polarization

mode A', filter in front of detector feedhorn

phased up before 20160714_015

Note starting 20160713.020 -- peaked up detector on moving arm, then blocked 
moving arm and unblocked fixed arm, and confirmed mirror was optimally aligned
with detector feed

NOTE: 4" fixed-arm and 5" system apertures were swapped by Albert few days ago; 
KLT found that 5" stop was low, both were off-axis; 
SO -- put both on-axis, proper height (nom 10.9" above table, centered on the 
appropriate dashed lines on table, not centered on moving mirror)

also note that aluminum tape was put over backside of 4" stop 






1679 2455599540.000000 468.459500 8.77683e-005
1680 2455599620.000000 468.616000 8.77087e-005
1681 2455599700.000000 468.771500 8.77087e-005
1682 2455599780.000000 468.926000 8.76193e-005
1683 2455599860.000000 469.082500 8.76491e-005
1684 2455599940.000000 469.237500 8.76193e-005
1685 2455600020.000000 469.393000 8.77385e-005
1686 2455600100.000000 469.546500 8.77087e-005
1687 2455600180.000000 469.704500 8.77385e-005
1688 2455600260.000000 469.854000 8.77385e-005
1689 2455600340.000000 470.008500 8.77087e-005
1690 2455600420.000000 470.163000 8.77087e-005
1691 2455600500.000000 470.319000 8.76193e-005
1692 2455600580.000000 470.473000 8.75299e-005
1693 2455600660.000000 470.625000 8.75895e-005
1694 2455600740.000000 470.782000 8.75895e-005
1695 2455600820.000000 470.940000 8.75597e-005
1696 2455600900.000000 471.092500 8.75895e-005
1697 2455600980.000000 471.248500 8.75895e-005
1698 2455601060.000000 471.403500 8.76491e-005
1699 2455601140.000000 471.561500 8.75895e-005
1700 2455601220.000000 471.718500 8.75597e-005
1701 2455601300.000000 471.869000 8.75001e-005
1702 2455601380.000000 472.024500 8.74405e-005
1703 2455601460.000000 472.179500 8.74703e-005
1704 2455601540.000000 472.334500 8.75001e-005
1705 2455601620.000000 472.491500 8.75597e-005
1706 2455601700.000000 472.643500 8.75597e-005
1707 2455601780.000000 472.803500 8.75597e-005
1708 2455601860.000000 472.958000 8.75597e-005
1709 2455601940.000000 473.113500 8.75895e-005
1710 2455602020.000000 473.269500 8.75597e-005
1711 2455602100.000000 473.422500 8.75001e-005
1712 2455602180.000000 473.579000 8.74703e-005
1713 2455602260.000000 473.733500 8.74405e-005
1714 2455602340.000000 473.889500 8.74405e-005
1715 2455602420.000000 474.043500 8.75001e-005
1716 2455602500.000000 474.199000 8.75001e-005
1717 2455602580.000000 474.354000 8.75001e-005
1718 2455602660.000000 474.509000 8.75299e-005
1719 2455602740.000000 474.664500 8.75001e-005
1720 2455602820.000000 474.820000 8.75299e-005
1721 2455602900.000000 474.971000 8.74405e-005
1722 2455602980.000000 475.129000 8.74107e-005
1723 2455603060.000000 475.283000 8.74107e-005
1724 2455603140.000000 475.436500 8.74107e-005
1725 2455603220.000000 475.593000 8.74405e-005
1726 2455603300.000000 475.745000 8.74107e-005
1727 2455603380.000000 475.900500 8.74405e-005
1728 2455603460.000000 476.055000 8.74405e-005
1729 2455603540.000000 476.212500 8.74405e-005
1730 2455603620.000000 476.367500 8.74107e-005
1731 2455603700.000000 476.526000 8.73511e-005
1732 2455603780.000000 476.680500 8.73213e-005
1733 2455603860.000000 476.838000 8.73213e-005
1734 2455603940.000000 476.993000 8.74107e-005
1735 2455604020.000000 477.148500 8.73511e-005
1736 2455604100.000000 477.301500 8.73809e-005
1737 2455604180.000000 477.456500 8.73809e-005
1738 2455604260.000000 477.614000 8.73511e-005
1739 2455604340.000000 477.767500 8.73809e-005
1740 2455604420.000000 477.922500 8.73213e-005
1741 2455604500.000000 478.079000 8.73213e-005
1742 2455604580.000000 478.233500 8.72915e-005
1743 2455604660.000000 478.389000 8.72915e-005
1744 2455604740.000000 478.542500 8.73511e-005
1745 2455604820.000000 478.697500 8.73213e-005
1746 2455604900.000000 478.853500 8.73213e-005
1747 2455604980.000000 479.008500 8.73213e-005
1748 2455605060.000000 479.164000 8.72617e-005
1749 2455605140.000000 479.319500 8.73213e-005
1750 2455605220.000000 479.472000 8.73213e-005
1751 2455605300.000000 479.630500 8.72915e-005
1752 2455605380.000000 479.782500 8.72915e-005
1753 2455605460.000000 479.939000 8.72319e-005
1754 2455605540.000000 480.091500 8.72617e-005
1755 2455605620.000000 480.246000 8.72021e-005
1756 2455605700.000000 480.400000 8.72319e-005
1757 2455605780.000000 480.555000 8.72319e-005
1758 2455605860.000000 480.711000 8.71425e-005
1759 2455605940.000000 480.864500 8.72021e-005
1760 2455606020.000000 481.019000 8.72021e-005
1761 2455606100.000000 481.176000 8.72319e-005
1762 2455606180.000000 481.332500 8.72021e-005
1763 2455606260.000000 481.486500 8.71723e-005
1764 2455606340.000000 481.645000 8.71723e-005
1765 2455606420.000000 481.796500 8.70829e-005
1766 2455606500.000000 481.955000 8.72021e-005
1767 2455606580.000000 482.108500 8.71723e-005
1768 2455606660.000000 482.263500 8.71425e-005
1769 2455606740.000000 482.421000 8.71723e-005
1770 2455606820.000000 482.573500 8.71425e-005
1771 2455606900.000000 482.731000 8.72021e-005
1772 2455606980.000000 482.885500 8.71425e-005
1773 2455607060.000000 483.043000 8.71723e-005
1774 2455607140.000000 483.197500 8.71723e-005
1775 2455607220.000000 483.352500 8.71425e-005
1776 2455607300.000000 483.506500 8.71425e-005
1777 2455607380.000000 483.664500 8.71723e-005
1778 2455607460.000000 483.816000 8.71425e-005
1779 2455607540.000000 483.973000 8.71723e-005
1780 2455607620.000000 484.127000 8.71425e-005
1781 2455607700.000000 484.284000 8.71425e-005
1782 2455607780.000000 484.440500 8.71425e-005
1783 2455607860.000000 484.590500 8.71425e-005
1784 2455607940.000000 484.746500 8.71425e-005
1785 2455608020.000000 484.902000 8.70829e-005
1786 2455608100.000000 485.059000 8.71127e-005
1787 2455608180.000000 485.211000 8.70829e-005
1788 2455608260.000000 485.363000 8.70829e-005
1789 2455608340.000000 485.522000 8.70829e-005
1790 2455608420.000000 485.677000 8.70829e-005
1791 2455608500.000000 485.828500 8.7053e-005
1792 2455608580.000000 485.982000 8.7053e-005
1793 2455608660.000000 486.139000 8.70829e-005
1794 2455608740.000000 486.296000 8.7053e-005
1795 2455608820.000000 486.450000 8.70232e-005
1796 2455608900.000000 486.604500 8.70232e-005
1797 2455608980.000000 486.762500 8.69934e-005
1798 2455609060.000000 486.921000 8.7053e-005
1799 2455609140.000000 487.075000 8.70232e-005
1800 2455609220.000000 487.230500 8.70829e-005
1801 2455609300.000000 487.384000 8.70232e-005
1802 2455609380.000000 487.542500 8.70232e-005
1803 2455609460.000000 487.696000 8.70232e-005
1804 2455609540.000000 487.851500 8.70232e-005
1805 2455609620.000000 488.006000 8.70232e-005
1806 2455609700.000000 488.160500 8.69338e-005
1807 2455609780.000000 488.316000 8.69338e-005
1808 2455609860.000000 488.473500 8.69636e-005
1809 2455609940.000000 488.625500 8.69636e-005
1810 2455610020.000000 488.784500 8.69338e-005
1811 2455610100.000000 488.937000 8.70232e-005
1812 2455610180.000000 489.095000 8.69934e-005
1813 2455610260.000000 489.247500 8.70232e-005
1814 2455610340.000000 489.403000 8.7053e-005
1815 2455610420.000000 489.558000 8.69934e-005
1816 2455610500.000000 489.712500 8.69338e-005
1817 2455610580.000000 489.867500 8.69934e-005
1818 2455610660.000000 490.022000 8.69338e-005
1819 2455610740.000000 490.175000 8.69636e-005
1820 2455610820.000000 490.331000 8.69338e-005
1821 2455610900.000000 490.488500 8.69338e-005
1822 2455610980.000000 490.641000 8.69934e-005
1823 2455611060.000000 490.797500 8.69636e-005
1824 2455611140.000000 490.948500 8.69338e-005
1825 2455611220.000000 491.107000 8.70232e-005
1826 2455611300.000000 491.259000 8.69338e-005
1827 2455611380.000000 491.415000 8.69338e-005
1828 2455611460.000000 491.571500 8.6904e-005
1829 2455611540.000000 491.727500 8.68742e-005
1830 2455611620.000000 491.882000 8.68742e-005
1831 2455611700.000000 492.041500 8.68742e-005
1832 2455611780.000000 492.192500 8.6904e-005
1833 2455611860.000000 492.350500 8.69338e-005
1834 2455611940.000000 492.502500 8.69338e-005
1835 2455612020.000000 492.660500 8.69636e-005
1836 2455612100.000000 492.813500 8.68742e-005
1837 2455612180.000000 492.969000 8.6904e-005
1838 2455612260.000000 493.125000 8.6904e-005
1839 2455612340.000000 493.278500 8.68742e-005
1840 2455612420.000000 493.436500 8.68742e-005
1841 2455612500.000000 493.593000 8.68742e-005
1842 2455612580.000000 493.743000 8.68742e-005
1843 2455612660.000000 493.898500 8.6904e-005
1844 2455612740.000000 494.056000 8.68444e-005
1845 2455612820.000000 494.209000 8.68146e-005
1846 2455612900.000000 494.366000 8.67848e-005
1847 2455612980.000000 494.521500 8.68444e-005
1848 2455613060.000000 494.677000 8.67848e-005
1849 2455613140.000000 494.832000 8.68742e-005
1850 2455613220.000000 494.984000 8.68444e-005
1851 2455613300.000000 495.142000 8.67848e-005
1852 2455613380.000000 495.293500 8.67848e-005
1853 2455613460.000000 495.451500 8.68444e-005
1854 2455613540.000000 495.603500 8.68444e-005
1855 2455613620.000000 495.759000 8.67848e-005
1856 2455613700.000000 495.913500 8.68444e-005
1857 2455613780.000000 496.068000 8.67848e-005
1858 2455613860.000000 496.223500 8.6755e-005
1859 2455613940.000000 496.378000 8.67252e-005
1860 2455614020.000000 496.534000 8.6755e-005
1861 2455614100.000000 496.689500 8.6755e-005
1862 2455614180.000000 496.847000 8.67252e-005
1863 2455614260.000000 497.002500 8.66656e-005
1864 2455614340.000000 497.160000 8.6755e-005
1865 2455614420.000000 497.313000 8.6755e-005
1866 2455614500.000000 497.469500 8.6755e-005
1867 2455614580.000000 497.625500 8.67252e-005
1868 2455614660.000000 497.778500 8.66656e-005
1869 2455614740.000000 497.936000 8.66656e-005
1870 2455614820.000000 498.088500 8.67252e-005
1871 2455614900.000000 498.247500 8.67252e-005
1872 2455614980.000000 498.401500 8.66656e-005
1873 2455615060.000000 498.555500 8.66358e-005
1874 2455615140.000000 498.712000 8.6606e-005
1875 2455615220.000000 498.868000 8.66358e-005
1876 2455615300.000000 499.020500 8.66358e-005
1877 2455615380.000000 499.176500 8.66358e-005
1878 2455615460.000000 499.330000 8.66358e-005
1879 2455615540.000000 499.489000 8.66656e-005
1880 2455615620.000000 499.641000 8.6606e-005
1881 2455615700.000000 499.795000 8.66358e-005
1882 2455615780.000000 499.950000 8.66358e-005
1883 2455615860.000000 500.103500 8.6606e-005
1884 2455615940.000000 500.261500 8.6606e-005
1885 2455616020.000000 500.413500 8.6606e-005
1886 2455616100.000000 500.566000 8.6606e-005
1887 2455616180.000000 500.724000 8.6606e-005
1888 2455616260.000000 500.875500 8.6606e-005
1889 2455616340.000000 501.033000 8.65762e-005
1890 2455616420.000000 501.187000 8.6606e-005
1891 2455616500.000000 501.340000 8.6606e-005
1892 2455616580.000000 501.498500 8.65166e-005
1893 2455616660.000000 501.652500 8.66358e-005
1894 2455616740.000000 501.808500 8.65762e-005
1895 2455616820.000000 501.964500 8.65762e-005
1896 2455616900.000000 502.120500 8.66358e-005
1897 2455616980.000000 502.276500 8.65762e-005
1898 2455617060.000000 502.432000 8.6606e-005
1899 2455617140.000000 502.586500 8.65166e-005
1900 2455617220.000000 502.743000 8.65464e-005
1901 2455617300.000000 502.896500 8.64868e-005
1902 2455617380.000000 503.054000 8.6457e-005
1903 2455617460.000000 503.206000 8.6457e-005
1904 2455617540.000000 503.363000 8.6457e-005
1905 2455617620.000000 503.519500 8.64868e-005
1906 2455617700.000000 503.672000 8.64272e-005
1907 2455617780.000000 503.828500 8.6457e-005
1908 2455617860.000000 503.982000 8.64272e-005
1909 2455617940.000000 504.138000 8.64272e-005
1910 2455618020.000000 504.294000 8.64868e-005
1911 2455618100.000000 504.449500 8.63974e-005
1912 2455618180.000000 504.603500 8.63676e-005
1913 2455618260.000000 504.760000 8.6308e-005
1914 2455618340.000000 504.913000 8.63676e-005
1915 2455618420.000000 505.070500 8.63378e-005
1916 2455618500.000000 505.223000 8.63378e-005
1917 2455618580.000000 505.379000 8.6308e-005
1918 2455618660.000000 505.532500 8.63378e-005
1919 2455618740.000000 505.688000 8.6308e-005
1920 2455618820.000000 505.841500 8.63378e-005
1921 2455618900.000000 505.994000 8.6308e-005
1922 2455618980.000000 506.150500 8.63378e-005
1923 2455619060.000000 506.308500 8.62782e-005
1924 2455619140.000000 506.459000 8.62782e-005
1925 2455619220.000000 506.617500 8.62782e-005
1926 2455619300.000000 506.771000 8.62186e-005
1927 2455619380.000000 506.928000 8.62186e-005
1928 2455619460.000000 507.082000 8.62186e-005
1929 2455619540.000000 507.237500 8.6159e-005
1930 2455619620.000000 507.395500 8.62484e-005
1931 2455619700.000000 507.551000 8.6159e-005
1932 2455619780.000000 507.703500 8.61888e-005
1933 2455619860.000000 507.861000 8.6159e-005
1934 2455619940.000000 508.014500 8.6159e-005
1935 2455620020.000000 508.172500 8.60994e-005
1936 2455620100.000000 508.327500 8.60994e-005
1937 2455620180.000000 508.480000 8.6159e-005
1938 2455620260.000000 508.637000 8.61292e-005
1939 2455620340.000000 508.793500 8.6159e-005
1940 2455620420.000000 508.946000 8.61292e-005
1941 2455620500.000000 509.103000 8.60398e-005
1942 2455620580.000000 509.255000 8.61292e-005
1943 2455620660.000000 509.413500 8.60696e-005
1944 2455620740.000000 509.567000 8.60398e-005
1945 2455620820.000000 509.722500 8.60696e-005
1946 2455620900.000000 509.877000 8.601e-005
1947 2455620980.000000 510.032000 8.60696e-005
1948 2455621060.000000 510.185000 8.60398e-005
1949 2455621140.000000 510.341000 8.60398e-005
1950 2455621220.000000 510.490500 8.60398e-005
1951 2455621300.000000 510.650000 8.60398e-005
1952 2455621380.000000 510.804500 8.60398e-005
1953 2455621460.000000 510.962500 8.60398e-005
1954 2455621540.000000 511.116000 8.6159e-005
1955 2455621620.000000 511.268500 8.60398e-005
1956 2455621700.000000 511.424000 8.59504e-005
1957 2455621780.000000 511.580500 8.59504e-005
1958 2455621860.000000 511.734000 8.58908e-005
1959 2455621940.000000 511.890500 8.59206e-005
1960 2455622020.000000 512.043500 8.59206e-005
1961 2455622100.000000 512.202000 8.5861e-005
1962 2455622180.000000 512.356500 8.58908e-005
1963 2455622260.000000 512.513500 8.58312e-005
1964 2455622340.000000 512.668500 8.58908e-005
1965 2455622420.000000 512.824000 8.59206e-005
1966 2455622500.000000 512.982500 8.59206e-005
1967 2455622580.000000 513.134000 8.58908e-005
1968 2455622660.000000 513.286500 8.57715e-005
1969 2455622740.000000 513.446000 8.58312e-005
1970 2455622820.000000 513.601500 8.57417e-005
1971 2455622900.000000 513.754000 8.57715e-005
1972 2455622980.000000 513.906500 8.57417e-005
1973 2455623060.000000 514.062000 8.57715e-005
1974 2455623140.000000 514.220000 8.58014e-005
1975 2455623220.000000 514.373500 8.57715e-005
1976 2455623300.000000 514.529000 8.57417e-005
1977 2455623380.000000 514.683000 8.57417e-005
1978 2455623460.000000 514.839000 8.57417e-005
1979 2455623540.000000 514.994500 8.57715e-005
1980 2455623620.000000 515.147000 8.56821e-005
1981 2455623700.000000 515.303500 8.57417e-005
1982 2455623780.000000 515.457500 8.56821e-005
1983 2455623860.000000 515.611500 8.57417e-005
1984 2455623940.000000 515.768000 8.57715e-005
1985 2455624020.000000 515.921500 8.56821e-005
1986 2455624100.000000 516.079000 8.56523e-005
1987 2455624180.000000 516.233000 8.56523e-005
1988 2455624260.000000 516.387000 8.56523e-005
1989 2455624340.000000 516.540500 8.55927e-005
1990 2455624420.000000 516.699000 8.55331e-005
1991 2455624500.000000 516.853500 8.55927e-005
1992 2455624580.000000 517.008500 8.55331e-005
1993 2455624660.000000 517.163500 8.55629e-005
1994 2455624740.000000 517.318500 8.55033e-005
1995 2455624820.000000 517.475500 8.55331e-005
1996 2455624900.000000 517.628500 8.55331e-005
1997 2455624980.000000 517.787500 8.55331e-005
1998 2455625060.000000 517.940500 8.55927e-005
1999 2455625140.000000 518.098000 8.55033e-005
2000 2455625220.000000 518.252500 8.54735e-005
2001 2455625300.000000 518.408000 8.55033e-005
2002 2455625380.000000 518.563000 8.54437e-005
2003 2455625460.000000 518.721000 8.55033e-005
2004 2455625540.000000 518.872000 8.54437e-005
2005 2455625620.000000 519.031500 8.55033e-005
2006 2455625700.000000 519.185000 8.54735e-005
2007 2455625780.000000 519.339500 8.53841e-005
2008 2455625860.000000 519.496000 8.54139e-005
2009 2455625940.000000 519.648000 8.53841e-005
2010 2455626020.000000 519.806000 8.54437e-005
2011 2455626100.000000 519.960500 8.53841e-005
2012 2455626180.000000 520.116500 8.53841e-005
2013 2455626260.000000 520.269500 8.54437e-005
2014 2455626340.000000 520.421000 8.53841e-005
2015 2455626420.000000 520.579000 8.53841e-005
2016 2455626500.000000 520.735500 8.53841e-005
2017 2455626580.000000 520.887000 8.53543e-005
2018 2455626660.000000 521.041500 8.53543e-005
2019 2455626740.000000 521.195000 8.53245e-005
2020 2455626820.000000 521.354000 8.53245e-005
2021 2455626900.000000 521.506000 8.52351e-005
2022 2455626980.000000 521.659500 8.52947e-005
2023 2455627060.000000 521.815000 8.52351e-005
2024 2455627140.000000 521.972000 8.52351e-005
2025 2455627220.000000 522.129500 8.52947e-005
2026 2455627300.000000 522.283000 8.52351e-005
2027 2455627380.000000 522.436000 8.52351e-005
2028 2455627460.000000 522.594500 8.52053e-005
2029 2455627540.000000 522.747000 8.52053e-005
2030 2455627620.000000 522.905500 8.52053e-005
2031 2455627700.000000 523.058000 8.51755e-005
2032 2455627780.000000 523.213500 8.52053e-005
2033 2455627860.000000 523.369500 8.51755e-005
2034 2455627940.000000 523.525000 8.51755e-005
2035 2455628020.000000 523.681500 8.52351e-005
2036 2455628100.000000 523.837000 8.51457e-005
2037 2455628180.000000 523.991000 8.51755e-005
2038 2455628260.000000 524.146000 8.52053e-005
2039 2455628340.000000 524.301500 8.51159e-005
2040 2455628420.000000 524.454500 8.51457e-005
2041 2455628500.000000 524.612000 8.50861e-005
2042 2455628580.000000 524.765500 8.50861e-005
2043 2455628660.000000 524.920500 8.50861e-005
2044 2455628740.000000 525.077000 8.50563e-005
2045 2455628820.000000 525.231500 8.50265e-005
2046 2455628900.000000 525.385000 8.50265e-005
2047 2455628980.000000 525.539000 8.50563e-005
2048 2455629060.000000 525.695500 8.50265e-005
2049 2455629140.000000 525.848500 8.50265e-005
2050 2455629220.000000 526.003000 8.50265e-005
2051 2455629300.000000 526.159500 8.49669e-005
2052 2455629380.000000 526.311500 8.49967e-005
2053 2455629460.000000 526.469000 8.49371e-005
2054 2455629540.000000 526.620500 8.49371e-005
2055 2455629620.000000 526.776000 8.49371e-005
2056 2455629700.000000 526.933000 8.49073e-005
2057 2455629780.000000 527.089500 8.49371e-005
2058 2455629860.000000 527.244000 8.48775e-005
2059 2455629940.000000 527.401000 8.49371e-005
2060 2455630020.000000 527.556000 8.49669e-005
2061 2455630100.000000 527.710000 8.49073e-005
2062 2455630180.000000 527.865500 8.49073e-005
2063 2455630260.000000 528.021500 8.48775e-005
2064 2455630340.000000 528.179500 8.49073e-005
2065 2455630420.000000 528.330500 8.48179e-005
2066 2455630500.000000 528.485000 8.47881e-005
2067 2455630580.000000 528.642000 8.48179e-005
2068 2455630660.000000 528.797500 8.47881e-005
2069 2455630740.000000 528.954500 8.48775e-005
2070 2455630820.000000 529.106500 8.48775e-005
2071 2455630900.000000 529.262000 8.48179e-005
2072 2455630980.000000 529.419500 8.48477e-005
2073 2455631060.000000 529.573000 8.47881e-005
2074 2455631140.000000 529.728000 8.48179e-005
2075 2455631220.000000 529.884000 8.48179e-005
2076 2455631300.000000 530.039500 8.47881e-005
2077 2455631380.000000 530.195500 8.47285e-005
2078 2455631460.000000 530.346500 8.46987e-005
2079 2455631540.000000 530.505000 8.47583e-005
2080 2455631620.000000 530.657000 8.47285e-005
2081 2455631700.000000 530.810000 8.47583e-005
2082 2455631780.000000 530.968000 8.47583e-005
2083 2455631860.000000 531.121500 8.46689e-005
2084 2455631940.000000 531.275000 8.46987e-005
2085 2455632020.000000 531.430500 8.46689e-005
2086 2455632100.000000 531.585000 8.46391e-005
2087 2455632180.000000 531.738000 8.46093e-005
2088 2455632260.000000 531.894000 8.46093e-005
2089 2455632340.000000 532.051000 8.46689e-005
2090 2455632420.000000 532.205000 8.46093e-005
2091 2455632500.000000 532.360000 8.46391e-005
2092 2455632581.000000 532.519000 8.46093e-005
2093 2455632660.000000 532.674500 8.46093e-005
2094 2455632740.000000 532.827500 8.45795e-005
2095 2455632820.000000 532.993000 8.45795e-005
2096 2455632900.000000 533.133500 8.45497e-005
2097 2455632980.000000 533.292000 8.45497e-005
2098 2455633060.000000 533.448500 8.45497e-005
2099 2455633140.000000 533.604500 8.45497e-005
2100 2455633220.000000 533.761500 8.45199e-005
2101 2455633300.000000 533.912000 8.449e-005
2102 2455633380.000000 534.071500 8.449e-005
2103 2455633460.000000 534.228000 8.45199e-005
2104 2455633540.000000 534.378500 8.449e-005
2105 2455633620.000000 534.535000 8.44602e-005
2106 2455633700.000000 534.690500 8.44006e-005
2107 2455633780.000000 534.846500 8.44602e-005
2108 2455633860.000000 534.999000 8.44304e-005
2109 2455633940.000000 535.154000 8.44006e-005
2110 2455634020.000000 535.311500 8.44006e-005
2111 2455634100.000000 535.466000 8.44006e-005
2112 2455634180.000000 535.617500 8.44006e-005
2113 2455634260.000000 535.770500 8.449e-005
2114 2455634340.000000 535.925500 8.43708e-005
2115 2455634420.000000 536.083500 8.44006e-005
2116 2455634500.000000 536.237000 8.44304e-005
2117 2455634580.000000 536.390500 8.4341e-005
2118 2455634660.000000 536.546500 8.4341e-005
2119 2455634740.000000 536.701500 8.4341e-005
2120 2455634820.000000 536.855500 8.4341e-005
2121 2455634900.000000 537.010500 8.43708e-005
2122 2455634980.000000 537.166500 8.43112e-005
2123 2455635060.000000 537.320500 8.4341e-005
2124 2455635140.000000 537.477000 8.42814e-005
2125 2455635220.000000 537.636000 8.4341e-005
2126 2455635300.000000 537.787000 8.4341e-005
2127 2455635380.000000 537.943000 8.42516e-005
2128 2455635460.000000 538.101000 8.42218e-005
2129 2455635540.000000 538.256000 8.42516e-005
2130 2455635620.000000 538.409000 8.42516e-005
2131 2455635700.000000 538.567500 8.43112e-005
2132 2455635780.000000 538.722500 8.43112e-005
2133 2455635860.000000 538.877000 8.42516e-005
2134 2455635940.000000 539.033000 8.42814e-005
2135 2455636020.000000 539.188500 8.43112e-005
2136 2455636100.000000 539.345000 8.41622e-005
2137 2455636180.000000 539.497000 8.4192e-005
2138 2455636260.000000 539.653500 8.41324e-005
2139 2455636340.000000 539.810000 8.41324e-005
2140 2455636420.000000 539.962500 8.41324e-005
2141 2455636500.000000 540.120000 8.41324e-005
2142 2455636580.000000 540.275500 8.41324e-005
2143 2455636660.000000 540.428500 8.41324e-005
2144 2455636740.000000 540.584500 8.41026e-005
2145 2455636820.000000 540.738000 8.41026e-005
2146 2455636900.000000 540.891500 8.40728e-005
2147 2455636980.000000 541.046000 8.4043e-005
2148 2455637060.000000 541.202000 8.4043e-005
2149 2455637140.000000 541.354500 8.4043e-005
2150 2455637220.000000 541.508500 8.40728e-005
2151 2455637300.000000 541.666500 8.39834e-005
2152 2455637380.000000 541.817500 8.40728e-005
2153 2455637460.000000 541.973000 8.4043e-005
2154 2455637540.000000 542.131000 8.40728e-005
2155 2455637620.000000 542.283500 8.4043e-005
2156 2455637700.000000 542.441500 8.4043e-005
2157 2455637780.000000 542.598500 8.39834e-005
2158 2455637860.000000 542.754500 8.39834e-005
2159 2455637940.000000 542.907000 8.39536e-005
2160 2455638020.000000 543.062000 8.39536e-005
2161 2455638100.000000 543.220000 8.3894e-005
2162 2455638180.000000 543.375000 8.39238e-005
2163 2455638260.000000 543.526500 8.39238e-005
2164 2455638340.000000 543.681000 8.39238e-005
2165 2455638420.000000 543.837500 8.3894e-005
2166 2455638500.000000 543.995000 8.3894e-005
2167 2455638580.000000 544.151000 8.39834e-005
2168 2455638660.000000 544.302000 8.39238e-005
2169 2455638740.000000 544.459500 8.3894e-005
2170 2455638820.000000 544.616000 8.38046e-005
2171 2455638900.000000 544.770500 8.38344e-005
2172 2455638980.000000 544.924000 8.3894e-005
2173 2455639060.000000 545.079500 8.38344e-005
2174 2455639140.000000 545.236500 8.39238e-005
2175 2455639220.000000 545.388500 8.3894e-005
2176 2455639300.000000 545.544000 8.39238e-005
2177 2455639380.000000 545.700000 8.3894e-005
2178 2455639460.000000 545.851500 8.37748e-005
2179 2455639540.000000 546.009500 8.38344e-005
2180 2455639620.000000 546.165500 8.38344e-005
2181 2455639700.000000 546.319000 8.37748e-005
2182 2455639780.000000 546.472500 8.37748e-005
2183 2455639860.000000 546.627000 8.37748e-005
2184 2455639940.000000 546.784000 8.37748e-005
2185 2455640020.000000 546.935500 8.38046e-005
2186 2455640100.000000 547.090500 8.38046e-005
2187 2455640180.000000 547.247500 8.36854e-005
2188 2455640260.000000 547.400000 8.3745e-005
2189 2455640340.000000 547.559000 8.3745e-005
2190 2455640420.000000 547.716500 8.36854e-005
2191 2455640500.000000 547.868500 8.37152e-005
2192 2455640580.000000 548.028500 8.3745e-005
2193 2455640660.000000 548.182500 8.37748e-005
2194 2455640740.000000 548.337500 8.3745e-005
2195 2455640820.000000 548.493000 8.36854e-005
2196 2455640900.000000 548.642000 8.37152e-005
2197 2455640980.000000 548.799500 8.36854e-005
2198 2455641060.000000 548.957500 8.36556e-005
2199 2455641140.000000 549.115000 8.36258e-005
2200 2455641220.000000 549.268000 8.35662e-005
2201 2455641300.000000 549.425000 8.36258e-005
2202 2455641380.000000 549.578000 8.35662e-005
2203 2455641460.000000 549.733000 8.36258e-005
2204 2455641540.000000 549.888500 8.35662e-005
2205 2455641620.000000 550.046500 8.36258e-005
2206 2455641700.000000 550.199500 8.36556e-005
2207 2455641780.000000 550.355000 8.36258e-005
2208 2455641860.000000 550.508000 8.36258e-005
2209 2455641940.000000 550.662500 8.35662e-005
2210 2455642020.000000 550.820000 8.35662e-005
2211 2455642100.000000 550.971000 8.3596e-005
2212 2455642180.000000 551.126500 8.34768e-005
2213 2455642260.000000 551.283500 8.35364e-005
2214 2455642340.000000 551.436000 8.35364e-005
2215 2455642420.000000 551.590500 8.34768e-005
2216 2455642500.000000 551.746000 8.35662e-005
2217 2455642580.000000 551.901000 8.35066e-005
2218 2455642660.000000 552.056500 8.35662e-005
2219 2455642740.000000 552.209000 8.34768e-005
2220 2455642820.000000 552.365500 8.34172e-005
2221 2455642900.000000 552.520000 8.34172e-005
2222 2455642980.000000 552.676000 8.33874e-005
2223 2455643060.000000 552.834500 8.34172e-005
2224 2455643140.000000 552.987000 8.34172e-005
2225 2455643220.000000 553.144500 8.33576e-005
2226 2455643300.000000 553.301000 8.33576e-005
2227 2455643380.000000 553.450500 8.33874e-005
2228 2455643460.000000 553.610500 8.34172e-005
2229 2455643540.000000 553.765500 8.33576e-005
2230 2455643620.000000 553.921500 8.34172e-005
2231 2455643700.000000 554.077000 8.34172e-005
2232 2455643780.000000 554.232000 8.33874e-005
2233 2455643860.000000 554.390000 8.33874e-005
2234 2455643940.000000 554.543000 8.33874e-005
2235 2455644020.000000 554.696500 8.33874e-005
2236 2455644100.000000 554.854000 8.34172e-005
2237 2455644181.000000 555.005500 8.33576e-005
2238 2455644260.000000 555.164500 8.33874e-005
2239 2455644340.000000 555.316500 8.33874e-005
2240 2455644420.000000 555.472000 8.33874e-005
2241 2455644500.000000 555.627500 8.33576e-005
2242 2455644580.000000 555.780000 8.33576e-005
2243 2455644660.000000 555.937500 8.3298e-005
2244 2455644740.000000 556.093500 8.33278e-005
2245 2455644820.000000 556.243000 8.33278e-005
2246 2455644900.000000 556.401000 8.32682e-005
