# Frequency Ratio Error
9.000000000000000000e+01 1.034304266657771532e+00 6.605662145060304906e-03
9.005000000000001137e+01 1.034323028613311601e+00 6.377409580193671435e-03
9.010000000000000853e+01 1.034545698412630221e+00 6.123763283837718036e-03
9.015000000000000568e+01 1.034978270348412943e+00 5.856638395645265630e-03
9.020000000000000284e+01 1.035621256431472403e+00 5.591203879033013364e-03
9.025000000000000000e+01 1.036468844896727415e+00 5.344498197721375340e-03
9.030000000000001137e+01 1.037507756283685412e+00 5.133182741730251894e-03
9.035000000000000853e+01 1.038715903801833207e+00 4.970757997805312460e-03
9.040000000000000568e+01 1.040061026609106376e+00 4.865156211000191966e-03
9.045000000000000284e+01 1.041499536423054595e+00 4.817947674279483318e-03
9.050000000000000000e+01 1.042975886281106046e+00 4.825842537822910665e-03
9.055000000000001137e+01 1.044422813158939034e+00 4.883785770513279778e-03
9.060000000000000853e+01 1.045762795430054792e+00 4.987748944532778561e-03
9.065000000000000568e+01 1.046910975450972447e+00 5.135342222828916114e-03
9.070000000000000284e+01 1.047779614511184176e+00 5.323676566821711371e-03
9.075000000000000000e+01 1.048283886328770231e+00 5.545727836640235685e-03
9.080000000000001137e+01 1.048348523360352669e+00 5.787644765660708221e-03
9.085000000000000853e+01 1.047914579978463046e+00 6.029089771373995557e-03
9.090000000000000568e+01 1.046945443677571141e+00 6.247004725161742732e-03
9.095000000000000284e+01 1.045431259309443917e+00 6.421431568101074877e-03
9.100000000000000000e+01 1.043391133379325542e+00 6.541228980400996124e-03
9.105000000000001137e+01 1.040872807373703690e+00 6.607696535589171680e-03
9.110000000000000853e+01 1.037949852330896316e+00 6.634732854341796916e-03
9.115000000000000568e+01 1.034716762057637407e+00 6.644984789625608436e-03
9.120000000000000284e+01 1.031282553687578041e+00 6.662662660148382758e-03
9.125000000000000000e+01 1.027763598640258680e+00 6.705337744016391481e-03
9.130000000000001137e+01 1.024276409505511243e+00 6.778251410016181491e-03
9.135000000000000853e+01 1.020931020902383191e+00 6.873957168228360913e-03
9.140000000000000568e+01 1.017825453819016568e+00 6.977291339766662770e-03
9.145000000000000284e+01 1.015041573293212540e+00 7.072859116473840906e-03
9.150000000000000000e+01 1.012642466769719807e+00 7.151548778668454995e-03
9.155000000000001137e+01 1.010671309402065621e+00 7.213800199396383332e-03
9.160000000000000853e+01 1.009151560808855264e+00 7.268929818191969400e-03
9.165000000000000568e+01 1.008088264319783045e+00 7.330980167819024264e-03
9.170000000000000284e+01 1.007470193660911839e+00 7.412483203737295356e-03
9.175000000000000000e+01 1.007272603699220115e+00 7.518338121320182477e-03
9.180000000000001137e+01 1.007460375878555636e+00 7.642227642298536107e-03
9.185000000000000853e+01 1.007991388006354461e+00 7.767048748083101896e-03
9.190000000000000568e+01 1.008819966697645398e+00 7.869051966745222240e-03
9.195000000000000284e+01 1.009900288816101277e+00 7.923977027632275391e-03
9.200000000000000000e+01 1.011189582944662657e+00 7.913220399969464122e-03
9.205000000000001137e+01 1.012650949253063759e+00 7.828640645178923732e-03
9.210000000000000853e+01 1.014255580357747766e+00 7.675245417515940902e-03
9.215000000000000568e+01 1.015984146677367583e+00 7.471319912789451366e-03
9.220000000000000284e+01 1.017827127393498898e+00 7.245640025942796762e-03
9.225000000000000000e+01 1.019783935650793394e+00 7.031644942218376326e-03
9.230000000000001137e+01 1.021860804040021664e+00 6.859308719857338393e-03
9.235000000000000853e+01 1.024067547706421388e+00 6.747058256012056394e-03
9.240000000000000568e+01 1.026413479035573006e+00 6.697347326402374942e-03
9.245000000000000284e+01 1.028902877744938271e+00 6.698469241362384370e-03
9.250000000000000000e+01 1.031530499074387208e+00 6.731720607899568422e-03
9.255000000000001137e+01 1.034277622109526895e+00 6.780013818266295532e-03
9.260000000000000853e+01 1.037109108007454816e+00 6.833946233770721128e-03
9.265000000000000568e+01 1.039971871356939248e+00 6.893352550990066233e-03
9.270000000000000284e+01 1.042795082699724762e+00 6.964472575663647157e-03
9.275000000000000000e+01 1.045492320548473852e+00 7.054316962146590410e-03
9.280000000000001137e+01 1.047965766425638101e+00 7.164727082106580290e-03
9.285000000000000853e+01 1.050112366354062798e+00 7.288776234919563252e-03
9.290000000000000568e+01 1.051831650393722173e+00 7.411108575446466971e-03
9.295000000000000284e+01 1.053034612748500631e+00 7.511914952968678540e-03
9.300000000000000000e+01 1.053652748490404800e+00 7.572701738535960944e-03
9.305000000000001137e+01 1.053646096714906166e+00 7.581643616115285415e-03
9.310000000000000853e+01 1.053009052613054886e+00 7.536885643408566121e-03
9.315000000000000568e+01 1.051772865916442257e+00 7.447000821659892529e-03
9.320000000000000284e+01 1.050004164788854055e+00 7.328568231296819085e-03
9.325000000000000000e+01 1.047799468873453765e+00 7.201550079826908243e-03
9.330000000000001137e+01 1.045276338367576718e+00 7.083875650714555050e-03
9.335000000000000853e+01 1.042562369883532680e+00 6.987143155584060739e-03
9.340000000000000568e+01 1.039783551320696331e+00 6.915105066750385117e-03
9.345000000000000284e+01 1.037053472368442142e+00 6.865367857396028131e-03
9.350000000000000000e+01 1.034464600856614069e+00 6.833122593444929116e-03
9.355000000000001137e+01 1.032082393652332453e+00 6.814809113374092030e-03
9.360000000000000853e+01 1.029942545172950474e+00 6.809905370196854719e-03
9.365000000000000568e+01 1.028051285531526915e+00 6.820132021414684713e-03
9.370000000000000284e+01 1.026388367933295465e+00 6.846605641585226318e-03
9.375000000000000000e+01 1.024912225545535627e+00 6.886394719142841306e-03
9.380000000000001137e+01 1.023566697784068280e+00 6.930208311447482589e-03
9.385000000000000853e+01 1.022288687214519154e+00 6.962412809517221773e-03
9.390000000000000568e+01 1.021016087445487885e+00 6.963490027069666952e-03
9.395000000000000284e+01 1.019695316501130877e+00 6.914073795694246349e-03
9.400000000000000000e+01 1.018287812981503393e+00 6.799335592773927267e-03
9.405000000000001137e+01 1.016774923565816779e+00 6.612698352665683302e-03
9.410000000000000853e+01 1.015160742976555452e+00 6.358270884110980674e-03
9.415000000000000568e+01 1.013472658086984168e+00 6.051694914234061543e-03
9.420000000000000284e+01 1.011759574813642981e+00 5.719163153773426482e-03
9.425000000000000000e+01 1.010088035960464037e+00 5.394253814890539490e-03
9.430000000000001137e+01 1.008536635654572855e+00 5.112220857471174579e-03
9.435000000000000853e+01 1.007189277489069390e+00 4.902114896085135731e-03
9.440000000000000568e+01 1.006127901868254071e+00 4.779069412089315301e-03
9.445000000000000284e+01 1.005425331311570858e+00 4.740950252503414730e-03
9.450000000000000000e+01 1.005138865113660129e+00 4.772143209392338929e-03
9.455000000000001137e+01 1.005305206862204370e+00 4.852350504304542636e-03
9.460000000000000853e+01 1.005937227822894187e+00 4.964957810656688356e-03
9.465000000000000568e+01 1.007022941905628466e+00 5.100922269697623530e-03
9.470000000000000284e+01 1.008526876609915579e+00 5.257544698122530551e-03
9.475000000000000000e+01 1.010393764111231940e+00 5.433911479150873962e-03
9.480000000000001137e+01 1.012554169283594430e+00 5.625782035997446522e-03
9.485000000000000853e+01 1.014931369900852420e+00 5.822516542641155771e-03
9.490000000000000568e+01 1.017448581209398961e+00 6.007370598888878317e-03
9.495000000000000284e+01 1.020035539597759833e+00 6.160755649867878658e-03
9.500000000000000000e+01 1.022633561360279719e+00 6.264928924116256077e-03
9.505000000000001137e+01 1.025198455422714261e+00 6.308486820738657894e-03
9.510000000000000853e+01 1.027701031110377139e+00 6.289572860891865826e-03
9.515000000000000568e+01 1.030125320571589675e+00 6.217257480116156372e-03
9.520000000000000284e+01 1.032464956937136247e+00 6.110816641504584514e-03
9.525000000000000000e+01 1.034718371032401940e+00 5.996713525104543051e-03
9.530000000000001137e+01 1.036883582780551594e+00 5.903308415782762726e-03
9.535000000000000853e+01 1.038953381206279225e+00 5.854094554393185663e-03
9.540000000000000568e+01 1.040911625147390884e+00 5.861539766620921070e-03
9.545000000000000284e+01 1.042731261326968362e+00 5.924307731387015372e-03
9.550000000000000000e+01 1.044374442787914026e+00 6.029352823902876454e-03
9.555000000000001137e+01 1.045794836917081527e+00 6.157640429429654845e-03
9.560000000000000853e+01 1.046941858766757161e+00 6.290464351549038963e-03
9.565000000000000568e+01 1.047766208351285977e+00 6.413789976417833341e-03
9.570000000000000284e+01 1.048225816611364936e+00 6.519677542425899100e-03
9.575000000000000000e+01 1.048291201777679316e+00 6.605207033155413403e-03
9.580000000000001137e+01 1.047949354130447208e+00 6.670007980212079406e-03
9.585000000000000853e+01 1.047205580795525615e+00 6.713650822755380145e-03
9.590000000000000568e+01 1.046083162910496522e+00 6.733931572407427305e-03
9.595000000000000284e+01 1.044621082245497989e+00 6.726576004256025823e-03
9.600000000000000000e+01 1.042870358135299158e+00 6.686291593374469808e-03
9.605000000000001137e+01 1.040889648872651563e+00 6.608656987185376058e-03
9.610000000000000853e+01 1.038740728136421598e+00 6.492203723474045639e-03
9.615000000000000568e+01 1.036484303555891939e+00 6.340157352534316754e-03
9.620000000000000284e+01 1.034176470548012983e+00 6.161492453701928641e-03
9.625000000000000000e+01 1.031865946166597103e+00 5.971072100409718746e-03
9.630000000000001137e+01 1.029592134769092837e+00 5.788652777552047955e-03
9.635000000000000853e+01 1.027384042593907365e+00 5.636543683091469609e-03
9.640000000000000568e+01 1.025260063219497031e+00 5.535939973390890598e-03
9.645000000000000284e+01 1.023228668683054066e+00 5.502593327720030000e-03
9.650000000000000000e+01 1.021290026847446741e+00 5.543302460597295499e-03
9.655000000000001137e+01 1.019438497951308475e+00 5.654848183837410218e-03
9.660000000000000853e+01 1.017665836953683511e+00 5.825844779514080182e-03
9.665000000000000568e+01 1.015964768477974012e+00 6.040316317978605687e-03
9.670000000000000284e+01 1.014332461134942687e+00 6.281136262413133421e-03
9.675000000000000000e+01 1.012773370322687327e+00 6.532146380326600034e-03
9.680000000000001137e+01 1.011300984864338393e+00 6.778874262701893062e-03
9.685000000000000853e+01 1.009938198243357954e+00 7.008443039040223796e-03
9.690000000000000568e+01 1.008716275751845748e+00 7.209356675547726363e-03
9.695000000000000284e+01 1.007672626038410124e+00 7.371591187715837920e-03
9.700000000000000000e+01 1.006847743786361882e+00 7.487097818810689240e-03
9.705000000000001137e+01 1.006281744362802266e+00 7.550592914315363072e-03
9.710000000000000853e+01 1.006010879193858676e+00 7.560416489014308572e-03
9.715000000000000568e+01 1.006064344971069557e+00 7.519250527496530723e-03
9.720000000000000284e+01 1.006461622892323549e+00 7.434532747105732087e-03
9.725000000000000000e+01 1.007210530195666420e+00 7.318430460049883506e-03
9.730000000000001137e+01 1.008306136194910163e+00 7.187237732027997213e-03
9.735000000000000853e+01 1.009730671836145399e+00 7.060056337253347962e-03
9.740000000000000568e+01 1.011454521135936924e+00 6.956687423797668426e-03
9.745000000000000284e+01 1.013438304731324235e+00 6.894878088830874198e-03
9.750000000000000000e+01 1.015635943963599352e+00 6.887437366185412448e-03
9.755000000000001137e+01 1.017998441034891011e+00 6.940066455455103263e-03
9.760000000000000853e+01 1.020477957006749037e+00 7.050698809348729737e-03
9.765000000000000568e+01 1.023031654718170591e+00 7.210571656632929274e-03
9.770000000000000284e+01 1.025624735574653501e+00 7.406489207918786830e-03
9.775000000000000000e+01 1.028232160419770613e+00 7.623340934810070649e-03
9.780000000000001137e+01 1.030838706271971272e+00 7.846109374132086839e-03
9.785000000000000853e+01 1.033437251812474589e+00 8.061082474730708533e-03
9.790000000000000568e+01 1.036025468691965434e+00 8.256417814594387006e-03
9.795000000000000284e+01 1.038601378360215710e+00 8.422415680518054171e-03
9.800000000000000000e+01 1.041158467696143619e+00 8.551847312674944537e-03
9.805000000000001137e+01 1.043681194010088742e+00 8.640524379427250157e-03
9.810000000000000853e+01 1.046141709300651756e+00 8.688065431887537909e-03
9.815000000000000568e+01 1.048498470261949089e+00 8.698591400734303689e-03
9.820000000000000284e+01 1.050697083379195984e+00 8.680938117896551051e-03
9.825000000000000000e+01 1.052673318784875134e+00 8.647974156343911020e-03
9.830000000000001137e+01 1.054357809808101898e+00 8.614803569628057267e-03
9.835000000000000853e+01 1.055681649373462205e+00 8.596016237601126000e-03
9.840000000000000568e+01 1.056581983806161418e+00 8.602624166689625332e-03
9.845000000000000284e+01 1.057006809896144706e+00 8.639655503273141468e-03
9.850000000000000000e+01 1.056918451418173754e+00 8.705295753034483774e-03
9.855000000000001137e+01 1.056295528608004464e+00 8.791904300545135345e-03
9.860000000000000853e+01 1.055133535062265482e+00 8.888490691075350350e-03
9.865000000000000568e+01 1.053444329512942312e+00 8.983751357906862023e-03
9.870000000000000284e+01 1.051254911020733429e+00 9.068743877447717552e-03
9.875000000000000000e+01 1.048605793693512034e+00 9.138567545391008615e-03
9.880000000000001137e+01 1.045549174524576408e+00 9.192770930325376913e-03
9.885000000000000853e+01 1.042146946409743924e+00 9.234488137332160299e-03
9.890000000000000568e+01 1.038468494694118949e+00 9.268535855011994853e-03
9.895000000000000284e+01 1.034588165975095286e+00 9.298941291708617135e-03
9.900000000000000000e+01 1.030582333331437672e+00 9.326597189962294865e-03
9.905000000000001137e+01 1.026526102636409421e+00 9.347825796644691765e-03
9.910000000000000853e+01 1.022489883535937061e+00 9.354435920681381314e-03
9.915000000000000568e+01 1.018536232820495657e+00 9.335377383327257694e-03
9.920000000000000284e+01 1.014717499095199704e+00 9.279538694873634697e-03
9.925000000000000000e+01 1.011074796457872793e+00 9.178864598641240866e-03
9.930000000000001137e+01 1.007638687469177619e+00 9.030922759029325758e-03
9.935000000000000853e+01 1.004431687546106344e+00 8.840261619482122149e-03
9.940000000000000568e+01 1.001472378208271286e+00 8.618222137084590243e-03
9.945000000000000284e+01 9.987806065183675308e-01 8.381184536146521133e-03
9.950000000000000000e+01 9.963829970989132034e-01 8.147535759061694596e-03
9.955000000000001137e+01 9.943178162783832263e-01 7.933980219351701932e-03
9.960000000000000853e+01 9.926380902988427568e-01 7.752169389106980738e-03
9.965000000000000568e+01 9.914118020613209570e-01 7.606796096957350872e-03
9.970000000000000284e+01 9.907180594836315635e-01 7.495973511938499798e-03
9.975000000000000000e+01 9.906385189653849066e-01 7.413805047502475785e-03
9.980000000000001137e+01 9.912442592811445685e-01 7.353954123827217797e-03
9.985000000000000853e+01 9.925797814369498040e-01 7.312420885788985594e-03
9.990000000000000568e+01 9.946475208800998891e-01 7.288068671573428789e-03
9.995000000000000284e+01 9.973973887917103598e-01 7.280659523082316266e-03
1.000000000000000000e+02 1.000725438275951618e+00 7.287688169792806182e-03
