# # NO SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
64 643886760.000000 177.941500 0.000141592
65 643886840.000000 178.095000 0.000141681
66 643886920.000000 178.253500 0.000141562
67 643887000.000000 178.405500 0.000141681
68 643887080.000000 178.560500 0.000141771
69 643887160.000000 178.717000 0.000141622
70 643887240.000000 178.870000 0.000141502
71 643887320.000000 179.028000 0.000141473
72 643887400.000000 179.184000 0.000141473
73 643887480.000000 179.337000 0.000141473
74 643887560.000000 179.494500 0.000141502
75 643887640.000000 179.644500 0.000141502
76 643887720.000000 179.801500 0.000141413
77 643887800.000000 179.958500 0.000141473
78 643887880.000000 180.110500 0.000141443
79 643887960.000000 180.268000 0.000141562
80 643888040.000000 180.420000 0.000141473
81 643888120.000000 180.575500 0.000141532
82 643888200.000000 180.731500 0.000141383
83 643888280.000000 180.885500 0.000141264
84 643888360.000000 181.036000 0.000141324
85 643888440.000000 181.192500 0.000141294
86 643888520.000000 181.348000 0.000141353
87 643888600.000000 181.506000 0.000141473
88 643888680.000000 181.663000 0.000141413
89 643888760.000000 181.818000 0.000141383
90 643888840.000000 181.971000 0.000141264
91 643888920.000000 182.127000 0.000141234
92 643889000.000000 182.284000 0.000141204
93 643889080.000000 182.455500 0.000141294
94 643889160.000000 182.606000 0.000141324
95 643889240.000000 182.758500 0.000141353
96 643889320.000000 182.908500 0.000141294
97 643889400.000000 183.066000 0.000141115
98 643889480.000000 183.217500 0.000141115
99 643889560.000000 183.373000 0.000141145
100 643889640.000000 183.528000 0.000141085
101 643889720.000000 183.680500 0.000141204
102 643889800.000000 183.836000 0.000141234
103 643889880.000000 183.987500 0.000141264
104 643889960.000000 184.144500 0.000141145
105 643890040.000000 184.299000 0.000141085
106 643890120.000000 184.454500 0.000141115
107 643890200.000000 184.612500 0.000141204
108 643890280.000000 184.764500 0.000141234
109 643890360.000000 184.920500 0.000141264
110 643890440.000000 185.077500 0.000141145
111 643890520.000000 185.229500 0.000141026
112 643890600.000000 185.385000 0.000140936
113 643890680.000000 185.540500 0.000140996
114 643890760.000000 185.692500 0.000141145
115 643890840.000000 185.849500 0.000141085
116 643890920.000000 186.005000 0.000141115
117 643891001.000000 186.157000 0.000140966
118 643891080.000000 186.314500 0.000140966
119 643891160.000000 186.471000 0.000140847
120 643891240.000000 186.626000 0.000140936
121 643891320.000000 186.783000 0.000140936
122 643891400.000000 186.938000 0.000141026
123 643891480.000000 187.093500 0.000141055
