# # SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
65 643382760.000000 178.065000 0.000138373
66 643382840.000000 178.219500 0.000138403
67 643382920.000000 178.373500 0.000138373
68 643383000.000000 178.530500 0.000138403
69 643383080.000000 178.685500 0.000138284
70 643383160.000000 178.836000 0.000138254
71 643383240.000000 178.992500 0.000138284
72 643383320.000000 179.149500 0.000138373
73 643383400.000000 179.305500 0.000138314
74 643383480.000000 179.459000 0.000138284
75 643383560.000000 179.611500 0.000138254
76 643383640.000000 179.765500 0.000138105
77 643383720.000000 179.921000 0.000137986
78 643383800.000000 180.076500 0.000137956
79 643383880.000000 180.229000 0.000137986
80 643383960.000000 180.383500 0.000138105
81 643384040.000000 180.542000 0.000138135
82 643384120.000000 180.697500 0.000138075
83 643384200.000000 180.848000 0.000138075
84 643384280.000000 181.005500 0.000137956
85 643384360.000000 181.161000 0.000138075
86 643384440.000000 181.317000 0.000138105
87 643384520.000000 181.472000 0.000138045
88 643384600.000000 181.626500 0.000138105
89 643384680.000000 181.785500 0.000137986
90 643384760.000000 181.939000 0.000137986
91 643384840.000000 182.096000 0.000137837
92 643384920.000000 182.252000 0.000137896
93 643385000.000000 182.404000 0.000137896
94 643385080.000000 182.562000 0.000137866
95 643385160.000000 182.718000 0.000137807
96 643385240.000000 182.872500 0.000137896
97 643385320.000000 183.030000 0.000137807
98 643385400.000000 183.184000 0.000137896
99 643385480.000000 183.340000 0.000137866
100 643385560.000000 183.494500 0.000137866
101 643385640.000000 183.648500 0.000138075
102 643385720.000000 183.802000 0.000138015
103 643385800.000000 183.957500 0.000138015
104 643385880.000000 184.111000 0.000137866
105 643385960.000000 184.268000 0.000137837
106 643386040.000000 184.421500 0.000137837
107 643386120.000000 184.577000 0.000137896
108 643386200.000000 184.733000 0.000137986
109 643386280.000000 184.889500 0.000137986
110 643386360.000000 185.042000 0.000137896
111 643386440.000000 185.197500 0.000137747
112 643386520.000000 185.354500 0.000137688
113 643386600.000000 185.509000 0.000137747
114 643386680.000000 185.661000 0.000137747
115 643386760.000000 185.819000 0.000137896
116 643386840.000000 185.972500 0.000137807
117 643386920.000000 186.124500 0.000137807
118 643387000.000000 186.279500 0.000137717
119 643387080.000000 186.436500 0.000137658
120 643387160.000000 186.595000 0.000137598
121 643387240.000000 186.748500 0.000137688
122 643387320.000000 186.905000 0.000137747
123 643387400.000000 187.058500 0.000137688
124 643387480.000000 187.212500 0.000137688
125 643387560.000000 187.371500 0.000137598
