# # NO SAMPLE - One Arm Scans
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 638099000.000000 168.007000 9.90932e-005
1 638099080.000000 168.158000 9.91826e-005
2 638099160.000000 168.307500 9.91826e-005
3 638099240.000000 168.456500 9.91826e-005
4 638099320.000000 168.613000 9.90336e-005
5 638099400.000000 168.768500 9.90038e-005
6 638099480.000000 168.919000 9.89442e-005
7 638099560.000000 169.074000 9.87952e-005
8 638099640.000000 169.227500 9.87952e-005
9 638099720.000000 169.383500 9.87654e-005
10 638099800.000000 169.539000 9.89144e-005
11 638099880.000000 169.690500 9.89442e-005
12 638099960.000000 169.849000 9.89442e-005
13 638100040.000000 170.002000 9.89144e-005
14 638100120.000000 170.153000 9.88548e-005
15 638100200.000000 170.310000 9.88548e-005
16 638100280.000000 170.465500 9.88548e-005
17 638100360.000000 170.622500 9.88846e-005
18 638100440.000000 170.773500 9.89442e-005
19 638100520.000000 170.927500 9.88846e-005
20 638100600.000000 171.085000 9.90038e-005
21 638100680.000000 171.242500 9.88846e-005
22 638100760.000000 171.397500 9.89442e-005
23 638100840.000000 171.555500 9.88846e-005
24 638100920.000000 171.707500 9.8974e-005
25 638101000.000000 171.866000 9.8974e-005
26 638101080.000000 172.021000 9.89144e-005
27 638101160.000000 172.177000 9.8974e-005
28 638101240.000000 172.331500 9.88846e-005
29 638101320.000000 172.487000 9.88548e-005
30 638101400.000000 172.643000 9.88548e-005
31 638101480.000000 172.798000 9.87654e-005
32 638101560.000000 172.956000 9.8825e-005
33 638101640.000000 173.109000 9.87952e-005
34 638101720.000000 173.262500 9.87654e-005
35 638101800.000000 173.420000 9.8825e-005
36 638101880.000000 173.572500 9.87356e-005
37 638101960.000000 173.726500 9.87654e-005
38 638102040.000000 173.885000 9.8676e-005
39 638102120.000000 174.036500 9.87356e-005
40 638102200.000000 174.194000 9.86462e-005
41 638102280.000000 174.349500 9.86164e-005
42 638102360.000000 174.502500 9.85865e-005
43 638102440.000000 174.659500 9.85567e-005
44 638102520.000000 174.815500 9.85865e-005
45 638102600.000000 174.967500 9.85269e-005
46 638102680.000000 175.126500 9.84971e-005
47 638102760.000000 175.279000 9.85269e-005
48 638102840.000000 175.434500 9.84673e-005
49 638102920.000000 175.587000 9.85567e-005
50 638103000.000000 175.740000 9.85269e-005
51 638103080.000000 175.898000 9.84673e-005
52 638103160.000000 176.052500 9.84971e-005
53 638103240.000000 176.207500 9.84673e-005
54 638103320.000000 176.364500 9.84673e-005
55 638103400.000000 176.520500 9.84077e-005
56 638103480.000000 176.675000 9.84077e-005
57 638103560.000000 176.829500 9.84375e-005
