# #  SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 646643400.000000 168.010000 0.000138612
1 646643480.000000 168.165000 0.000138701
2 646643560.000000 168.321500 0.000138641
3 646643640.000000 168.473500 0.000138701
4 646643720.000000 168.631000 0.000138641
5 646643800.000000 168.787500 0.000138582
6 646643880.000000 168.937500 0.000138671
7 646643960.000000 169.092500 0.000138701
8 646644040.000000 169.246500 0.000138701
9 646644120.000000 169.403000 0.000138671
10 646644200.000000 169.558000 0.000138671
11 646644280.000000 169.708500 0.000138641
12 646644360.000000 169.866500 0.000138522
13 646644440.000000 170.021500 0.000138641
14 646644520.000000 170.174500 0.000138582
15 646644600.000000 170.330000 0.000138671
16 646644680.000000 170.485500 0.000138641
17 646644760.000000 170.641500 0.000138492
18 646644840.000000 170.795500 0.000138552
19 646644920.000000 170.948000 0.000138552
20 646645000.000000 171.105500 0.000138403
21 646645080.000000 171.259500 0.000138463
22 646645160.000000 171.418000 0.000138433
23 646645240.000000 171.574500 0.000138463
24 646645320.000000 171.727000 0.000138492
25 646645400.000000 171.886000 0.000138403
26 646645480.000000 172.039500 0.000138403
27 646645560.000000 172.192500 0.000138463
28 646645640.000000 172.348500 0.000138403
29 646645720.000000 172.504000 0.000138492
30 646645800.000000 172.664000 0.000138492
31 646645880.000000 172.817000 0.000138522
32 646645960.000000 172.973500 0.000138403
33 646646040.000000 173.129500 0.000138403
34 646646120.000000 173.281000 0.000138373
35 646646200.000000 173.437000 0.000138433
36 646646280.000000 173.592500 0.000138463
37 646646360.000000 173.744000 0.000138403
38 646646440.000000 173.901000 0.000138373
39 646646520.000000 174.057000 0.000138284
40 646646600.000000 174.210500 0.000138314
41 646646680.000000 174.366500 0.000138314
42 646646760.000000 174.522000 0.000138314
43 646646840.000000 174.676000 0.000138314
44 646646920.000000 174.832000 0.000138224
45 646647000.000000 174.986500 0.000138224
46 646647080.000000 175.141000 0.000138224
47 646647160.000000 175.296000 0.000138194
48 646647240.000000 175.454000 0.000138075
49 646647320.000000 175.606500 0.000137837
50 646647400.000000 175.760000 0.000137807
51 646647480.000000 175.914500 0.000137896
52 646647560.000000 176.070000 0.000138075
53 646647640.000000 176.224500 0.000138105
54 646647720.000000 176.381500 0.000138045
55 646647800.000000 176.536500 0.000138105
56 646647880.000000 176.694000 0.000138015
57 646647960.000000 176.847000 0.000138015
58 646648040.000000 177.004500 0.000138045
59 646648120.000000 177.161500 0.000138135
60 646648200.000000 177.316000 0.000138135
61 646648280.000000 177.470500 0.000138015
62 646648360.000000 177.623500 0.000138015
63 646648440.000000 177.782500 0.000137986
64 646648520.000000 177.939000 0.000138015
