# # SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 647645580.000000 168.012000 0.00013879
1 647645660.000000 168.161500 0.00013885
2 647645740.000000 168.312500 0.00013879
3 647645820.000000 168.460500 0.00013885
4 647645900.000000 168.620000 0.00013891
5 647645980.000000 168.772000 0.00013879
6 647646060.000000 168.928500 0.00013882
7 647646140.000000 169.081500 0.00013882
8 647646220.000000 169.236000 0.000138761
9 647646300.000000 169.389000 0.00013885
10 647646380.000000 169.544500 0.000138671
11 647646460.000000 169.699000 0.000138701
12 647646540.000000 169.854500 0.000138731
13 647646620.000000 170.005500 0.000138701
14 647646700.000000 170.161500 0.000138641
15 647646780.000000 170.319000 0.000138671
16 647646860.000000 170.470000 0.000138701
17 647646940.000000 170.628000 0.000138731
18 647647020.000000 170.783500 0.000138701
19 647647100.000000 170.935000 0.000138582
20 647647180.000000 171.092000 0.000138463
21 647647260.000000 171.249500 0.000138552
22 647647340.000000 171.403000 0.000138612
23 647647420.000000 171.560500 0.000138701
24 647647500.000000 171.716500 0.000138641
25 647647580.000000 171.872500 0.000138641
26 647647660.000000 172.026500 0.000138641
27 647647740.000000 172.183500 0.000138552
28 647647820.000000 172.337500 0.000138612
29 647647900.000000 172.492500 0.000138522
30 647647980.000000 172.651500 0.000138612
31 647648060.000000 172.803500 0.000138582
32 647648140.000000 172.960500 0.000138641
33 647648220.000000 173.117500 0.000138463
34 647648300.000000 173.268000 0.000138522
35 647648380.000000 173.425500 0.000138552
36 647648460.000000 173.581000 0.000138641
37 647648540.000000 173.733000 0.000138582
38 647648620.000000 173.889500 0.000138522
39 647648700.000000 174.042000 0.000138522
40 647648780.000000 174.200000 0.000138492
41 647648860.000000 174.355500 0.000138463
42 647648940.000000 174.507000 0.000138492
43 647649020.000000 174.665000 0.000138522
44 647649100.000000 174.821000 0.000138373
45 647649180.000000 174.974000 0.000138403
46 647649260.000000 175.129000 0.000138373
47 647649340.000000 175.281000 0.000138314
48 647649420.000000 175.440000 0.000138314
49 647649500.000000 175.595000 0.000138254
50 647649580.000000 175.746000 0.000138314
51 647649660.000000 175.903000 0.000138314
52 647649740.000000 176.055500 0.000138314
53 647649820.000000 176.213000 0.000138314
54 647649900.000000 176.370000 0.000138284
55 647649980.000000 176.522500 0.000138164
56 647650060.000000 176.680000 0.000137986
57 647650140.000000 176.835500 0.000137896
58 647650220.000000 176.993000 0.000137986
59 647650300.000000 177.144500 0.000138015
60 647650380.000000 177.299000 0.000138015
61 647650460.000000 177.457500 0.000138045
62 647650540.000000 177.609000 0.000138045
63 647650620.000000 177.768000 0.000138075
64 647650700.000000 177.925000 0.000138164
