# #SAMPLE
FTS 95 GHz source w/rect feedhorn and 95 GHz diode detector w/ 
circular feedhorn and circ - rect transition; 
95 GHz source does NOT have bandpass filter

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 4049956280.000000 168.017500 0.000203849
1 4049956360.000000 168.160500 0.000203789
2 4049956440.000000 168.314000 0.0002037
3 4049956520.000000 168.461000 0.000203759
4 4049956600.000000 168.612000 0.000203849
5 4049956680.000000 168.765000 0.000203908
6 4049956760.000000 168.918500 0.000203908
7 4049956840.000000 169.075500 0.000203938
8 4049956920.000000 169.227500 0.000203938
9 4049957000.000000 169.383500 0.000203908
10 4049957080.000000 169.539500 0.000203759
11 4049957160.000000 169.691000 0.00020367
12 4049957240.000000 169.848000 0.000203789
13 4049957320.000000 170.000500 0.000203759
14 4049957400.000000 170.156500 0.000203789
15 4049957480.000000 170.309500 0.000203849
16 4049957560.000000 170.464000 0.000203879
17 4049957640.000000 170.621000 0.000203849
18 4049957720.000000 170.773500 0.00020373
19 4049957800.000000 170.929000 0.000203789
20 4049957880.000000 171.086000 0.00020367
21 4049957960.000000 171.241000 0.0002037
22 4049958040.000000 171.399500 0.00020373
23 4049958120.000000 171.553000 0.00020367
24 4049958200.000000 171.709000 0.000203819
25 4049958280.000000 171.868000 0.000203819
26 4049958360.000000 172.021000 0.000203789
27 4049958440.000000 172.176000 0.00020373
28 4049958520.000000 172.333000 0.00020367
29 4049958600.000000 172.485000 0.00020367
30 4049958680.000000 172.644000 0.00020367
31 4049958760.000000 172.800000 0.00020367
32 4049958840.000000 172.955000 0.0002037
33 4049958920.000000 173.109500 0.0002037
34 4049959000.000000 173.264500 0.00020367
35 4049959080.000000 173.421500 0.0002037
36 4049959160.000000 173.573000 0.000203759
37 4049959240.000000 173.728500 0.00020367
38 4049959320.000000 173.881500 0.00020361
39 4049959400.000000 174.037500 0.000203581
40 4049959480.000000 174.192000 0.000203581
41 4049959560.000000 174.346500 0.00020361
42 4049959640.000000 174.502000 0.0002037
43 4049959720.000000 174.659000 0.000203759
44 4049959800.000000 174.811500 0.00020373
45 4049959880.000000 174.966000 0.00020367
46 4049959960.000000 175.120000 0.00020367
47 4049960040.000000 175.275000 0.00020364
48 4049960120.000000 175.431500 0.000203581
49 4049960200.000000 175.586000 0.00020361
50 4049960280.000000 175.739000 0.000203551
51 4049960360.000000 175.896000 0.000203581
52 4049960440.000000 176.049500 0.00020361
53 4049960520.000000 176.204000 0.00020373
54 4049960600.000000 176.362000 0.00020373
55 4049960680.000000 176.517500 0.00020361
56 4049960760.000000 176.673500 0.000203581
57 4049960840.000000 176.829000 0.000203581
58 4049960920.000000 176.986000 0.00020361
59 4049961000.000000 177.139000 0.000203491
60 4049961080.000000 177.293500 0.000203551
