# #NO SAMPLE
FTS 95 GHz source w/rect feedhorn and 95 GHz diode detector w/ 
circular feedhorn and circ - rect transition; 
95 GHz source does NOT have bandpass filter

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 4048414700.000000 168.005000 0.000215442
1 4048414780.000000 168.158500 0.000215382
2 4048414860.000000 168.309500 0.000215412
3 4048414940.000000 168.461000 0.000215353
4 4048415020.000000 168.615500 0.000215353
5 4048415100.000000 168.772000 0.000215502
6 4048415180.000000 168.923500 0.000215591
7 4048415260.000000 169.081000 0.000215591
8 4048415340.000000 169.235500 0.000215591
9 4048415420.000000 169.388500 0.000215472
10 4048415500.000000 169.545000 0.000215412
11 4048415580.000000 169.699000 0.000215382
12 4048415660.000000 169.855000 0.000215412
13 4048415740.000000 170.005500 0.000215382
14 4048415820.000000 170.161500 0.000215382
15 4048415900.000000 170.318500 0.000215502
16 4048415980.000000 170.469500 0.000215531
17 4048416060.000000 170.626500 0.000215561
18 4048416140.000000 170.782500 0.000215502
19 4048416220.000000 170.936500 0.000215412
20 4048416300.000000 171.091500 0.000215382
21 4048416380.000000 171.249500 0.000215293
22 4048416460.000000 171.406000 0.000215382
23 4048416540.000000 171.561500 0.000215412
24 4048416620.000000 171.717000 0.000215442
25 4048416700.000000 171.875500 0.000215412
26 4048416780.000000 172.026500 0.000215442
27 4048416860.000000 172.184000 0.000215412
28 4048416940.000000 172.338500 0.000215382
29 4048417020.000000 172.493000 0.000215382
30 4048417100.000000 172.651000 0.000215263
31 4048417180.000000 172.804500 0.000215353
32 4048417260.000000 172.960500 0.000215353
33 4048417340.000000 173.117000 0.000215293
34 4048417420.000000 173.271000 0.000215412
35 4048417500.000000 173.426500 0.000215442
36 4048417580.000000 173.581000 0.000215382
37 4048417660.000000 173.733000 0.000215382
38 4048417740.000000 173.888500 0.000215293
39 4048417820.000000 174.041500 0.000215263
40 4048417900.000000 174.198500 0.000215263
41 4048417980.000000 174.354000 0.000215263
42 4048418060.000000 174.507500 0.000215353
43 4048418140.000000 174.663500 0.000215382
44 4048418220.000000 174.820000 0.000215502
45 4048418300.000000 174.974500 0.000215353
46 4048418380.000000 175.128500 0.000215353
47 4048418460.000000 175.283000 0.000215263
48 4048418540.000000 175.437500 0.000215204
49 4048418620.000000 175.592500 0.000215233
50 4048418700.000000 175.747000 0.000215204
51 4048418780.000000 175.902000 0.000215263
52 4048418860.000000 176.057000 0.000215293
53 4048418940.000000 176.214000 0.000215353
54 4048419020.000000 176.368500 0.000215323
55 4048419100.000000 176.524000 0.000215293
56 4048419180.000000 176.681000 0.000215263
57 4048419260.000000 176.834000 0.000215293
58 4048419340.000000 176.991500 0.000215233
59 4048419420.000000 177.148000 0.000215204
60 4048419500.000000 177.301500 0.000215233
