# NO SAMPLE
FTS 95 GHz source w/rect feedhorn, cone feedhorn on detect.

SAMPLE: 612-613 etalon with a 2" spacing. mm/sec requested to 2.00. X polarization

mode A', filter in front of detector feedhorn. Mode changed from run to edit. Restarted Program.

phased up before 20160714_015

Note starting 20160713.020 -- peaked up detector on moving arm, then blocked 
moving arm and unblocked fixed arm, and confirmed mirror was optimally aligned
with detector feed

NOTE: 4" fixed-arm and 5" system apertures were swapped by Albert few days ago; 
KLT found that 5" stop was low, both were off-axis; 
SO -- put both on-axis, proper height (nom 10.9" above table, centered on the 
appropriate dashed lines on table, not centered on moving mirror)

also note that aluminum tape was put over backside of 4" stop 
# Center Position 388.300000
# half-wdth 180.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 2633316640.000000 207.968000 0.00018704
1 2633316720.000000 208.124000 0.000186891
2 2633316800.000000 208.277000 0.000186951
3 2633316880.000000 208.433000 0.000186921
4 2633316960.000000 208.587000 0.000186981
5 2633317040.000000 208.744000 0.000187011
6 2633317120.000000 208.898000 0.000187011
7 2633317200.000000 209.053500 0.000186891
8 2633317280.000000 209.207500 0.000186861
9 2633317360.000000 209.358500 0.000186861
10 2633317440.000000 209.515500 0.000186772
11 2633317520.000000 209.671000 0.000186802
12 2633317600.000000 209.824000 0.000186832
13 2633317680.000000 209.980000 0.000186802
14 2633317760.000000 210.134500 0.000186981
15 2633317840.000000 210.289500 0.000186981
16 2633317920.000000 210.444000 0.000186921
17 2633318000.000000 210.599000 0.000186802
18 2633318080.000000 210.754000 0.000186653
19 2633318160.000000 210.907500 0.000186563
20 2633318240.000000 211.064000 0.000186444
21 2633318320.000000 211.218000 0.000186504
22 2633318400.000000 211.371000 0.000186563
23 2633318480.000000 211.528000 0.000186683
24 2633318560.000000 211.685000 0.000186921
25 2633318640.000000 211.840000 0.000186981
26 2633318720.000000 211.996000 0.000186921
27 2633318800.000000 212.147500 0.000186742
28 2633318880.000000 212.305500 0.000186474
