# # SAMPLE
FTS 95 GHz source w/circula4 feedhorn and 95 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 388901560.000000 168.010500 0.000183971
1 388901640.000000 168.158000 0.000183971
2 388901720.000000 168.312500 0.000183911
3 388901800.000000 168.465500 0.000183851
4 388901880.000000 168.621500 0.00018406
5 388901960.000000 168.778500 0.000184149
6 388902040.000000 168.930000 0.00018409
7 388902120.000000 169.087500 0.00018412
8 388902200.000000 169.242000 0.00018412
9 388902280.000000 169.394500 0.00018406
10 388902360.000000 169.550000 0.00018403
11 388902440.000000 169.704500 0.000183971
12 388902520.000000 169.858500 0.000183971
13 388902600.000000 170.013500 0.000183851
14 388902680.000000 170.166000 0.000183971
15 388902760.000000 170.322500 0.000184149
16 388902840.000000 170.477500 0.000184149
17 388902920.000000 170.634000 0.00018412
18 388903000.000000 170.786500 0.000184149
19 388903080.000000 170.940000 0.00018409
20 388903160.000000 171.094000 0.000184
21 388903240.000000 171.252000 0.00018403
22 388903320.000000 171.409000 0.000183971
23 388903400.000000 171.562500 0.000184
24 388903480.000000 171.719000 0.000184
25 388903560.000000 171.879000 0.000184179
26 388903640.000000 172.031500 0.00018409
27 388903720.000000 172.185500 0.00018409
28 388903800.000000 172.342500 0.00018409
29 388903880.000000 172.499000 0.00018406
30 388903960.000000 172.655000 0.000183941
31 388904040.000000 172.808500 0.00018403
32 388904120.000000 172.963500 0.00018403
33 388904200.000000 173.120000 0.00018403
34 388904280.000000 173.273500 0.00018403
35 388904360.000000 173.427500 0.000184149
36 388904440.000000 173.583500 0.000184149
37 388904520.000000 173.738500 0.000184149
38 388904600.000000 173.892000 0.00018406
39 388904680.000000 174.047500 0.00018406
40 388904760.000000 174.205000 0.000184
41 388904840.000000 174.358500 0.00018406
42 388904920.000000 174.513500 0.000184149
43 388905000.000000 174.672000 0.000184149
44 388905080.000000 174.823500 0.000184179
45 388905160.000000 174.979500 0.000184179
46 388905240.000000 175.136500 0.000184149
47 388905320.000000 175.288000 0.000184269
48 388905400.000000 175.444000 0.000184179
49 388905480.000000 175.599000 0.000184179
50 388905560.000000 175.751500 0.000184149
51 388905640.000000 175.909000 0.000184149
52 388905720.000000 176.065000 0.000184209
53 388905800.000000 176.219000 0.000184269
54 388905880.000000 176.377000 0.000184298
55 388905960.000000 176.528500 0.000184298
56 388906040.000000 176.686000 0.000184179
57 388906120.000000 176.841500 0.000184209
58 388906200.000000 176.995500 0.00018412
59 388906280.000000 177.150500 0.00018409
60 388906360.000000 177.306000 0.00018409
61 388906440.000000 177.462000 0.000184179
62 388906520.000000 177.617000 0.000184239
63 388906600.000000 177.774500 0.000184179
64 388906680.000000 177.932000 0.000184269
