# frequency transmission sigma
1.530000000000000000e+02 9.564256534751167660e-01 6.224848369134853600e-03
1.530500000000000114e+02 9.606505390426438584e-01 6.179423368569903624e-03
1.530999999999999943e+02 9.646742140747155414e-01 6.057365236752527624e-03
1.531500000000000057e+02 9.684405803262216006e-01 5.917074699755205634e-03
1.532000000000000171e+02 9.719066451677924601e-01 5.859163558115663625e-03
1.532500000000000000e+02 9.750394082246636174e-01 6.007166868400111784e-03
1.533000000000000114e+02 9.778118653063003762e-01 6.455258174626614560e-03
1.533499999999999943e+02 9.801990504429872741e-01 7.214895079161505291e-03
1.534000000000000057e+02 9.821750080747237988e-01 8.213360225137713438e-03
1.534500000000000171e+02 9.837114009879288634e-01 9.335577843051551597e-03
1.535000000000000000e+02 9.847781256159884311e-01 1.046253272596523419e-02
1.535500000000000114e+02 9.853458671844209649e-01 1.149022721446425407e-02
1.536000000000000227e+02 9.853900663372177071e-01 1.233681487053128224e-02
1.536500000000000057e+02 9.848954035357174730e-01 1.294523687934275372e-02
1.537000000000000171e+02 9.838597551777428230e-01 1.328392475963789676e-02
1.537500000000000000e+02 9.822967017904082887e-01 1.334589016578438883e-02
1.538000000000000114e+02 9.802360454113261401e-01 1.314606600554058327e-02
1.538500000000000227e+02 9.777222972277624935e-01 1.271694138060247038e-02
1.539000000000000057e+02 9.748115597831141788e-01 1.210285434485057661e-02
1.539500000000000171e+02 9.715675122008216036e-01 1.135365307861405451e-02
1.540000000000000000e+02 9.680572577759207764e-01 1.051882919507218274e-02
1.540500000000000114e+02 9.643476480736050682e-01 9.643660883724486030e-03
1.541000000000000227e+02 9.605024495049045985e-01 8.769190722228864879e-03
1.541500000000000057e+02 9.565804672465370029e-01 7.937529158524076270e-03
1.542000000000000171e+02 9.526345581422531739e-01 7.202163303824398941e-03
1.542500000000000000e+02 9.487113774009949818e-01 6.638121487048802630e-03
1.543000000000000114e+02 9.448517042048543146e-01 6.337957902970928030e-03
1.543500000000000227e+02 9.410912434475475763e-01 6.376503071747904004e-03
1.544000000000000057e+02 9.374618567967643035e-01 6.758155884182695874e-03
1.544500000000000171e+02 9.339931905728072747e-01 7.402243888810901805e-03
1.545000000000000000e+02 9.307146148555310861e-01 8.182544344899489105e-03
1.545500000000000114e+02 9.276572767790707275e-01 8.973167968427044061e-03
1.546000000000000227e+02 9.248559464702229560e-01 9.670906172861631206e-03
1.546500000000000057e+02 9.223502591353234248e-01 1.020003795955270673e-02
1.547000000000000171e+02 9.201849787389470015e-01 1.051075297508897825e-02
1.547500000000000000e+02 9.184090341663049273e-01 1.057673500813856304e-02
1.548000000000000114e+02 9.170732729058044264e-01 1.039401706838118805e-02
1.548500000000000227e+02 9.162270863395438614e-01 9.981837074716493757e-03
1.549000000000000057e+02 9.159142389524262962e-01 9.385388541980710028e-03
1.549500000000000171e+02 9.161683571551283434e-01 8.679373311095552740e-03
1.550000000000000000e+02 9.170085965436421960e-01 7.969195014668122717e-03
1.550500000000000114e+02 9.184360116790200035e-01 7.381989189853223679e-03
1.551000000000000227e+02 9.204311023025386618e-01 7.034965996100575082e-03
1.551500000000000057e+02 9.229529062364466574e-01 6.981155340769891644e-03
1.552000000000000171e+02 9.259398576156850913e-01 7.172841741378539401e-03
1.552500000000000000e+02 9.293124424870395917e-01
