# Frequency Ratio Error
9.000000000000000000e+01 1.019838553555135086e+00 5.113547584754723346e-03
9.005000000000001137e+01 1.020074449287114993e+00 4.948473496640832733e-03
9.010000000000000853e+01 1.020543704030518306e+00 4.797731776797160841e-03
9.015000000000000568e+01 1.021253620661453532e+00 4.662395947709993549e-03
9.020000000000000284e+01 1.022202962564241036e+00 4.542452760944820818e-03
9.025000000000000000e+01 1.023380933038382512e+00 4.437150647748532711e-03
9.030000000000001137e+01 1.024765857456140017e+00 4.345460322904094730e-03
9.035000000000000853e+01 1.026323687920984939e+00 4.266545153673108152e-03
9.040000000000000568e+01 1.028006547461963294e+00 4.200116809982101622e-03
9.045000000000000284e+01 1.029751651919337929e+00 4.146551313635647891e-03
9.050000000000000000e+01 1.031481078055989986e+00 4.106676056946694832e-03
9.055000000000001137e+01 1.033102950757621930e+00 4.081225509096103772e-03
9.060000000000000853e+01 1.034514640715493039e+00 4.070103256111988650e-03
9.065000000000000568e+01 1.035608419920094114e+00 4.071738979043799250e-03
9.070000000000000284e+01 1.036279648975063639e+00 4.082898498267898899e-03
9.075000000000000000e+01 1.036436960100631133e+00 4.099200202889705796e-03
9.080000000000001137e+01 1.036013158506345899e+00 4.116307209922395911e-03
9.085000000000000853e+01 1.034974931027687894e+00 4.131420374444069732e-03
9.090000000000000568e+01 1.033329233804392677e+00 4.144466818373310386e-03
9.095000000000000284e+01 1.031124659837411084e+00 4.158389505465169035e-03
9.100000000000000000e+01 1.028447144163668669e+00 4.178231694235921487e-03
9.105000000000001137e+01 1.025410723817378633e+00 4.209212813908097539e-03
9.110000000000000853e+01 1.022145229566453262e+00 4.254517834327948070e-03
9.115000000000000568e+01 1.018783326587790583e+00 4.313761638428482981e-03
9.120000000000000284e+01 1.015449117330509132e+00 4.382811560162531289e-03
9.125000000000000000e+01 1.012249768780819181e+00 4.454981945691165353e-03
9.130000000000001137e+01 1.009270692683124082e+00 4.523008610304471259e-03
9.135000000000000853e+01 1.006574020228113042e+00 4.581025372550971697e-03
9.140000000000000568e+01 1.004199642843482954e+00 4.625963119367796327e-03
9.145000000000000284e+01 1.002167943075551904e+00 4.658106280645195850e-03
9.150000000000000000e+01 1.000483419723759981e+00 4.680778259936505502e-03
9.155000000000001137e+01 9.991386012705620878e-01 4.699266185725138947e-03
9.160000000000000853e+01 9.981178476438480329e-01 4.719206460855777246e-03
9.165000000000000568e+01 9.974008090274164573e-01 4.744784333427856660e-03
9.170000000000000284e+01 9.969654234139895266e-01 4.777216598671103938e-03
9.175000000000000000e+01 9.967903960564712396e-01 4.813981701401234999e-03
9.180000000000001137e+01 9.968571289352885501e-01 4.849063588327309424e-03
9.185000000000000853e+01 9.971510744728362408e-01 4.874147193397258826e-03
9.190000000000000568e+01 9.976624903846930126e-01 4.880415652866170774e-03
9.195000000000000284e+01 9.983865823066421230e-01 4.860485785795226089e-03
9.200000000000000000e+01 9.993230423232573045e-01 4.810076333646453282e-03
9.205000000000001137e+01 1.000475023715954759e+00 4.729136814763420030e-03
9.210000000000000853e+01 1.001847629842119725e+00 4.622283383668748281e-03
9.215000000000000568e+01 1.003446030808293532e+00 4.498458865105814559e-03
9.220000000000000284e+01 1.005273348971717162e+00 4.369779451430948897e-03
9.225000000000000000e+01 1.007328469595542897e+00 4.249611743917924150e-03
9.230000000000001137e+01 1.009603936242550404e+00 4.150113769967571017e-03
9.235000000000000853e+01 1.012084084952466156e+00 4.079779886746580202e-03
9.240000000000000568e+01 1.014743561576716857e+00 4.041783497471963978e-03
9.245000000000000284e+01 1.017546356698922905e+00 4.033802703665643509e-03
9.250000000000000000e+01 1.020445483428742639e+00 4.049420496905548582e-03
9.255000000000001137e+01 1.023383412244648349e+00 4.080464769635518303e-03
9.260000000000000853e+01 1.026293357511011584e+00 4.119324218624043077e-03
9.265000000000000568e+01 1.029101473664570499e+00 4.160486195721671207e-03
9.270000000000000284e+01 1.031729957306943168e+00 4.201004470243614383e-03
9.275000000000000000e+01 1.034100960751247023e+00 4.240012560659624230e-03
9.280000000000001137e+01 1.036141107140891249e+00 4.277653078276185197e-03
9.285000000000000853e+01 1.037786271804617133e+00 4.313912217349069773e-03
9.290000000000000568e+01 1.038986184000733504e+00 4.347833558353010261e-03
9.295000000000000284e+01 1.039708338484669259e+00 4.377420321984375716e-03
9.300000000000000000e+01 1.039940715716918263e+00 4.400254303896010064e-03
9.305000000000001137e+01 1.039692908389972192e+00 4.414571968758261057e-03
9.310000000000000853e+01 1.038995434320227007e+00 4.420363680862036959e-03
9.315000000000000568e+01 1.037897252137305992e+00 4.420053425750897387e-03
9.320000000000000284e+01 1.036461739954568806e+00 4.418450149214350926e-03
9.325000000000000000e+01 1.034761597838403269e+00 4.421887566808425062e-03
9.330000000000001137e+01 1.032873253357812215e+00 4.436741208681348365e-03
9.335000000000000853e+01 1.030871369133913085e+00 4.467765653356591329e-03
9.340000000000000568e+01 1.028823980406587957e+00 4.516818980281667173e-03
9.345000000000000284e+01 1.026788656458585969e+00 4.582422824425932094e-03
9.350000000000000000e+01 1.024809917613141996e+00 4.660258590851832326e-03
9.355000000000001137e+01 1.022917981862065506e+00 4.744313182489268491e-03
9.360000000000000853e+01 1.021128784227961717e+00 4.828185431777252436e-03
9.365000000000000568e+01 1.019445117584283356e+00 4.906118097537088760e-03
9.370000000000000284e+01 1.017858685305806921e+00 4.973529825730299211e-03
9.375000000000000000e+01 1.016352826953701438e+00 5.027045779650966134e-03
9.380000000000001137e+01 1.014905669342236250e+00 5.064183078783180379e-03
9.385000000000000853e+01 1.013493459059668478e+00 5.082919680158152001e-03
9.390000000000000568e+01 1.012093843841304519e+00 5.081372267476761025e-03
9.395000000000000284e+01 1.010688887078899034e+00 5.057745698535137495e-03
9.400000000000000000e+01 1.009267622352328475e+00 5.010614668152370277e-03
9.405000000000001137e+01 1.007827984365880836e+00 4.939485693932485662e-03
9.410000000000000853e+01 1.006377990116521737e+00 4.845492929711414480e-03
9.415000000000000568e+01 1.004936089613995609e+00 4.732022836493210427e-03
9.420000000000000284e+01 1.003530657777012003e+00 4.605044425940400983e-03
9.425000000000000000e+01 1.002198655728630206e+00 4.472942324396943052e-03
9.430000000000001137e+01 1.000983547157973996e+00 4.345718585165636583e-03
9.435000000000000853e+01 9.999326097824933202e-01 4.233573112664620712e-03
9.440000000000000568e+01 9.990938292382799402e-01 4.145110633501829581e-03
9.445000000000000284e+01 9.985125991240211274e-01 4.085695390404428702e-03
9.450000000000000000e+01 9.982284729074522023e-01 4.056597504109856617e-03
9.455000000000001137e+01 9.982722178778216104e-01 4.055344620136424640e-03
9.460000000000000853e+01 9.986634058980194961e-01 4.077144984614894385e-03
9.465000000000000568e+01 9.994087391900889905e-01 4.116730293739397258e-03
9.470000000000000284e+01 1.000501252510149541e+00 4.169824706714416948e-03
9.475000000000000000e+01 1.001920459175574374e+00 4.233709225115636632e-03
9.480000000000001137e+01 1.003633423803711455e+00 4.306797635903066544e-03
9.485000000000000853e+01 1.005596658274764188e+00 4.387550110714324471e-03
9.490000000000000568e+01 1.007758659868467799e+00 4.473294776989722617e-03
9.495000000000000284e+01 1.010062852057741045e+00 4.559536994136320458e-03
9.500000000000000000e+01 1.012450657144242427e+00 4.640109086715584266e-03
9.505000000000001137e+01 1.014864429917421207e+00 4.708156552619000706e-03
9.510000000000000853e+01 1.017250012129949921e+00 4.757643189782723159e-03
9.515000000000000568e+01 1.019558723554697233e+00 4.784907206978047250e-03
9.520000000000000284e+01 1.021748678109843489e+00 4.789814537206843990e-03
9.525000000000000000e+01 1.023785392816737971e+00 4.776164429513222141e-03
9.530000000000001137e+01 1.025641733215626017e+00 4.751152382974870372e-03
9.535000000000000853e+01 1.027297302931309719e+00 4.723889494660727523e-03
9.540000000000000568e+01 1.028737431341453679e+00 4.703243233839847839e-03
9.545000000000000284e+01 1.029951938326995720e+00 4.695571698257231495e-03
9.550000000000000000e+01 1.030933857944787979e+00 4.703113980758279362e-03
9.555000000000001137e+01 1.031678284948008617e+00 4.723660611484989565e-03
9.560000000000000853e+01 1.032181472941680722e+00 4.751624666002381148e-03
9.565000000000000568e+01 1.032440266073314961e+00 4.780040915257121985e-03
9.570000000000000284e+01 1.032451894420659322e+00 4.802704181449055088e-03
9.575000000000000000e+01 1.032214114077347089e+00 4.815740133363771193e-03
9.580000000000001137e+01 1.031725633073713677e+00 4.818221296204649486e-03
9.585000000000000853e+01 1.030986738424174876e+00 4.811785567179825522e-03
9.590000000000000568e+01 1.030000029537537110e+00 4.799483257473636383e-03
