        k           c(k)                    s(k)
        5174   7.8514422971080267E-009  -4.3877362350601713E-008
        5175  -7.8374966334466200E-009   4.3885852127539067E-008
        5176   7.8235538504561756E-009  -4.3894331933158826E-008
        5177  -7.8096080468649260E-009   4.3902811982935832E-008
        5178   7.7956539838486315E-009  -4.3911290744887333E-008
        5179  -7.7817032328802386E-009   4.3919773201655843E-008
        5180   7.7677434630167314E-009  -4.3928253057182783E-008
        5181  -7.7537863844140669E-009   4.3936731950583634E-008
        5182   7.7398166720236148E-009  -4.3945212836106026E-008
        5183  -7.7258464240237369E-009   4.3953693288743760E-008
        5184   7.7118733158443179E-009  -4.3962174950632835E-008
        5185  -7.6978969953093871E-009   4.3970655327286632E-008
        5186   7.6839175923741274E-009  -4.3979134545639814E-008
        5187  -7.6699316152434695E-009   4.3987615599831877E-008
        5188   7.6559424245782300E-009  -4.3996095909278692E-008
        5189  -7.6419665964472683E-009   4.4004515556340018E-008
        5190   7.6279535332493889E-009  -4.4013056727667215E-008
        5191  -7.6139547747032651E-009   4.4021538059647121E-008
        5192   7.5999502551133725E-009  -4.4030016563102801E-008
        5193  -7.5859415831375796E-009   4.4038495852991304E-008
        5194   7.5719310996361392E-009  -4.4046978381437435E-008
        5195  -7.5579167017853855E-009   4.4055458032573632E-008
        5196   7.5438941729875442E-009  -4.4063940978886527E-008
        5197  -7.5298725227187233E-009   4.4072418613181371E-008
        5198   7.5158466738634369E-009  -4.4080902604702431E-008
        5199  -7.5018149092080742E-009   4.4089380278540161E-008
        5200   7.4877806134014246E-009  -4.4097860832937046E-008
        5201  -7.4737446958993755E-009   4.4106344563743058E-008
        5202   7.4596961412756171E-009  -4.4114818175410673E-008
        5203  -7.4456547360842720E-009   4.4123299317780560E-008
        5204   7.4316049455784572E-009  -4.4131781820568370E-008
        5205  -7.4175490790681425E-009   4.4140263314958373E-008
        5206   7.4034941148715333E-009  -4.4148742144650487E-008
        5207  -7.3894318400623054E-009   4.4157222054131733E-008
        5208   7.3753677151975955E-009  -4.4165702392169297E-008
        5209  -7.3612936276533326E-009   4.4174182216073109E-008
        5210   7.3472237112110102E-009  -4.4182663915140154E-008
        5211  -7.3331470728100860E-009   4.4191144357499991E-008
        5212   7.3190678942183394E-009  -4.4199622532555916E-008
        5213  -7.3049813472259983E-009   4.4208104696445843E-008
        5214   7.2908933656444476E-009  -4.4216585109915080E-008
        5215  -7.2767987973449636E-009   4.4225064733292312E-008
        5216   7.2627035821562535E-009  -4.4233545365678908E-008
        5217  -7.2486035803233720E-009   4.4242028581063678E-008
        5218   7.2345033734814122E-009  -4.4250504738988566E-008
        5219  -7.2203894081409887E-009   4.4258987553614943E-008
        5220   7.2062793052843572E-009  -4.4267467795275405E-008
        5221  -7.1921615567695305E-009   4.4275947499032675E-008
        5222   7.1780435874433789E-009  -4.4284428183914985E-008
        5223  -7.1639198957388186E-009   4.4292909436324617E-008
        5224   7.1497912298095585E-009  -4.4301388853398504E-008
        5225  -7.1356601954677577E-009   4.4309868871211875E-008
        5226   7.1215256861224688E-009  -4.4318349470692935E-008
        5227  -7.1073833883431112E-009   4.4326832237148549E-008
        5228   7.0932400457316726E-009  -4.4335307845857274E-008
        5229  -7.0790952159201139E-009   4.4343789913563222E-008
        5230   7.0649374734368638E-009  -4.4352264186683948E-008
        5231  -7.0507879753353535E-009   4.4360751903533836E-008
        5232   7.0366258124378734E-009  -4.4369234787423791E-008
        5233  -7.0224528490300591E-009   4.4377720578652694E-008
        5234   7.0082986161363464E-009  -4.4386192709261178E-008
        5235  -6.9941280036583129E-009   4.4394673304208918E-008
        5236   6.9799536466983413E-009  -4.4403151726166477E-008
        5237  -6.9657811893418910E-009   4.4411631193703199E-008
        5238   6.9515882165357501E-009  -4.4420114118665782E-008
        5239  -6.9374043611515959E-009   4.4428595219478539E-008
        5240   6.9232106873409879E-009  -4.4437073147021272E-008
        5241  -6.9090188508193814E-009   4.4445554993485602E-008
        5242   6.8948228712631182E-009  -4.4454032854975012E-008
        5243  -6.8806129802139121E-009   4.4462516730474580E-008
        5244   6.8664101713765847E-009  -4.4470996437411613E-008
        5245  -6.8522008987834029E-009   4.4479474176814776E-008
        5246   6.8379863938711942E-009  -4.4487955921245517E-008
        5247  -6.8237666547968151E-009   4.4496433976744435E-008
        5248   6.8095447315158443E-009  -4.4504921769911992E-008
        5249  -6.7953280828784426E-009   4.4513394384816646E-008
        5250   6.7810883118136741E-009  -4.4521878652880410E-008
        5251  -6.7668536720609474E-009   4.4530358937805621E-008
        5252   6.7526164121439356E-009  -4.4538839153391020E-008
        5253  -6.7383748015946562E-009   4.4547318204011350E-008
        5254   6.7241255622329729E-009  -4.4555802481937966E-008
        5255  -6.7098747299072477E-009   4.4564279424244162E-008
        5256   6.6956225467604833E-009  -4.4572761252663302E-008
        5257  -6.6813659636773574E-009   4.4581243479828285E-008
        5258   6.6671016763484615E-009  -4.4589721704061248E-008
        5259  -6.6528348020589720E-009   4.4598201695899507E-008
        5260   6.6385658819612982E-009  -4.4606682723191498E-008
        5261  -6.6242868162249549E-009   4.4615172039873171E-008
        5262   6.6100101933316315E-009  -4.4623643351582060E-008
        5263  -6.5957301814256047E-009   4.4632121934211604E-008
        5264   6.5814423535738792E-009  -4.4640601483119394E-008
        5265  -6.5671505210316942E-009   4.4649083581433725E-008
        5266   6.5528572341136100E-009  -4.4657562709376304E-008
        5267  -6.5385563509227397E-009   4.4666043684701129E-008
        5268   6.5242547244977276E-009  -4.4674524245745528E-008
        5269  -6.5099497991707653E-009   4.4683006040459534E-008
        5270   6.4956432521348509E-009  -4.4691482587499499E-008
        5271  -6.4813238477080034E-009   4.4699966101429501E-008
        5272   6.4670041791966117E-009  -4.4708446640054632E-008
        5273  -6.4526825923250011E-009   4.4716913661795753E-008
        5274   6.4383559869661371E-009  -4.4725405957817563E-008
        5275  -6.4240230347555180E-009   4.4733887537920524E-008
        5276   6.4096912587551782E-009  -4.4742370712813731E-008
        5277  -6.3953493983329342E-009   4.4750848190559946E-008
        5278   6.3810090628410457E-009  -4.4759326480641251E-008
        5279  -6.3666601450080478E-009   4.4767810623300093E-008
        5280   6.3523078955437465E-009  -4.4776286503020397E-008
        5281  -6.3379545186176061E-009   4.4784770679231909E-008
        5282   6.3235949179237623E-009  -4.4793253226737976E-008
        5283  -6.3092283246544544E-009   4.4801729747255645E-008
        5284   6.2948602319470946E-009  -4.4810209414598970E-008
        5285  -6.2804893944464098E-009   4.4818689683234043E-008
        5286   6.2661098880175195E-009  -4.4827169019648371E-008
        5287  -6.2517385572048462E-009   4.4835650092852936E-008
        5288   6.2373498807295064E-009  -4.4844129622465315E-008
        5289  -6.2229631495432569E-009   4.4852611995099736E-008
        5290   6.2085711602475214E-009  -4.4861092108348309E-008
        5291  -6.1941739029082975E-009   4.4869572544147028E-008
        5292   6.1797717923413363E-009  -4.4878053595528636E-008
        5293  -6.1653703866955227E-009   4.4886532394517500E-008
        5294   6.1509631628955909E-009  -4.4895016373878554E-008
        5295  -6.1365450700366425E-009   4.4903492833738500E-008
        5296   6.1221327792991727E-009  -4.4911974847441016E-008
        5297  -6.1077079817339897E-009   4.4920453920279020E-008
        5298   6.0932852415101916E-009  -4.4928934146301559E-008
        5299  -6.0788564387395530E-009   4.4937415518203822E-008
        5300   6.0644204565989688E-009  -4.4945899367640187E-008
        5301  -6.0499824149757003E-009   4.4954368497859766E-008
        5302   6.0355435437615870E-009  -4.4962855981917895E-008
        5303  -6.0210967252642342E-009   4.4971337692009921E-008
        5304   6.0066465864112807E-009  -4.4979816704562896E-008
        5305  -5.9921927245842497E-009   4.4988297873231462E-008
        5306   5.9777349742796797E-009  -4.4996778439913713E-008
        5307  -5.9632761021917793E-009   4.5005253333023592E-008
        5308   5.9488047818772932E-009  -4.5013734294606155E-008
        5309  -5.9343352428798714E-009   4.5022218996964040E-008
        5310   5.9198604424254894E-009  -4.5030700091557881E-008
        5311  -5.9053828513024780E-009   4.5039178497204973E-008
        5312   5.8909031760447355E-009  -4.5047651377402040E-008
        5313  -5.8764116843656707E-009   4.5056141713101618E-008
        5314   5.8619195589839886E-009  -4.5064620624800074E-008
        5315  -5.8474239046868654E-009   4.5073100380820972E-008
        5316   5.8329270547586914E-009  -4.5081592188284342E-008
        5317  -5.8184174213144098E-009   4.5090063665388273E-008
        5318   5.8039113404618342E-009  -4.5098541736064327E-008
        5319  -5.7894019832993712E-009   4.5107023801113980E-008
        5320   5.7748806203190188E-009  -4.5115503703746116E-008
        5321  -5.7603626887436747E-009   4.5123985643065587E-008
        5322   5.7458392442848866E-009  -4.5132465002641184E-008
        5323  -5.7313105859791661E-009   4.5140943304655489E-008
        5324   5.7167754363653036E-009  -4.5149425564454957E-008
        5325  -5.7022436035020696E-009   4.5157910576864170E-008
        5326   5.6876942736486507E-009  -4.5166383514784838E-008
        5327  -5.6731489788297996E-009   4.5174868653713668E-008
        5328   5.6585972787342488E-009  -4.5183350454482265E-008
        5329  -5.6440443063003436E-009   4.5191824734411442E-008
        5330   5.6294886059053521E-009  -4.5200303501182561E-008
        5331  -5.6149255226085621E-009   4.5208788050129226E-008
        5332   5.6003555865712833E-009  -4.5217269119698326E-008
        5333  -5.5857856549385758E-009   4.5225748641484120E-008
        5334   5.5712104922607791E-009  -4.5234229290704649E-008
        5335  -5.5566274483683127E-009   4.5242706517227668E-008
        5336   5.5420573012910810E-009  -4.5251180381287385E-008
        5337  -5.5274422685420641E-009   4.5259735034035016E-008
        5338   5.5128655084278914E-009  -4.5268152397700498E-008
        5339  -5.4982703901417483E-009   4.5276628753490589E-008
        5340   5.4836674520067786E-009  -4.5285113272309986E-008
        5341  -5.4690623656607294E-009   4.5293590390328085E-008
        5342   5.4544509691089585E-009  -4.5302073853144731E-008
        5343  -5.4398394711571794E-009   4.5310549396166051E-008
        5344   5.4252246978712948E-009  -4.5319030786171102E-008
        5345  -5.4105969657131537E-009   4.5327508260695204E-008
        5346   5.3959743475740299E-009  -4.5335996288233389E-008
        5347  -5.3813415627085043E-009   4.5344471289180728E-008
        5348   5.3667089785423535E-009  -4.5352954739169907E-008
        5349  -5.3520694198527048E-009   4.5361432850605187E-008
        5350   5.3374284808381653E-009  -4.5369911450785253E-008
        5351  -5.3227697433574743E-009   4.5378396666855068E-008
        5352   5.3081233823833954E-009  -4.5386873587792317E-008
        5353  -5.2934684916113549E-009   4.5395355617971317E-008
        5354   5.2788073837259017E-009  -4.5403835172273013E-008
        5355  -5.2641429674788343E-009   4.5412314630487291E-008
        5356   5.2494727333893569E-009  -4.5420793772985284E-008
        5357  -5.2348051462846159E-009   4.5429275931672735E-008
        5358   5.2201247749048257E-009  -4.5437759345778211E-008
        5359  -5.2054399531190629E-009   4.5446237058914882E-008
        5360   5.1907536402436049E-009  -4.5454714636980291E-008
        5361  -5.1760626605825257E-009   4.5463200611527453E-008
        5362   5.1613686752555264E-009  -4.5471665198191152E-008
        5363  -5.1466678546572458E-009   4.5480158402591423E-008
        5364   5.1319633357369346E-009  -4.5488637249620608E-008
        5365  -5.1172563656523519E-009   4.5497119649709060E-008
        5366   5.1025460850648557E-009  -4.5505598661747039E-008
        5367  -5.0878292878395442E-009   4.5514079659829946E-008
        5368   5.0731066841152878E-009  -4.5522559981482505E-008
        5369  -5.0583774407098221E-009   4.5531034364675163E-008
        5370   5.0436534266553798E-009  -4.5539520107274210E-008
        5371  -5.0289175371312543E-009   4.5548005680348083E-008
        5372   5.0141789290243915E-009  -4.5556483638433130E-008
        5373  -4.9994399015752334E-009   4.5564959726926728E-008
        5374   4.9846902802511226E-009  -4.5573441841338072E-008
        5375  -4.9699379984575109E-009   4.5581924561737116E-008
        5376   4.9551821311259996E-009  -4.5590405086165975E-008
        5377  -4.9404237503699070E-009   4.5598882978727941E-008
        5378   4.9256575982830350E-009  -4.5607365613146365E-008
        5379  -4.9108905941216757E-009   4.5615846097774840E-008
        5380   4.8961162378769645E-009  -4.5624322157160997E-008
        5381  -4.8813393305045414E-009   4.5632801953700562E-008
        5382   4.8665585785918723E-009  -4.5641283082548416E-008
        5383  -4.8517724916184680E-009   4.5649767176665493E-008
        5384   4.8369813396997472E-009  -4.5658248064434217E-008
