30618.9 0
453.472 75.2199
79.7118 26.473
32.8219 16.3511
18.003 11.9592
11.391 9.45989
7.8614 7.83569
5.75368 6.69203
4.39384 5.84185
3.4652 5.18446
2.80276 4.66069
2.31361 4.23342
1.94212 3.87815
1.65334 3.57805
1.42441 3.32116
1.23985 3.09876
1.08889 2.90434
0.963835 2.7329
0.859081 2.58061
0.770457 2.44441
0.694813 2.32189
0.629731 2.21107
0.573333 2.11036
0.524139 2.01844
0.480971 1.93419
0.442885 1.8567
0.409113 1.78519
0.379026 1.71898
0.352108 1.65751
0.327928 1.60029
0.306127 1.54688
0.286404 1.49693
0.268501 1.45011
0.252202 1.40613
0.237321 1.36474
0.223698 1.32571
0.211195 1.28886
0.199692 1.254
0.189086 1.22098
0.179285 1.18965
0.170211 1.15989
0.161792 1.13158
0.153968 1.10462
0.146684 1.07892
0.139891 1.05439
0.133546 1.03095
0.12761 1.00852
0.122049 0.987056
0.116832 0.966483
0.111932 0.94675
0.107322 0.927808
0.102981 0.909608
0.0988884 0.892109
0.0950251 0.875271
0.0913745 0.859057
0.0879212 0.843432
0.0846513 0.828366
0.0815521 0.813828
0.0786118 0.799793
0.0758197 0.786233
0.0731661 0.773125
0.070642 0.760447
0.068239 0.748179
0.0659496 0.736299
0.0637667 0.724792
0.0616837 0.713638
0.0596948 0.702823
0.0577942 0.69233
0.0559769 0.682147
0.054238 0.672258
0.0525731 0.662652
0.0509781 0.653317
0.0494491 0.644241
0.0479825 0.635414
0.0465749 0.626826
0.0452233 0.618466
0.0439247 0.610327
0.0426764 0.602399
0.0414758 0.594674
0.0403205 0.587145
0.0392082 0.579805
0.0381369 0.572645
0.0371046 0.565661
0.0361093 0.558844
0.0351494 0.55219
0.0342232 0.545693
0.033329 0.539346
0.0324656 0.533146
0.0316314 0.527086
0.0308252 0.521163
0.0300457 0.515371
0.0292917 0.509707
0.0285622 0.504166
0.0278562 0.498744
0.0271725 0.493437
0.0265103 0.488242
0.0258687 0.483155
0.0252469 0.478174
0.0246439 0.473293
0.0240592 0.468512
0.0234919 0.463826
0.0229414 0.459233
0.022407 0.45473
0.0218881 0.450315
0.0213841 0.445984
0.0208944 0.441736
0.0204185 0.437568
0.0199559 0.433478
0.0195061 0.429463
0.0190686 0.425523
0.018643 0.421654
0.0182288 0.417855
0.0178257 0.414123
0.0174332 0.410458
0.0170511 0.406857
0.0166788 0.403318
0.0163162 0.399841
0.0159627 0.396423
0.0156183 0.393063
0.0152825 0.389759
0.014955 0.386511
0.0146357 0.383316
0.0143241 0.380174
0.0140201 0.377082
0.0137235 0.374041
0.0134339 0.371048
0.0131512 0.368103
0.0128752 0.365204
0.0126056 0.36235
0.0123423 0.359541
0.012085 0.356775
0.0118335 0.354051
0.0115878 0.351368
0.0113476 0.348726
