# NO SAMPLE - One Arm Scan
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; source has bandpass filter

SAMPLE: 605-606 etalon with a 2" spacing.

NOTE: 4" fixed-arm and 5" system apertures were swapped by Albert few days ago; 
KLT found that 5" stop was low, both were off-axis; 
SO -- put both on-axis, proper height (nom 10.9" above table, centered on the 
appropriate dashed lines on table, not centered on moving mirror)

also note that aluminum tape was put over backside of 4" stop 






# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 1589254920.000000 178.025500 0.000100375
1 1589255000.000000 178.181000 0.000100315
2 1589255080.000000 178.334000 0.000100345
3 1589255160.000000 178.489000 0.000100375
4 1589255240.000000 178.641500 0.000100255
5 1589255320.000000 178.794000 0.000100315
6 1589255400.000000 178.951500 0.000100285
7 1589255480.000000 179.103000 0.000100255
8 1589255560.000000 179.261000 0.000100285
9 1589255640.000000 179.414500 0.000100226
10 1589255720.000000 179.567000 0.000100345
11 1589255800.000000 179.724000 0.000100285
12 1589255880.000000 179.879000 0.000100315
13 1589255960.000000 180.033500 0.000100226
14 1589256040.000000 180.188000 0.000100255
15 1589256120.000000 180.343500 0.000100285
16 1589256200.000000 180.501000 0.000100315
17 1589256280.000000 180.651000 0.000100315
18 1589256360.000000 180.806000 0.000100285
19 1589256440.000000 180.962000 0.000100226
20 1589256521.000000 181.116000 0.000100285
21 1589256600.000000 181.271500 0.000100285
22 1589256680.000000 181.423000 0.000100285
23 1589256760.000000 181.583500 0.000100255
24 1589256840.000000 181.737500 0.000100226
25 1589256920.000000 181.893500 0.000100226
26 1589257000.000000 182.053000 0.000100226
27 1589257080.000000 182.204000 0.000100345
28 1589257160.000000 182.360500 0.000100315
29 1589257240.000000 182.518500 0.000100196
30 1589257320.000000 182.671000 0.000100285
31 1589257400.000000 182.829500 0.000100226
32 1589257480.000000 182.985000 0.000100285
33 1589257560.000000 183.138000 0.000100255
34 1589257640.000000 183.296500 0.000100315
35 1589257720.000000 183.450500 0.000100315
36 1589257800.000000 183.604000 0.000100285
37 1589257880.000000 183.760000 0.000100315
38 1589257960.000000 183.911000 0.000100315
39 1589258040.000000 184.069000 0.000100315
40 1589258120.000000 184.225000 0.000100315
41 1589258200.000000 184.380000 0.000100345
42 1589258280.000000 184.536000 0.000100404
43 1589258360.000000 184.688500 0.000100315
44 1589258440.000000 184.844500 0.000100404
45 1589258520.000000 185.001000 0.000100375
46 1589258600.000000 185.153500 0.000100404
47 1589258680.000000 185.311500 0.000100524
48 1589258760.000000 185.465500 0.000100404
49 1589258840.000000 185.618500 0.000100404
50 1589258920.000000 185.775500 0.000100434
51 1589259000.000000 185.929500 0.000100494
52 1589259080.000000 186.086000 0.000100494
53 1589259160.000000 186.237500 0.000100434
54 1589259240.000000 186.394500 0.000100494
55 1589259320.000000 186.551500 0.000100464
56 1589259400.000000 186.704000 0.000100494
57 1589259480.000000 186.862500 0.000100524
58 1589259560.000000 187.020000 0.000100464
59 1589259640.000000 187.172500 0.000100494
60 1589259720.000000 187.327500 0.000100554
61 1589259800.000000 187.478000 0.000100524
62 1589259880.000000 187.637500 0.000100554
63 1589259960.000000 187.793000 0.000100494
64 1589260040.000000 187.946500 0.000100464
65 1589260120.000000 188.102500 0.000100375
66 1589260200.000000 188.254500 0.000100404
67 1589260280.000000 188.414000 0.000100494
68 1589260360.000000 188.569000 0.000100494
69 1589260440.000000 188.720000 0.000100554
70 1589260520.000000 188.875500 0.000100434
71 1589260600.000000 189.032000 0.000100554
72 1589260680.000000 189.187000 0.000100494
73 1589260760.000000 189.342000 0.000100554
74 1589260840.000000 189.497000 0.000100554
75 1589260920.000000 189.651500 0.000100554
