# #NO SAMPLE
FTS 95 GHz source w/rect feedhorn and 95 GHz diode detector w/ 
circular feedhorn and circ - rect transition; 
95 GHz source does NOT have bandpass filter

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 4052148480.000000 168.029500 0.000216425
1 4052148580.000000 168.180500 0.000216425
2 4052148660.000000 168.334500 0.000216276
3 4052148740.000000 168.488000 0.000216336
4 4052148820.000000 168.644000 0.000216396
5 4052148900.000000 168.800500 0.000216515
6 4052148980.000000 168.953000 0.000216574
7 4052149060.000000 169.108500 0.000216574
8 4052149140.000000 169.264000 0.000216485
9 4052149220.000000 169.420000 0.000216396
10 4052149300.000000 169.574000 0.000216366
11 4052149380.000000 169.726500 0.000216366
12 4052149460.000000 169.882500 0.000216276
13 4052149540.000000 170.039500 0.000216396
14 4052149620.000000 170.189500 0.000216396
15 4052149700.000000 170.343000 0.000216396
16 4052149780.000000 170.499000 0.000216455
17 4052149860.000000 170.654500 0.000216455
18 4052149940.000000 170.810000 0.000216396
19 4052150020.000000 170.965000 0.000216306
20 4052150100.000000 171.120500 0.000216276
21 4052150180.000000 171.278500 0.000216276
22 4052150260.000000 171.433500 0.000216276
23 4052150340.000000 171.590000 0.000216247
24 4052150420.000000 171.745000 0.000216306
25 4052150500.000000 171.900500 0.000216366
26 4052150580.000000 172.057000 0.000216366
27 4052150660.000000 172.209500 0.000216336
28 4052150740.000000 172.365500 0.000216276
29 4052150820.000000 172.521500 0.000216276
30 4052150900.000000 172.677000 0.000216247
31 4052150980.000000 172.833500 0.000216276
32 4052151060.000000 172.988500 0.000216306
33 4052151140.000000 173.145500 0.000216336
34 4052151220.000000 173.298500 0.000216276
35 4052151300.000000 173.453500 0.000216247
36 4052151380.000000 173.609000 0.000216366
37 4052151460.000000 173.761000 0.000216306
38 4052151540.000000 173.919500 0.000216276
39 4052151620.000000 174.071000 0.000216247
40 4052151700.000000 174.227500 0.000216247
41 4052151780.000000 174.383500 0.000216276
42 4052151860.000000 174.535500 0.000216306
43 4052151940.000000 174.693000 0.000216247
44 4052152020.000000 174.849000 0.000216366
45 4052152100.000000 175.003000 0.000216306
46 4052152180.000000 175.159000 0.000216276
47 4052152260.000000 175.313500 0.000216247
48 4052152340.000000 175.470000 0.000216157
49 4052152420.000000 175.621500 0.000216157
50 4052152500.000000 175.773000 0.000216217
51 4052152580.000000 175.931000 0.000216217
52 4052152660.000000 176.086000 0.000216366
53 4052152740.000000 176.240500 0.000216306
54 4052152820.000000 176.397000 0.000216247
55 4052152900.000000 176.551500 0.000216157
56 4052152980.000000 176.709000 0.000216247
57 4052153060.000000 176.864500 0.000216247
58 4052153140.000000 177.018000 0.000216217
59 4052153220.000000 177.176000 0.000216247
60 4052153300.000000 177.330000 0.000216247
