# # SAMPLE
FTS 95 GHz source w/rect feedhorn and 95 GHz diode detector w/ 
circular feedhorn and circ - rect transition; 
95 GHz source does NOT have bandpass filter

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
61 4054112280.000000 177.476500 0.000192703
62 4054112360.000000 177.631500 0.000192762
63 4054112440.000000 177.788500 0.000192792
64 4054112520.000000 177.942000 0.000192852
65 4054112600.000000 178.095500 0.000192852
66 4054112680.000000 178.254000 0.000192792
67 4054112760.000000 178.408000 0.000192643
68 4054112840.000000 178.561500 0.000192673
69 4054112920.000000 178.718000 0.000192673
70 4054113000.000000 178.870000 0.000192703
71 4054113080.000000 179.025500 0.000192643
72 4054113160.000000 179.180500 0.000192703
73 4054113240.000000 179.336000 0.000192703
74 4054113320.000000 179.492500 0.000192673
75 4054113400.000000 179.643500 0.000192762
76 4054113480.000000 179.799500 0.000192643
77 4054113560.000000 179.957000 0.000192703
78 4054113640.000000 180.112500 0.000192643
79 4054113720.000000 180.265500 0.000192643
80 4054113800.000000 180.417000 0.000192643
81 4054113880.000000 180.573000 0.000192613
82 4054113960.000000 180.728500 0.000192643
83 4054114040.000000 180.882500 0.000192613
84 4054114120.000000 181.036000 0.000192613
85 4054114200.000000 181.193500 0.000192584
86 4054114280.000000 181.345500 0.000192524
87 4054114360.000000 181.503500 0.000192584
88 4054114440.000000 181.660000 0.000192524
89 4054114520.000000 181.817500 0.000192643
90 4054114600.000000 181.972000 0.000192584
91 4054114680.000000 182.127000 0.000192703
92 4054114760.000000 182.284500 0.000192613
93 4054114840.000000 182.436500 0.000192524
94 4054114920.000000 182.593000 0.000192494
95 4054115000.000000 182.750500 0.000192494
96 4054115080.000000 182.903000 0.000192464
97 4054115160.000000 183.061500 0.000192464
98 4054115240.000000 183.216500 0.000192524
99 4054115320.000000 183.371500 0.000192584
100 4054115400.000000 183.526500 0.000192613
101 4054115480.000000 183.680000 0.000192584
102 4054115560.000000 183.834500 0.000192524
103 4054115640.000000 183.990500 0.000192464
104 4054115720.000000 184.143500 0.000192435
105 4054115800.000000 184.301000 0.000192345
106 4054115880.000000 184.456000 0.000192315
107 4054115960.000000 184.610000 0.000192405
108 4054116040.000000 184.765500 0.000192464
109 4054116120.000000 184.919500 0.000192554
110 4054116200.000000 185.075500 0.000192554
111 4054116280.000000 185.228500 0.000192613
112 4054116360.000000 185.385500 0.000192494
113 4054116440.000000 185.539000 0.000192435
114 4054116520.000000 185.693000 0.000192286
115 4054116600.000000 185.846500 0.000192315
116 4054116680.000000 186.002500 0.000192345
117 4054116760.000000 186.156500 0.000192435
118 4054116840.000000 186.314000 0.000192464
119 4054116920.000000 186.468000 0.000192613
120 4054117000.000000 186.625500 0.000192613
121 4054117080.000000 186.783500 0.000192554
122 4054117160.000000 186.936000 0.000192464
123 4054117240.000000 187.091000 0.000192315
124 4054117320.000000 187.247500 0.000192226
125 4054117400.000000 187.406500 0.000192137
126 4054117480.000000 187.558000 0.000192196
127 4054117560.000000 187.711000 0.000192345
128 4054117640.000000 187.867500 0.000192405
129 4054117721.000000 188.023500 0.000192494
130 4054117800.000000 188.178500 0.000192554
131 4054117880.000000 188.335000 0.000192494
132 4054117960.000000 188.485000 0.000192405
133 4054118040.000000 188.643000 0.000192315
134 4054118120.000000 188.797000 0.000192107
135 4054118200.000000 188.950000 0.000192077
