# #NO  SAMPLE
FTS 95 GHz source w/rect feedhorn and 95 GHz diode detector w/ 
circular feedhorn and circ - rect transition; 
95 GHz source does NOT have bandpass filter

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 4057024040.000000 168.011000 0.000215919
1 4057024120.000000 168.156500 0.000215859
2 4057024200.000000 168.305500 0.000215859
3 4057024280.000000 168.461500 0.000215829
4 4057024360.000000 168.617000 0.000215859
5 4057024440.000000 168.774500 0.000215949
6 4057024520.000000 168.925000 0.000216068
7 4057024600.000000 169.078000 0.000216038
8 4057024680.000000 169.232500 0.000216008
9 4057024760.000000 169.388500 0.000215889
10 4057024840.000000 169.543500 0.000215859
11 4057024920.000000 169.694500 0.000215919
12 4057025000.000000 169.851000 0.000215949
13 4057025080.000000 170.006000 0.000215919
14 4057025160.000000 170.161000 0.000215859
15 4057025240.000000 170.314500 0.000215978
16 4057025320.000000 170.470000 0.000216068
17 4057025400.000000 170.626000 0.000216098
18 4057025480.000000 170.781000 0.000215949
19 4057025560.000000 170.932500 0.000215889
20 4057025640.000000 171.090500 0.000215829
21 4057025720.000000 171.247500 0.0002158
22 4057025800.000000 171.401500 0.000215859
23 4057025880.000000 171.560000 0.00021577
24 4057025960.000000 171.716000 0.000215859
25 4057026040.000000 171.870000 0.000215859
26 4057026120.000000 172.025000 0.000215859
27 4057026200.000000 172.183500 0.000215949
28 4057026280.000000 172.336500 0.000215949
29 4057026360.000000 172.491000 0.000215859
30 4057026440.000000 172.650500 0.00021577
31 4057026520.000000 172.805000 0.00021574
32 4057026600.000000 172.959000 0.00021577
33 4057026680.000000 173.115500 0.00021574
34 4057026760.000000 173.266500 0.00021577
35 4057026840.000000 173.424000 0.00021577
36 4057026920.000000 173.579500 0.000215829
37 4057027001.000000 173.731000 0.00021574
38 4057027080.000000 173.888500 0.00021568
39 4057027160.000000 174.044000 0.000215621
40 4057027240.000000 174.198000 0.00021568
41 4057027320.000000 174.354000 0.00021571
42 4057027400.000000 174.509500 0.00021577
43 4057027480.000000 174.663500 0.00021571
44 4057027560.000000 174.819000 0.0002158
45 4057027640.000000 174.973000 0.00021577
46 4057027720.000000 175.129000 0.00021577
47 4057027800.000000 175.282000 0.00021577
48 4057027880.000000 175.440000 0.00021577
49 4057027960.000000 175.592000 0.000215651
50 4057028040.000000 175.746000 0.00021574
51 4057028120.000000 175.901000 0.00021577
52 4057028200.000000 176.055500 0.0002158
53 4057028280.000000 176.212000 0.00021577
54 4057028360.000000 176.366000 0.00021577
55 4057028440.000000 176.522000 0.00021571
56 4057028520.000000 176.679500 0.0002158
57 4057028600.000000 176.834500 0.00021571
58 4057028680.000000 176.989000 0.000215621
59 4057028760.000000 177.144000 0.000215651
60 4057028840.000000 177.300500 0.000215591
