# NO SAMPLE
FTS 150 GHz source and diode detecyot

For the B3#18 15/40 6" etalon. Second no sample scan. Width of etalon 2 inches.


for 20160330_002 put on small (~1.5" OD) ring of AN-73(?) around detector feedhorn
also sped up lockin filter (had been 100ms for 20160329_001, actually taken 30th, 
and changed it to 30ms), and slowed down mirror to 1.5mm/sec

now for 20160330_003 put bigger piece of eccosorb in front of detector, w/probably 
same hole that the little disk came out of 


# Center Position 388.300000
# half-wdth 215.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 1725236720.000000 172.922000 0.000210793
1 1725236800.000000 173.035000 0.000210703
2 1725236880.000000 173.152000 0.000210763
3 1725236960.000000 173.263500 0.000210644
4 1725237040.000000 173.380000 0.000210584
5 1725237120.000000 173.493000 0.000210584
6 1725237200.000000 173.607000 0.000210584
7 1725237280.000000 173.721000 0.000210733
8 1725237360.000000 173.836500 0.000210793
9 1725237440.000000 173.953000 0.000210763
10 1725237520.000000 174.069000 0.000210763
11 1725237600.000000 174.183500 0.000210644
12 1725237680.000000 174.297500 0.000210703
13 1725237760.000000 174.415500 0.000210674
14 1725237840.000000 174.530500 0.000210674
15 1725237920.000000 174.646000 0.000210733
16 1725238000.000000 174.760500 0.000210852
17 1725238080.000000 174.877000 0.000210942
18 1725238160.000000 174.988000 0.000211001
19 1725238240.000000 175.105500 0.000211031
20 1725238320.000000 175.220500 0.000210882
21 1725238400.000000 175.334500 0.000210793
22 1725238480.000000 175.449500 0.000210674
23 1725238560.000000 175.565500 0.000210644
24 1725238640.000000 175.680000 0.000210703
25 1725238720.000000 175.795000 0.000210644
26 1725238800.000000 175.913000 0.000210793
27 1725238880.000000 176.025500 0.000210823
28 1725238960.000000 176.144000 0.000210912
29 1725239040.000000 176.260000 0.000210793
30 1725239120.000000 176.377000 0.000210793
31 1725239200.000000 176.492500 0.000210733
32 1725239280.000000 176.610000 0.000210733
33 1725239360.000000 176.724500 0.000210703
34 1725239440.000000 176.840500 0.000210763
35 1725239520.000000 176.959000 0.000210852
36 1725239600.000000 177.069500 0.000210793
37 1725239680.000000 177.188000 0.000210912
38 1725239761.000000 177.302000 0.000210793
39 1725239840.000000 177.418500 0.000210733
40 1725239920.000000 177.532500 0.000210614
41 1725240000.000000 177.651500 0.000210644
42 1725240080.000000 177.764500 0.000210554
