# NO  SAMPLE
FTS 150 GHz source and diode detecyot

For the B3#18 15/40 6" etalon. Fourth no sample scan. Width of etalon 2 inches.


for 20160330_002 put on small (~1.5" OD) ring of AN-73(?) around detector feedhorn
also sped up lockin filter (had been 100ms for 20160329_001, actually taken 30th, 
and changed it to 30ms), and slowed down mirror to 1.5mm/sec

now for 20160330_003 put bigger piece of eccosorb in front of detector, w/probably 
same hole that the little disk came out of 


# Center Position 388.300000
# half-wdth 215.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 1727826420.000000 172.917500 0.000211001
1 1727826500.000000 173.020500 0.000210823
2 1727826580.000000 173.138000 0.000210793
3 1727826660.000000 173.252500 0.000210823
4 1727826740.000000 173.368500 0.000210793
5 1727826820.000000 173.481500 0.000210703
6 1727826900.000000 173.599500 0.000210703
7 1727826980.000000 173.712000 0.000210852
8 1727827060.000000 173.831000 0.000210852
9 1727827140.000000 173.944000 0.000210912
10 1727827220.000000 174.057500 0.000210763
11 1727827300.000000 174.173000 0.000210733
12 1727827380.000000 174.289500 0.000210614
13 1727827460.000000 174.407000 0.000210525
14 1727827540.000000 174.519500 0.000210614
15 1727827620.000000 174.635500 0.000210674
16 1727827700.000000 174.750000 0.000210793
17 1727827780.000000 174.864500 0.000210823
18 1727827860.000000 174.977500 0.000210852
19 1727827940.000000 175.096000 0.000210852
20 1727828020.000000 175.210000 0.000210703
21 1727828100.000000 175.324500 0.000210614
22 1727828180.000000 175.441000 0.000210584
23 1727828260.000000 175.554500 0.000210584
24 1727828340.000000 175.671000 0.000210584
25 1727828420.000000 175.787000 0.000210703
26 1727828500.000000 175.902000 0.000210793
27 1727828580.000000 176.017000 0.000210852
28 1727828660.000000 176.135000 0.000210733
29 1727828740.000000 176.248500 0.000210793
30 1727828820.000000 176.367500 0.000210733
31 1727828900.000000 176.483500 0.000210763
32 1727828980.000000 176.598000 0.000210703
33 1727829060.000000 176.715500 0.000210644
34 1727829140.000000 176.831000 0.000210733
35 1727829220.000000 176.949500 0.000210823
36 1727829300.000000 177.056500 0.000210942
37 1727829380.000000 177.175500 0.000210912
38 1727829460.000000 177.289500 0.000210882
39 1727829540.000000 177.407500 0.000210763
40 1727829620.000000 177.521500 0.000210614
41 1727829700.000000 177.637000 0.000210584
42 1727829780.000000 177.753500 0.000210584
43 1727829860.000000 177.869000 0.000210584
44 1727829940.000000 177.985000 0.000210703
45 1727830020.000000 178.097000 0.000210614
46 1727830100.000000 178.215500 0.000210763
47 1727830180.000000 178.329500 0.000210852
48 1727830260.000000 178.446000 0.000210793
49 1727830340.000000 178.557000 0.000210733
50 1727830420.000000 178.675500 0.000210644
51 1727830500.000000 178.791000 0.000210525
52 1727830580.000000 178.905500 0.000210614
53 1727830660.000000 179.021000 0.000210644
54 1727830740.000000 179.134500 0.000210763
55 1727830820.000000 179.250000 0.000210852
56 1727830900.000000 179.365000 0.000210972
57 1727830980.000000 179.481000 0.000210823
58 1727831060.000000 179.593500 0.000210912
59 1727831140.000000 179.710000 0.000210793
60 1727831220.000000 179.825000 0.000210733
61 1727831300.000000 179.940500 0.000210614
62 1727831380.000000 180.054500 0.000210703
63 1727831460.000000 180.172000 0.000210763
64 1727831540.000000 180.284500 0.000210882
65 1727831620.000000 180.400000 0.000210912
66 1727831700.000000 180.516500 0.000210882
67 1727831780.000000 180.631500 0.000210852
68 1727831860.000000 180.746000 0.000210733
69 1727831940.000000 180.860500 0.000210614
70 1727832020.000000 180.977500 0.000210703
71 1727832100.000000 181.093000 0.000210644
72 1727832180.000000 181.209000 0.000210703
73 1727832260.000000 181.325500 0.000210852
74 1727832340.000000 181.443000 0.000210912
75 1727832420.000000 181.555500 0.000211001
76 1727832500.000000 181.674500 0.000210942
77 1727832580.000000 181.792000 0.000210882
78 1727832660.000000 181.905500 0.000210644
79 1727832740.000000 182.023500 0.000210525
80 1727832820.000000 182.137000 0.000210495
81 1727832900.000000 182.253000 0.000210554
82 1727832980.000000 182.368500 0.000210644
83 1727833060.000000 182.479500 0.000210823
84 1727833140.000000 182.601500 0.000210823
85 1727833220.000000 182.716000 0.000210882
86 1727833300.000000 182.833500 0.000210882
87 1727833380.000000 182.947000 0.000210674
88 1727833460.000000 183.064500 0.000210525
89 1727833540.000000 183.179500 0.000210495
90 1727833620.000000 183.298500 0.000210495
91 1727833700.000000 183.410000 0.000210733
92 1727833780.000000 183.524000 0.000210852
93 1727833860.000000 183.638000 0.000210942
94 1727833940.000000 183.754000 0.000210912
95 1727834020.000000 183.868000 0.000210852
96 1727834100.000000 183.984000 0.000210733
97 1727834180.000000 184.099000 0.000210584
98 1727834260.000000 184.215500 0.000210525
99 1727834340.000000 184.331500 0.000210525
100 1727834420.000000 184.444500 0.000210644
101 1727834500.000000 184.560500 0.000210763
102 1727834580.000000 184.676500 0.000211001
103 1727834660.000000 184.792500 0.000211061
104 1727834740.000000 184.905000 0.000211061
105 1727834820.000000 185.023000 0.000210882
106 1727834900.000000 185.135000 0.000210733
107 1727834980.000000 185.251500 0.000210763
108 1727835060.000000 185.366000 0.000210852
109 1727835140.000000 185.483000 0.000211001
110 1727835220.000000 185.597500 0.000211061
111 1727835300.000000 185.713000 0.00021118
112 1727835380.000000 185.830500 0.000211329
113 1727835460.000000 185.943000 0.00021124
114 1727835541.000000 186.060500 0.00021121
115 1727835620.000000 186.175000 0.000211001
116 1727835700.000000 186.292500 0.000210823
117 1727835780.000000 186.405500 0.000210763
118 1727835860.000000 186.524000 0.000210793
119 1727835940.000000 186.639500 0.000211031
120 1727836020.000000 186.755500 0.000211091
121 1727836100.000000 186.872500 0.00021121
122 1727836180.000000 186.986500 0.00021115
123 1727836260.000000 187.102500 0.000211091
124 1727836340.000000 187.218500 0.000210942
125 1727836420.000000 187.337000 0.000210882
126 1727836500.000000 187.448000 0.000210823
127 1727836580.000000 187.566500 0.000210882
128 1727836660.000000 187.682000 0.000210942
129 1727836740.000000 187.797000 0.000211001
130 1727836820.000000 187.914000 0.000211061
131 1727836900.000000 188.029500 0.000211091
132 1727836980.000000 188.144500 0.000211091
133 1727837060.000000 188.259500 0.000211031
134 1727837140.000000 188.375000 0.000210942
135 1727837220.000000 188.487500 0.000210942
136 1727837300.000000 188.606000 0.000210912
137 1727837380.000000 188.716000 0.000210942
138 1727837460.000000 188.833000 0.000210942
139 1727837540.000000 188.945000 0.000211001
140 1727837620.000000 189.062500 0.000211121
141 1727837700.000000 189.179000 0.000211061
142 1727837780.000000 189.294000 0.000211121
143 1727837860.000000 189.408500 0.000211121
144 1727837940.000000 189.524500 0.000211061
145 1727838020.000000 189.640500 0.000211031
146 1727838100.000000 189.753000 0.000211001
147 1727838180.000000 189.871000 0.000210942
148 1727838260.000000 189.983000 0.000211001
149 1727838340.000000 190.100000 0.00021121
150 1727838420.000000 190.215000 0.00021118
151 1727838500.000000 190.331500 0.00021118
152 1727838580.000000 190.444500 0.00021127
153 1727838660.000000 190.561500 0.00021127
154 1727838740.000000 190.675500 0.000211121
155 1727838820.000000 190.789500 0.000211001
156 1727838900.000000 190.907500 0.000210942
157 1727838980.000000 191.020000 0.000211091
158 1727839060.000000 191.136500 0.00021121
159 1727839140.000000 191.251500 0.00021127
160 1727839220.000000 191.366000 0.000211448
161 1727839300.000000 191.482500 0.000211448
162 1727839380.000000 191.601000 0.00021118
163 1727839460.000000 191.714500 0.00021121
164 1727839540.000000 191.832500 0.000211031
165 1727839620.000000 191.949000 0.000210972
166 1727839700.000000 192.064500 0.000210972
167 1727839780.000000 192.183500 0.000211061
168 1727839860.000000 192.297500 0.000211329
169 1727839940.000000 192.414500 0.000211419
170 1727840020.000000 192.529000 0.000211568
171 1727840100.000000 192.643500 0.000211448
172 1727840180.000000 192.760000 0.00021127
173 1727840260.000000 192.875500 0.000211001
174 1727840340.000000 192.990000 0.000211061
175 1727840420.000000 193.105500 0.000211061
176 1727840500.000000 193.223000 0.00021115
177 1727840580.000000 193.336000 0.000211329
178 1727840660.000000 193.453000 0.000211538
179 1727840740.000000 193.569000 0.000211508
180 1727840820.000000 193.686500 0.000211419
181 1727840900.000000 193.798000 0.00021127
182 1727840980.000000 193.912000 0.000211061
183 1727841060.000000 194.028000 0.000210972
184 1727841140.000000 194.144000 0.000211031
185 1727841220.000000 194.260500 0.00021118
186 1727841300.000000 194.375500 0.000211359
187 1727841380.000000 194.490000 0.000211597
188 1727841460.000000 194.605000 0.000211746
189 1727841540.000000 194.722000 0.000211627
190 1727841620.000000 194.834500 0.000211597
191 1727841700.000000 194.950500 0.000211448
192 1727841780.000000 195.066500 0.000211299
193 1727841860.000000 195.182500 0.00021121
194 1727841940.000000 195.296000 0.000211299
195 1727842020.000000 195.412500 0.000211478
196 1727842100.000000 195.526500 0.000211717
197 1727842180.000000 195.642500 0.000211806
198 1727842260.000000 195.758500 0.000211746
199 1727842340.000000 195.872000 0.000211627
200 1727842420.000000 195.990500 0.000211478
201 1727842500.000000 196.105000 0.00021127
202 1727842580.000000 196.220500 0.00021127
203 1727842660.000000 196.336500 0.000211359
204 1727842740.000000 196.452000 0.000211419
205 1727842820.000000 196.567000 0.000211687
206 1727842900.000000 196.685000 0.000211866
207 1727842980.000000 196.798500 0.000211895
208 1727843060.000000 196.915500 0.000211836
209 1727843140.000000 197.032000 0.000211687
210 1727843220.000000 197.148000 0.000211448
211 1727843300.000000 197.264000 0.000211389
212 1727843380.000000 197.377500 0.000211478
213 1727843460.000000 197.497000 0.000211538
214 1727843540.000000 197.607500 0.000211717
215 1727843620.000000 197.726500 0.000211895
216 1727843700.000000 197.842000 0.000211776
217 1727843780.000000 197.958000 0.000211836
218 1727843860.000000 198.072000 0.000211627
219 1727843940.000000 198.187500 0.000211597
220 1727844020.000000 198.304500 0.000211478
221 1727844100.000000 198.417000 0.000211419
222 1727844180.000000 198.535500 0.000211419
223 1727844260.000000 198.649500 0.000211687
224 1727844340.000000 198.764500 0.000211925
225 1727844420.000000 198.878000 0.000211895
226 1727844500.000000 198.996500 0.000212015
227 1727844580.000000 199.108000 0.000211895
228 1727844660.000000 199.225000 0.000211717
229 1727844740.000000 199.338000 0.000211597
230 1727844820.000000 199.454000 0.000211538
231 1727844900.000000 199.571500 0.000211568
232 1727844980.000000 199.685000 0.000211568
233 1727845060.000000 199.800500 0.000211746
234 1727845140.000000 199.915000 0.000211806
235 1727845220.000000 200.032500 0.000211806
236 1727845300.000000 200.145000 0.000211717
237 1727845380.000000 200.262000 0.000211448
238 1727845460.000000 200.374000 0.000211389
239 1727845540.000000 200.490500 0.00021127
240 1727845620.000000 200.605500 0.00021115
241 1727845700.000000 200.721500 0.000211419
242 1727845780.000000 200.836000 0.000211568
243 1727845860.000000 200.951500 0.000211746
244 1727845940.000000 201.068000 0.000211866
245 1727846020.000000 201.180000 0.000211746
246 1727846100.000000 201.297500 0.000211597
247 1727846180.000000 201.412000 0.000211389
248 1727846260.000000 201.527000 0.00021121
249 1727846340.000000 201.643500 0.00021118
250 1727846420.000000 201.760500 0.000211299
251 1727846500.000000 201.875000 0.000211478
252 1727846580.000000 201.992500 0.000211508
253 1727846660.000000 202.109000 0.000211657
254 1727846740.000000 202.222500 0.000211538
255 1727846820.000000 202.340500 0.000211478
256 1727846900.000000 202.453000 0.000211359
257 1727846980.000000 202.572000 0.00021124
258 1727847060.000000 202.687000 0.00021124
259 1727847141.000000 202.802000 0.00021121
260 1727847220.000000 202.917500 0.00021118
261 1727847300.000000 203.034500 0.000211359
262 1727847380.000000 203.150500 0.000211448
263 1727847460.000000 203.264000 0.000211448
264 1727847540.000000 203.382000 0.000211478
265 1727847620.000000 203.496500 0.000211448
266 1727847700.000000 203.612500 0.00021121
267 1727847780.000000 203.728000 0.00021121
268 1727847860.000000 203.844500 0.00021118
269 1727847940.000000 203.957500 0.00021121
270 1727848020.000000 204.074000 0.00021121
271 1727848100.000000 204.187000 0.000211299
272 1727848180.000000 204.302000 0.000211359
273 1727848260.000000 204.420000 0.000211448
274 1727848340.000000 204.534500 0.000211478
275 1727848420.000000 204.649000 0.000211329
276 1727848500.000000 204.761500 0.00021115
277 1727848580.000000 204.879500 0.000211031
278 1727848660.000000 204.994000 0.000210972
279 1727848740.000000 205.109500 0.000211091
280 1727848820.000000 205.223000 0.00021115
281 1727848900.000000 205.341000 0.000211299
282 1727848980.000000 205.455500 0.000211419
283 1727849060.000000 205.570500 0.000211419
284 1727849140.000000 205.686000 0.000211299
285 1727849220.000000 205.801000 0.00021115
286 1727849300.000000 205.915500 0.000210972
287 1727849380.000000 206.030500 0.000210852
288 1727849460.000000 206.147000 0.000210852
289 1727849540.000000 206.261000 0.000211001
290 1727849620.000000 206.376500 0.00021124
291 1727849700.000000 206.492000 0.000211299
292 1727849780.000000 206.609500 0.000211419
293 1727849860.000000 206.723500 0.00021127
294 1727849940.000000 206.841000 0.000211091
295 1727850020.000000 206.957500 0.000210912
296 1727850100.000000 207.071000 0.000210793
297 1727850180.000000 207.187500 0.000210674
298 1727850260.000000 207.304000 0.000210793
299 1727850340.000000 207.419000 0.000211091
300 1727850420.000000 207.533500 0.00021121
301 1727850500.000000 207.652500 0.000211329
302 1727850580.000000 207.763500 0.00021118
303 1727850660.000000 207.882000 0.000210942
304 1727850740.000000 207.998000 0.000210674
305 1727850820.000000 208.114500 0.000210554
306 1727850900.000000 208.229000 0.000210525
307 1727850980.000000 208.343000 0.000210793
308 1727851060.000000 208.460500 0.000210942
309 1727851140.000000 208.575000 0.000211031
310 1727851220.000000 208.690000 0.00021121
311 1727851300.000000 208.804000 0.000211091
312 1727851380.000000 208.921500 0.000210942
313 1727851460.000000 209.032000 0.000210733
314 1727851540.000000 209.149500 0.000210554
315 1727851620.000000 209.264000 0.000210465
316 1727851700.000000 209.381000 0.000210495
317 1727851780.000000 209.495000 0.000210644
318 1727851860.000000 209.611000 0.000210912
319 1727851940.000000 209.725500 0.000211121
320 1727852020.000000 209.840500 0.000211061
321 1727852100.000000 209.957000 0.000210882
322 1727852180.000000 210.071000 0.000210703
323 1727852260.000000 210.187000 0.000210525
324 1727852340.000000 210.302500 0.000210525
325 1727852420.000000 210.419000 0.000210465
326 1727852500.000000 210.530500 0.000210465
327 1727852580.000000 210.646500 0.000210823
328 1727852660.000000 210.760500 0.000210912
329 1727852740.000000 210.875500 0.000211031
330 1727852820.000000 210.991500 0.000210852
331 1727852900.000000 211.107000 0.000210823
332 1727852980.000000 211.222000 0.000210554
333 1727853060.000000 211.337000 0.000210316
334 1727853140.000000 211.453500 0.000210316
335 1727853220.000000 211.565500 0.000210405
336 1727853300.000000 211.682500 0.000210614
337 1727853380.000000 211.799000 0.000210793
338 1727853460.000000 211.916000 0.000211001
339 1727853540.000000 212.030000 0.000210942
340 1727853620.000000 212.146000 0.000210703
341 1727853700.000000 212.262500 0.000210525
342 1727853780.000000 212.376500 0.000210256
343 1727853860.000000 212.495000 0.000210167
344 1727853940.000000 212.609000 0.000210256
345 1727854020.000000 212.725500 0.000210495
346 1727854100.000000 212.841500 0.000210644
347 1727854180.000000 212.956000 0.000210852
348 1727854260.000000 213.072000 0.000210793
349 1727854340.000000 213.188500 0.000210644
