#NO SAMPLE
FTS 95 GHz source w/circula4 feedhorn and 95 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 390461900.000000 168.015000 0.00018108
1 390461980.000000 168.163500 0.00018105
2 390462060.000000 168.314500 0.00018102
3 390462140.000000 168.470500 0.00018108
4 390462220.000000 168.626000 0.00018111
5 390462300.000000 168.782500 0.000181199
6 390462380.000000 168.934500 0.000181259
7 390462460.000000 169.091500 0.000181229
8 390462540.000000 169.245500 0.000181199
9 390462620.000000 169.399500 0.000181169
10 390462700.000000 169.555000 0.00018108
11 390462780.000000 169.704500 0.000180961
12 390462860.000000 169.861500 0.00018102
13 390462940.000000 170.017000 0.00018108
14 390463020.000000 170.172500 0.000181229
15 390463100.000000 170.327000 0.000181229
16 390463180.000000 170.481500 0.000181348
17 390463260.000000 170.639000 0.000181288
18 390463340.000000 170.790500 0.000181229
19 390463420.000000 170.944500 0.000181169
20 390463500.000000 171.102500 0.000181169
21 390463580.000000 171.257000 0.00018108
22 390463660.000000 171.414500 0.00018108
23 390463740.000000 171.572000 0.00018108
24 390463820.000000 171.725000 0.000181169
25 390463900.000000 171.882500 0.000181199
26 390463980.000000 172.037500 0.000181437
27 390464060.000000 172.191500 0.000181229
28 390464140.000000 172.348500 0.000181169
29 390464220.000000 172.502500 0.00018111
30 390464300.000000 172.659500 0.00018108
31 390464380.000000 172.816000 0.000181229
32 390464460.000000 172.972500 0.000181139
33 390464540.000000 173.125000 0.00018111
34 390464620.000000 173.280000 0.000181199
35 390464700.000000 173.437500 0.000181169
36 390464780.000000 173.588000 0.000181288
37 390464860.000000 173.743000 0.000181229
38 390464940.000000 173.900000 0.000181259
39 390465020.000000 174.052500 0.000181169
40 390465100.000000 174.209500 0.000181169
41 390465180.000000 174.365500 0.000181169
42 390465260.000000 174.517500 0.000181169
43 390465340.000000 174.675000 0.000181378
44 390465420.000000 174.829500 0.000181259
45 390465500.000000 174.983000 0.000181348
46 390465580.000000 175.138500 0.000181318
47 390465660.000000 175.292500 0.000181348
48 390465740.000000 175.447000 0.000181229
49 390465820.000000 175.601500 0.000181199
50 390465900.000000 175.753500 0.00018111
51 390465980.000000 175.911000 0.000181288
52 390466060.000000 176.067500 0.000181378
53 390466140.000000 176.223000 0.000181467
54 390466220.000000 176.378000 0.000181497
55 390466300.000000 176.532000 0.000181467
56 390466380.000000 176.690500 0.000181437
57 390466460.000000 176.842500 0.000181408
58 390466540.000000 176.999500 0.000181348
59 390466620.000000 177.155000 0.000181318
60 390466700.000000 177.310500 0.000181229
61 390466780.000000 177.466000 0.000181288
62 390466860.000000 177.621500 0.000181348
63 390466940.000000 177.779500 0.000181467
64 390467020.000000 177.933500 0.000181467
