#NO  SAMPLE - ONE ARM SCANS
FTS 95 GHz source w/circula4 feedhorn and 95 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 382377880.000000 168.036000 0.000116408
1 382377960.000000 168.182000 0.000116319
2 382378040.000000 168.335500 0.000116349
3 382378120.000000 168.486000 0.000116319
4 382378200.000000 168.643000 0.000116319
5 382378280.000000 168.796500 0.000116349
6 382378360.000000 168.952000 0.000116349
7 382378440.000000 169.106500 0.000116319
8 382378520.000000 169.260000 0.000116319
9 382378600.000000 169.415000 0.000116349
10 382378680.000000 169.570500 0.000116319
11 382378760.000000 169.723500 0.000116379
12 382378840.000000 169.877000 0.000116408
13 382378920.000000 170.031500 0.000116408
14 382379000.000000 170.185500 0.000116468
15 382379080.000000 170.343000 0.000116438
16 382379160.000000 170.495000 0.000116438
17 382379240.000000 170.650500 0.000116408
18 382379320.000000 170.808000 0.000116408
19 382379400.000000 170.961500 0.000116438
20 382379480.000000 171.117000 0.000116319
21 382379560.000000 171.275500 0.000116379
22 382379640.000000 171.428500 0.000116349
23 382379720.000000 171.586500 0.000116379
24 382379800.000000 171.741500 0.000116408
25 382379880.000000 171.897500 0.000116349
26 382379960.000000 172.052000 0.000116408
27 382380040.000000 172.207500 0.000116408
28 382380120.000000 172.362500 0.000116349
29 382380200.000000 172.518000 0.000116408
30 382380280.000000 172.676500 0.000116349
31 382380360.000000 172.829500 0.000116349
32 382380440.000000 172.985000 0.000116349
33 382380520.000000 173.143500 0.000116408
34 382380600.000000 173.297000 0.000116408
35 382380680.000000 173.450000 0.000116349
36 382380760.000000 173.606500 0.000116408
37 382380840.000000 173.759000 0.000116438
38 382380920.000000 173.914500 0.000116379
39 382381000.000000 174.070000 0.000116379
40 382381080.000000 174.223500 0.000116438
41 382381160.000000 174.381000 0.000116498
42 382381240.000000 174.534000 0.000116438
43 382381320.000000 174.689000 0.000116498
44 382381400.000000 174.845000 0.000116468
45 382381480.000000 175.000500 0.000116468
46 382381560.000000 175.155500 0.000116498
47 382381640.000000 175.309000 0.000116468
48 382381720.000000 175.465500 0.000116498
49 382381800.000000 175.622000 0.000116498
50 382381880.000000 175.771000 0.000116498
51 382381960.000000 175.926000 0.000116498
52 382382040.000000 176.081500 0.000116557
53 382382120.000000 176.238000 0.000116468
54 382382200.000000 176.395000 0.000116528
55 382382280.000000 176.547000 0.000116498
56 382382360.000000 176.704500 0.000116498
57 382382440.000000 176.862500 0.000116498
58 382382520.000000 177.017000 0.000116468
59 382382600.000000 177.170500 0.000116557
60 382382680.000000 177.324500 0.000116557
61 382382760.000000 177.484500 0.000116468
62 382382840.000000 177.638000 0.000116557
63 382382920.000000 177.793000 0.000116498
