# #NO SAMPLE
FTS 95 GHz source w/circula4 feedhorn and 95 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with y-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 385849900.000000 168.026500 0.000180245
1 385849980.000000 168.179500 0.000180096
2 385850060.000000 168.335500 0.000180126
3 385850140.000000 168.487500 0.000180186
4 385850220.000000 168.643000 0.000180305
5 385850300.000000 168.800000 0.000180365
6 385850380.000000 168.955500 0.000180454
7 385850460.000000 169.108500 0.000180424
8 385850540.000000 169.264500 0.000180365
9 385850620.000000 169.419000 0.000180365
10 385850700.000000 169.573000 0.000180335
11 385850780.000000 169.727500 0.000180216
12 385850860.000000 169.879500 0.000180186
13 385850940.000000 170.033500 0.000180186
14 385851020.000000 170.188000 0.000180305
15 385851100.000000 170.346000 0.000180394
16 385851180.000000 170.500500 0.000180394
17 385851260.000000 170.654000 0.000180454
18 385851340.000000 170.810500 0.000180335
19 385851420.000000 170.962000 0.000180365
20 385851500.000000 171.120500 0.000180335
21 385851580.000000 171.278000 0.000180305
22 385851660.000000 171.430500 0.000180305
23 385851740.000000 171.588000 0.000180216
24 385851820.000000 171.740500 0.000180335
25 385851900.000000 171.899000 0.000180365
26 385851980.000000 172.054000 0.000180394
27 385852060.000000 172.206000 0.000180365
28 385852140.000000 172.364000 0.000180394
29 385852220.000000 172.520000 0.000180394
30 385852300.000000 172.677000 0.000180365
31 385852380.000000 172.831000 0.000180394
32 385852460.000000 172.986000 0.000180365
33 385852540.000000 173.143500 0.000180335
34 385852620.000000 173.295000 0.000180365
35 385852700.000000 173.451000 0.000180365
36 385852780.000000 173.607000 0.000180424
37 385852860.000000 173.759000 0.000180394
38 385852940.000000 173.916000 0.000180335
39 385853020.000000 174.071500 0.000180245
40 385853100.000000 174.225500 0.000180275
41 385853180.000000 174.381500 0.000180305
42 385853260.000000 174.536000 0.000180335
43 385853340.000000 174.691500 0.000180394
44 385853420.000000 174.846500 0.000180424
45 385853500.000000 175.003000 0.000180454
46 385853580.000000 175.158000 0.000180424
47 385853660.000000 175.312500 0.000180335
48 385853740.000000 175.465500 0.000180394
49 385853820.000000 175.621500 0.000180394
50 385853900.000000 175.775000 0.000180394
51 385853980.000000 175.930500 0.000180365
52 385854060.000000 176.085500 0.000180454
53 385854140.000000 176.242500 0.000180484
54 385854220.000000 176.397000 0.000180484
55 385854300.000000 176.552500 0.000180484
56 385854380.000000 176.710500 0.000180514
57 385854460.000000 176.863500 0.000180365
58 385854540.000000 177.019500 0.000180394
59 385854620.000000 177.172500 0.000180424
60 385854700.000000 177.326500 0.000180454
61 385854780.000000 177.486000 0.000180484
62 385854860.000000 177.641500 0.000180484
63 385854940.000000 177.795000 0.000180573
