# NO SAMPLE
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. X-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 596191540.000000 177.923500 0.000212432
1 596191620.000000 178.032500 0.000212432
2 596191700.000000 178.147000 0.000212462
3 596191780.000000 178.262000 0.000212462
4 596191860.000000 178.377000 0.000212462
5 596191940.000000 178.492500 0.000212313
6 596192020.000000 178.605000 0.000212164
7 596192100.000000 178.720500 0.000212134
8 596192180.000000 178.836500 0.000212253
9 596192260.000000 178.953500 0.000212342
10 596192340.000000 179.064500 0.000212372
11 596192420.000000 179.183000 0.000212372
12 596192500.000000 179.295000 0.000212313
13 596192580.000000 179.412500 0.000212283
14 596192660.000000 179.527500 0.000212193
15 596192740.000000 179.642500 0.000212223
16 596192820.000000 179.757000 0.000212193
17 596192900.000000 179.872000 0.000212164
18 596192980.000000 179.990000 0.000212283
19 596193060.000000 180.101500 0.000212313
20 596193140.000000 180.219000 0.000212342
21 596193220.000000 180.334000 0.000212342
22 596193300.000000 180.448500 0.000212313
23 596193380.000000 180.562500 0.000212253
24 596193460.000000 180.680000 0.000212164
25 596193540.000000 180.795500 0.000212104
26 596193620.000000 180.908500 0.000212164
27 596193700.000000 181.025500 0.000212253
28 596193780.000000 181.141500 0.000212223
29 596193860.000000 181.256000 0.000212283
30 596193940.000000 181.372000 0.000212253
31 596194020.000000 181.490500 0.000212253
32 596194100.000000 181.603000 0.000212193
33 596194180.000000 181.719000 0.000212074
34 596194260.000000 181.835500 0.000212134
35 596194340.000000 181.952500 0.000212164
36 596194420.000000 182.068500 0.000212104
37 596194500.000000 182.180500 0.000212193
38 596194580.000000 182.299000 0.000212223
39 596194660.000000 182.414000 0.000212223
40 596194740.000000 182.530000 0.000212193
41 596194820.000000 182.643000 0.000212164
42 596194900.000000 182.762000 0.000212164
43 596194980.000000 182.878000 0.000212164
44 596195060.000000 182.995000 0.000212164
45 596195140.000000 183.109000 0.000212074
46 596195220.000000 183.224000 0.000212134
47 596195300.000000 183.340000 0.000212074
48 596195380.000000 183.454500 0.000212134
49 596195460.000000 183.571000 0.000212134
50 596195540.000000 183.682500 0.000212193
51 596195620.000000 183.799000 0.000212193
52 596195700.000000 183.914500 0.000212223
53 596195780.000000 184.030500 0.000212074
54 596195860.000000 184.144000 0.000212134
55 596195940.000000 184.262500 0.000212134
56 596196020.000000 184.376000 0.000212074
57 596196100.000000 184.491500 0.000212134
58 596196180.000000 184.608000 0.000212074
59 596196260.000000 184.722500 0.000212253
60 596196340.000000 184.838000 0.000212193
61 596196420.000000 184.952000 0.000212283
62 596196500.000000 185.071000 0.000212134
63 596196580.000000 185.182000 0.000212134
64 596196660.000000 185.300500 0.000212134
65 596196740.000000 185.415000 0.000212074
66 596196820.000000 185.533000 0.000212193
67 596196900.000000 185.645000 0.000212074
68 596196980.000000 185.762000 0.000212074
69 596197060.000000 185.877500 0.000212223
70 596197140.000000 185.991000 0.000212283
71 596197220.000000 186.108000 0.000212342
72 596197300.000000 186.222500 0.000212193
73 596197380.000000 186.338500 0.000212044
74 596197460.000000 186.454000 0.000212015
75 596197540.000000 186.572500 0.000212074
76 596197620.000000 186.685000 0.000212193
77 596197700.000000 186.803500 0.000212134
78 596197780.000000 186.916500 0.000212313
79 596197860.000000 187.033500 0.000212402
80 596197940.000000 187.147000 0.000212342
81 596198020.000000 187.262500 0.000212164
82 596198100.000000 187.381000 0.000212044
83 596198180.000000 187.493000 0.000212283
84 596198260.000000 187.610000 0.000212074
85 596198340.000000 187.724000 0.000211746
86 596198420.000000 187.843000 0.000211985
87 596198500.000000 187.956500 0.000212432
88 596198580.000000 188.073500 0.000212611
89 596198660.000000 188.187000 0.000212164
90 596198740.000000 188.302000 0.000211836
91 596198820.000000 188.419000 0.000212193
92 596198900.000000 188.533500 0.000212342
93 596198980.000000 188.647500 0.000212074
94 596199060.000000 188.761000 0.000211687
95 596199140.000000 188.877500 0.000211925
96 596199220.000000 188.993000 0.000212432
97 596199300.000000 189.109000 0.000212551
98 596199380.000000 189.224500 0.000212313
99 596199460.000000 189.342000 0.000212044
100 596199540.000000 189.454500 0.000212223
101 596199620.000000 189.571000 0.000212432
102 596199700.000000 189.686500 0.000212164
103 596199780.000000 189.799500 0.000211866
104 596199860.000000 189.917000 0.000211836
105 596199940.000000 190.030500 0.000212283
106 596200020.000000 190.146500 0.000212641
107 596200100.000000 190.260500 0.000212551
108 596200180.000000 190.379500 0.000212342
109 596200260.000000 190.491000 0.000212193
110 596200340.000000 190.609000 0.000212313
111 596200420.000000 190.723500 0.000212164
112 596200500.000000 190.837500 0.000211955
113 596200580.000000 190.953000 0.000211806
114 596200660.000000 191.070000 0.000212044
115 596200740.000000 191.183000 0.000212462
116 596200820.000000 191.298500 0.0002127
117 596200900.000000 191.416500 0.000212551
118 596200980.000000 191.530000 0.000212253
119 596201060.000000 191.649000 0.000212193
120 596201140.000000 191.761500 0.000212164
121 596201220.000000 191.880500 0.000212074
122 596201300.000000 191.996500 0.000212044
123 596201380.000000 192.113000 0.000212015
124 596201460.000000 192.228500 0.000212402
125 596201540.000000 192.344000 0.0002127
126 596201620.000000 192.462500 0.0002127
127 596201700.000000 192.574000 0.000212491
128 596201780.000000 192.691500 0.000212164
129 596201860.000000 192.806000 0.000212074
130 596201940.000000 192.921000 0.000212164
131 596202020.000000 193.034000 0.000212074
132 596202100.000000 193.152000 0.000212164
133 596202180.000000 193.268500 0.000212223
134 596202260.000000 193.384000 0.000212611
135 596202340.000000 193.498500 0.00021273
136 596202420.000000 193.614000 0.000212581
137 596202500.000000 193.731500 0.000212283
138 596202580.000000 193.844500 0.000212015
139 596202660.000000 193.959000 0.000212074
140 596202740.000000 194.073500 0.000212193
141 596202820.000000 194.191500 0.000212134
142 596202900.000000 194.305500 0.000212283
143 596202980.000000 194.422000 0.000212581
144 596203060.000000 194.538000 0.00021279
145 596203140.000000 194.651500 0.00021267
146 596203220.000000 194.767000 0.000212491
147 596203300.000000 194.881500 0.000212193
148 596203380.000000 194.997000 0.000212074
149 596203460.000000 195.111000 0.000212253
150 596203540.000000 195.230000 0.000212253
151 596203620.000000 195.341000 0.000212402
152 596203700.000000 195.459500 0.000212491
153 596203780.000000 195.575000 0.000212641
154 596203860.000000 195.692500 0.000212849
155 596203940.000000 195.804500 0.000212611
156 596204020.000000 195.923000 0.000212283
157 596204100.000000 196.036000 0.000212134
158 596204180.000000 196.151000 0.000212074
159 596204260.000000 196.268500 0.000212313
160 596204340.000000 196.382000 0.000212283
161 596204420.000000 196.499500 0.000212432
162 596204500.000000 196.615000 0.000212611
163 596204580.000000 196.731500 0.00021276
164 596204660.000000 196.846500 0.00021276
165 596204740.000000 196.964500 0.000212462
166 596204820.000000 197.078000 0.000212253
167 596204900.000000 197.194500 0.000212164
168 596204980.000000 197.312000 0.000212193
169 596205060.000000 197.426500 0.000212313
170 596205140.000000 197.542500 0.000212462
171 596205220.000000 197.656000 0.00021273
172 596205300.000000 197.773000 0.00021276
173 596205380.000000 197.885500 0.00021273
174 596205460.000000 198.005000 0.000212611
175 596205540.000000 198.119000 0.000212313
176 596205620.000000 198.235500 0.000212164
177 596205700.000000 198.349000 0.000212164
178 596205780.000000 198.464000 0.000212283
179 596205860.000000 198.580500 0.000212491
180 596205940.000000 198.696500 0.000212611
181 596206020.000000 198.810500 0.00021276
182 596206100.000000 198.923000 0.00021276
183 596206180.000000 199.038000 0.000212581
184 596206260.000000 199.152500 0.000212402
185 596206340.000000 199.269500 0.000212104
186 596206420.000000 199.384500 0.000212074
187 596206500.000000 199.500000 0.000212223
188 596206580.000000 199.615000 0.000212432
189 596206660.000000 199.732000 0.000212611
190 596206740.000000 199.845500 0.000212581
191 596206820.000000 199.959500 0.00021267
192 596206900.000000 200.077500 0.000212581
193 596206980.000000 200.191000 0.000212462
194 596207060.000000 200.308000 0.000212164
195 596207140.000000 200.421000 0.000212044
196 596207220.000000 200.539500 0.000212164
197 596207300.000000 200.652000 0.000212372
198 596207380.000000 200.771500 0.000212551
199 596207460.000000 200.885500 0.000212581
