# NO SAMPLE -- ONE ARM SCANS
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. X-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 585956280.000000 177.905000 0.000127883
1 585956360.000000 178.020500 0.000127853
2 585956440.000000 178.137000 0.000127823
3 585956520.000000 178.252000 0.000127853
4 585956600.000000 178.364500 0.000127793
5 585956680.000000 178.483500 0.000127823
6 585956760.000000 178.593000 0.000127793
7 585956840.000000 178.711000 0.000127823
8 585956920.000000 178.825500 0.000127763
9 585957000.000000 178.941000 0.000127793
10 585957080.000000 179.056500 0.000127763
11 585957160.000000 179.170500 0.000127823
12 585957240.000000 179.284500 0.000127763
13 585957320.000000 179.402500 0.000127823
14 585957400.000000 179.517500 0.000127853
15 585957480.000000 179.629500 0.000127763
16 585957560.000000 179.747500 0.000127823
17 585957640.000000 179.859500 0.000127853
18 585957720.000000 179.977500 0.000127823
19 585957800.000000 180.091500 0.000127793
20 585957880.000000 180.210000 0.000127763
21 585957960.000000 180.321500 0.000127763
22 585958040.000000 180.438500 0.000127793
23 585958120.000000 180.552500 0.000127823
24 585958200.000000 180.668000 0.000127763
25 585958280.000000 180.783000 0.000127823
26 585958360.000000 180.898000 0.000127763
27 585958440.000000 181.013000 0.000127734
28 585958520.000000 181.128000 0.000127763
29 585958600.000000 181.245500 0.000127734
30 585958680.000000 181.360500 0.000127763
31 585958760.000000 181.478000 0.000127763
32 585958840.000000 181.594500 0.000127763
33 585958920.000000 181.710000 0.000127793
34 585959000.000000 181.826000 0.000127823
35 585959080.000000 181.944000 0.000127763
36 585959160.000000 182.058000 0.000127823
37 585959240.000000 182.172000 0.000127793
38 585959320.000000 182.290500 0.000127704
39 585959400.000000 182.404500 0.000127763
40 585959480.000000 182.519500 0.000127734
41 585959560.000000 182.634500 0.000127734
42 585959640.000000 182.751500 0.000127734
43 585959720.000000 182.865500 0.000127734
44 585959800.000000 182.982500 0.000127734
45 585959880.000000 183.099500 0.000127704
46 585959960.000000 183.213500 0.000127704
47 585960040.000000 183.329000 0.000127644
48 585960120.000000 183.444000 0.000127674
49 585960200.000000 183.561000 0.000127644
50 585960280.000000 183.673000 0.000127704
51 585960360.000000 183.789500 0.000127644
52 585960440.000000 183.904000 0.000127614
53 585960520.000000 184.020000 0.000127614
54 585960600.000000 184.135000 0.000127614
55 585960680.000000 184.252000 0.000127674
56 585960760.000000 184.366000 0.000127763
57 585960840.000000 184.480500 0.000127674
58 585960920.000000 184.597000 0.000127614
59 585961000.000000 184.709500 0.000127585
60 585961080.000000 184.827000 0.000127704
61 585961160.000000 184.941500 0.000127644
62 585961240.000000 185.057500 0.000127734
63 585961320.000000 185.171500 0.000127674
64 585961400.000000 185.289500 0.000127704
65 585961480.000000 185.401500 0.000127704
66 585961560.000000 185.520500 0.000127614
67 585961640.000000 185.634500 0.000127674
68 585961720.000000 185.749000 0.000127674
69 585961800.000000 185.865000 0.000127614
70 585961880.000000 185.980500 0.000127674
71 585961960.000000 186.097000 0.000127644
72 585962040.000000 186.210000 0.000127614
73 585962120.000000 186.328500 0.000127674
74 585962200.000000 186.441500 0.000127704
75 585962280.000000 186.559000 0.000127734
76 585962360.000000 186.675000 0.000127674
77 585962440.000000 186.792000 0.000127674
78 585962520.000000 186.905500 0.000127704
79 585962600.000000 187.040500 0.000127704
80 585962680.000000 187.153000 0.000127704
81 585962760.000000 187.263500 0.000127674
82 585962840.000000 187.377000 0.000127674
83 585962920.000000 187.486500 0.000127674
84 585963000.000000 187.603500 0.000127734
85 585963080.000000 187.715500 0.000127763
86 585963160.000000 187.834500 0.000127704
87 585963240.000000 187.946500 0.000127704
88 585963320.000000 188.064000 0.000127734
89 585963400.000000 188.178000 0.000127734
90 585963480.000000 188.293500 0.000127734
91 585963560.000000 188.410500 0.000127763
92 585963640.000000 188.524500 0.000127704
93 585963720.000000 188.639000 0.000127734
94 585963800.000000 188.749500 0.000127704
95 585963880.000000 188.869000 0.000127704
96 585963960.000000 188.983500 0.000127734
97 585964040.000000 189.099500 0.000127734
98 585964120.000000 189.215000 0.000127704
99 585964200.000000 189.330000 0.000127734
100 585964280.000000 189.445000 0.000127704
101 585964360.000000 189.561000 0.000127763
102 585964440.000000 189.675000 0.000127823
103 585964520.000000 189.789000 0.000127704
104 585964600.000000 189.906500 0.000127763
105 585964680.000000 190.018500 0.000127734
106 585964760.000000 190.136000 0.000127823
107 585964840.000000 190.250500 0.000127793
108 585964920.000000 190.368000 0.000127763
109 585965000.000000 190.480500 0.000127704
110 585965080.000000 190.598000 0.000127704
111 585965160.000000 190.711000 0.000127763
112 585965240.000000 190.826500 0.000127823
113 585965320.000000 190.943500 0.000127763
114 585965400.000000 191.058000 0.000127793
115 585965480.000000 191.173000 0.000127793
116 585965560.000000 191.288000 0.000127823
117 585965640.000000 191.403500 0.000127883
118 585965720.000000 191.519500 0.000127912
119 585965800.000000 191.639000 0.000127853
120 585965880.000000 191.753000 0.000127793
121 585965960.000000 191.871000 0.000127853
122 585966040.000000 191.985000 0.000127823
123 585966120.000000 192.102000 0.000127853
124 585966200.000000 192.219500 0.000127763
125 585966280.000000 192.332500 0.000127793
126 585966360.000000 192.451000 0.000127763
127 585966440.000000 192.565000 0.000127793
128 585966520.000000 192.679000 0.000127823
129 585966600.000000 192.794500 0.000127674
130 585966680.000000 192.912000 0.000127763
131 585966760.000000 193.024500 0.000127763
132 585966840.000000 193.140500 0.000127704
133 585966920.000000 193.256500 0.000127793
134 585967000.000000 193.371500 0.000127763
135 585967080.000000 193.489000 0.000127793
136 585967160.000000 193.603500 0.000127823
137 585967240.000000 193.719000 0.000127763
138 585967320.000000 193.833000 0.000127763
139 585967400.000000 193.950500 0.000127763
140 585967480.000000 194.063000 0.000127793
141 585967560.000000 194.179000 0.000127734
142 585967640.000000 194.296000 0.000127763
143 585967720.000000 194.412500 0.000127793
144 585967800.000000 194.525500 0.000127823
145 585967880.000000 194.641000 0.000127763
146 585967960.000000 194.755500 0.000127763
147 585968041.000000 194.869500 0.000127763
148 585968120.000000 194.986000 0.000127734
149 585968200.000000 195.098500 0.000127734
150 585968280.000000 195.217000 0.000127793
151 585968360.000000 195.331500 0.000127763
152 585968440.000000 195.447000 0.000127793
153 585968520.000000 195.563500 0.000127734
154 585968600.000000 195.680500 0.000127734
155 585968680.000000 195.794000 0.000127823
156 585968760.000000 195.911000 0.000127823
157 585968840.000000 196.025000 0.000127823
158 585968920.000000 196.140500 0.000127823
159 585969000.000000 196.257500 0.000127853
160 585969080.000000 196.370000 0.000127853
161 585969160.000000 196.488500 0.000127853
162 585969240.000000 196.603500 0.000127853
163 585969320.000000 196.719500 0.000127883
164 585969400.000000 196.835000 0.000127912
165 585969480.000000 196.953500 0.000127942
166 585969560.000000 197.066000 0.000127942
167 585969640.000000 197.183500 0.000127883
168 585969720.000000 197.300000 0.000127912
169 585969800.000000 197.415000 0.000127942
170 585969880.000000 197.531000 0.000127853
171 585969960.000000 197.644000 0.000127942
172 585970040.000000 197.763000 0.000127942
173 585970120.000000 197.875000 0.000127972
174 585970200.000000 197.993000 0.000127942
175 585970280.000000 198.108000 0.000127823
176 585970360.000000 198.223000 0.000127883
177 585970440.000000 198.339500 0.000127883
178 585970520.000000 198.455500 0.000127823
179 585970600.000000 198.569500 0.000127883
180 585970680.000000 198.683500 0.000127942
181 585970760.000000 198.801500 0.000127912
182 585970840.000000 198.911500 0.000127853
183 585970920.000000 199.028000 0.000127912
184 585971000.000000 199.141000 0.000127912
185 585971080.000000 199.259000 0.000127912
186 585971160.000000 199.373500 0.000127883
187 585971240.000000 199.490000 0.000127823
188 585971320.000000 199.603500 0.000127883
189 585971400.000000 199.720500 0.000127853
190 585971480.000000 199.838000 0.000127912
191 585971560.000000 199.950500 0.000127972
192 585971640.000000 200.066000 0.000127883
193 585971720.000000 200.181000 0.000127883
194 585971800.000000 200.299500 0.000127883
195 585971880.000000 200.411500 0.000127883
196 585971960.000000 200.527500 0.000127942
197 585972040.000000 200.642500 0.000127853
198 585972120.000000 200.757500 0.000127883
199 585972200.000000 200.873000 0.000127793
