# SAMPLE
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. X-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 592103242.000000 177.918000 0.00020364
1 592103320.000000 178.032500 0.000203759
2 592103400.000000 178.142500 0.000203759
3 592103480.000000 178.252500 0.00020373
4 592103560.000000 178.356500 0.000203759
5 592103640.000000 178.473000 0.0002037
6 592103720.000000 178.585500 0.000203551
7 592103800.000000 178.701500 0.000203402
8 592103880.000000 178.816000 0.000203432
9 592103960.000000 178.935000 0.000203461
10 592104040.000000 179.046500 0.000203581
11 592104120.000000 179.163500 0.00020367
12 592104200.000000 179.278500 0.000203759
13 592104280.000000 179.393000 0.0002037
14 592104360.000000 179.509500 0.000203521
15 592104440.000000 179.623500 0.000203521
16 592104520.000000 179.738000 0.000203432
17 592104600.000000 179.853000 0.000203432
18 592104680.000000 179.971000 0.000203461
19 592104760.000000 180.082500 0.000203491
20 592104840.000000 180.201000 0.00020364
21 592104920.000000 180.313500 0.00020361
22 592105000.000000 180.429000 0.00020367
23 592105080.000000 180.545000 0.00020364
24 592105160.000000 180.660000 0.000203491
25 592105240.000000 180.774500 0.000203432
26 592105320.000000 180.889500 0.000203402
27 592105400.000000 181.006000 0.000203432
28 592105480.000000 181.119500 0.000203461
29 592105560.000000 181.237500 0.000203521
30 592105640.000000 181.354000 0.000203581
31 592105720.000000 181.469500 0.000203551
32 592105800.000000 181.584000 0.000203581
33 592105880.000000 181.701000 0.000203521
34 592105960.000000 181.818000 0.000203372
35 592106040.000000 181.934000 0.000203432
36 592106120.000000 182.050500 0.000203402
37 592106200.000000 182.163500 0.000203521
38 592106280.000000 182.281500 0.000203521
39 592106360.000000 182.397000 0.000203581
40 592106440.000000 182.511000 0.000203551
41 592106520.000000 182.624000 0.000203551
42 592106600.000000 182.741500 0.000203491
43 592106680.000000 182.858500 0.000203402
44 592106760.000000 182.974500 0.000203521
45 592106840.000000 183.092000 0.000203342
46 592106920.000000 183.204500 0.000203312
47 592107000.000000 183.323500 0.000203491
48 592107080.000000 183.435500 0.000203461
49 592107160.000000 183.552500 0.000203551
50 592107240.000000 183.665000 0.000203521
51 592107320.000000 183.782000 0.000203581
52 592107400.000000 183.894000 0.000203491
53 592107480.000000 184.011000 0.000203402
54 592107560.000000 184.126500 0.000203372
55 592107640.000000 184.241000 0.000203283
56 592107720.000000 184.358500 0.000203402
57 592107800.000000 184.473500 0.000203432
58 592107880.000000 184.588500 0.000203432
59 592107960.000000 184.702000 0.000203581
60 592108040.000000 184.820000 0.000203461
61 592108120.000000 184.934500 0.000203581
62 592108200.000000 185.050500 0.000203432
63 592108280.000000 185.164500 0.000203312
64 592108360.000000 185.283000 0.000203432
65 592108440.000000 185.395500 0.000203402
66 592108520.000000 185.513000 0.000203461
67 592108600.000000 185.628500 0.000203491
68 592108680.000000 185.742500 0.000203551
69 592108760.000000 185.859000 0.000203551
70 592108840.000000 185.974000 0.000203551
71 592108920.000000 186.088000 0.000203581
72 592109000.000000 186.203000 0.000203432
73 592109080.000000 186.319000 0.000203461
74 592109160.000000 186.434000 0.000203432
75 592109240.000000 186.552500 0.000203461
76 592109320.000000 186.666000 0.000203521
77 592109400.000000 186.784000 0.000203551
78 592109480.000000 186.901500 0.000203581
79 592109560.000000 187.014500 0.00020361
80 592109640.000000 187.132500 0.000203551
81 592109720.000000 187.247000 0.000203521
82 592109800.000000 187.363000 0.000203432
83 592109880.000000 187.474500 0.000203461
84 592109960.000000 187.592000 0.000203461
85 592110040.000000 187.707000 0.000203402
86 592110120.000000 187.825000 0.000203432
87 592110200.000000 187.938500 0.000203432
88 592110280.000000 188.054000 0.000203551
89 592110360.000000 188.168500 0.000203581
90 592110440.000000 188.283000 0.000203521
91 592110520.000000 188.400000 0.000203491
92 592110600.000000 188.514500 0.000203372
93 592110680.000000 188.630000 0.000203372
94 592110760.000000 188.743000 0.000203283
95 592110840.000000 188.858500 0.000203253
96 592110920.000000 188.973000 0.000203432
97 592111000.000000 189.090500 0.000203521
98 592111080.000000 189.207000 0.00020364
99 592111160.000000 189.321500 0.00020364
100 592111240.000000 189.437000 0.00020364
101 592111320.000000 189.553000 0.000203521
102 592111400.000000 189.668000 0.000203342
103 592111480.000000 189.780500 0.000203283
104 592111560.000000 189.898000 0.000203223
105 592111640.000000 190.012000 0.000203402
106 592111720.000000 190.127000 0.000203581
107 592111800.000000 190.242000 0.0002037
108 592111880.000000 190.360000 0.00020373
109 592111960.000000 190.473000 0.00020367
110 592112040.000000 190.590500 0.000203581
111 592112120.000000 190.704000 0.000203402
112 592112200.000000 190.819000 0.000203283
113 592112280.000000 190.936500 0.000203283
114 592112360.000000 191.050500 0.000203402
115 592112440.000000 191.165500 0.00020364
116 592112520.000000 191.280500 0.000203819
117 592112600.000000 191.398500 0.000203968
118 592112680.000000 191.512500 0.000203759
119 592112760.000000 191.631000 0.00020364
120 592112840.000000 191.744500 0.000203432
121 592112920.000000 191.862000 0.000203283
122 592113000.000000 191.978000 0.000203253
123 592113080.000000 192.092500 0.000203402
124 592113160.000000 192.211500 0.00020373
125 592113240.000000 192.326000 0.000203879
126 592113320.000000 192.443000 0.000203879
127 592113400.000000 192.557000 0.000203849
128 592113480.000000 192.674000 0.00020367
129 592113560.000000 192.787000 0.000203432
130 592113640.000000 192.902500 0.000203253
131 592113720.000000 193.017500 0.000203163
132 592113800.000000 193.135000 0.000203402
133 592113880.000000 193.253500 0.00020364
134 592113960.000000 193.365000 0.000203849
135 592114040.000000 193.480000 0.000203908
136 592114120.000000 193.595000 0.000203849
137 592114200.000000 193.713500 0.0002037
138 592114280.000000 193.826000 0.000203432
139 592114360.000000 193.941000 0.000203283
140 592114440.000000 194.056500 0.000203253
141 592114520.000000 194.173000 0.000203372
142 592114600.000000 194.286500 0.00020361
143 592114680.000000 194.402500 0.000203819
144 592114760.000000 194.516500 0.000203968
145 592114840.000000 194.631500 0.000203968
146 592114920.000000 194.749500 0.00020367
147 592115000.000000 194.861000 0.000203461
148 592115080.000000 194.978500 0.000203312
149 592115160.000000 195.094500 0.000203253
150 592115240.000000 195.209500 0.000203402
151 592115320.000000 195.324000 0.000203551
152 592115400.000000 195.442500 0.000203849
153 592115480.000000 195.556000 0.000203908
154 592115560.000000 195.671500 0.000203998
155 592115640.000000 195.787000 0.000203819
156 592115720.000000 195.903000 0.0002037
157 592115800.000000 196.018000 0.000203461
158 592115880.000000 196.133500 0.000203402
159 592115960.000000 196.248500 0.000203432
160 592116040.000000 196.363500 0.000203581
161 592116120.000000 196.481500 0.000203849
162 592116200.000000 196.595000 0.000203968
163 592116280.000000 196.713500 0.000203998
164 592116360.000000 196.829500 0.000203998
165 592116440.000000 196.945000 0.00020367
166 592116520.000000 197.060000 0.000203581
167 592116600.000000 197.177500 0.000203402
168 592116680.000000 197.295000 0.000203342
169 592116760.000000 197.406000 0.000203581
170 592116840.000000 197.525500 0.00020373
171 592116920.000000 197.635500 0.000203968
172 592117000.000000 197.754500 0.000204028
173 592117080.000000 197.866500 0.000203938
174 592117160.000000 197.983500 0.000203819
175 592117240.000000 198.099000 0.000203581
176 592117320.000000 198.216000 0.000203521
177 592117400.000000 198.331500 0.000203342
178 592117480.000000 198.444500 0.000203461
179 592117560.000000 198.562500 0.00020373
180 592117640.000000 198.676500 0.000203879
181 592117720.000000 198.792500 0.000203998
182 592117800.000000 198.904000 0.000203908
183 592117880.000000 199.022000 0.000203849
184 592117960.000000 199.134500 0.00020361
185 592118040.000000 199.252000 0.000203402
186 592118120.000000 199.367000 0.000203342
187 592118200.000000 199.481000 0.000203432
188 592118280.000000 199.597000 0.00020367
189 592118360.000000 199.713500 0.000203789
190 592118440.000000 199.828000 0.000203968
191 592118520.000000 199.941000 0.000203879
192 592118600.000000 200.059500 0.00020373
193 592118680.000000 200.170500 0.00020364
194 592118760.000000 200.289000 0.000203521
195 592118840.000000 200.403000 0.000203372
196 592118920.000000 200.521000 0.000203461
197 592119000.000000 200.634500 0.000203521
198 592119080.000000 200.752500 0.000203789
199 592119160.000000 200.868500 0.000203819
200 592119240.000000 200.981500 0.000203908
