# SAMPLE -- ONE ARM SCANS
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. X-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 587075204.000000 177.913000 0.000122578
1 587075280.000000 178.026000 0.000122518
2 587075360.000000 178.139000 0.000122548
3 587075440.000000 178.248500 0.000122578
4 587075520.000000 178.357500 0.000122518
5 587075600.000000 178.462500 0.000122459
6 587075680.000000 178.575000 0.000122518
7 587075760.000000 178.693000 0.000122518
8 587075840.000000 178.807500 0.000122518
9 587075920.000000 178.925000 0.000122488
10 587076000.000000 179.040000 0.000122518
11 587076080.000000 179.154000 0.000122488
12 587076160.000000 179.270000 0.000122518
13 587076240.000000 179.383000 0.000122488
14 587076320.000000 179.500000 0.000122518
15 587076400.000000 179.613500 0.000122488
16 587076480.000000 179.728500 0.000122459
17 587076560.000000 179.843000 0.000122459
18 587076640.000000 179.961500 0.000122548
19 587076720.000000 180.073000 0.000122459
20 587076800.000000 180.191000 0.000122459
21 587076880.000000 180.306000 0.000122459
22 587076960.000000 180.419500 0.000122459
23 587077040.000000 180.535500 0.000122488
24 587077120.000000 180.651500 0.000122459
25 587077200.000000 180.768500 0.000122488
26 587077280.000000 180.879500 0.000122429
27 587077360.000000 180.994000 0.000122429
28 587077440.000000 181.109500 0.000122429
29 587077520.000000 181.226500 0.000122369
30 587077600.000000 181.342000 0.000122488
31 587077680.000000 181.459000 0.000122488
32 587077760.000000 181.575000 0.000122459
33 587077840.000000 181.692000 0.000122369
34 587077920.000000 181.809500 0.000122399
35 587078000.000000 181.923000 0.000122399
36 587078080.000000 182.041000 0.000122459
37 587078160.000000 182.154500 0.000122369
38 587078240.000000 182.271000 0.000122399
39 587078320.000000 182.384500 0.000122339
40 587078400.000000 182.502000 0.000122399
41 587078480.000000 182.615500 0.000122339
42 587078560.000000 182.732500 0.000122399
43 587078640.000000 182.851000 0.000122369
44 587078720.000000 182.963500 0.000122339
45 587078800.000000 183.081000 0.000122399
46 587078880.000000 183.196500 0.000122339
47 587078960.000000 183.313500 0.00012231
48 587079040.000000 183.425500 0.000122339
49 587079120.000000 183.543000 0.00012228
50 587079200.000000 183.657000 0.000122339
51 587079280.000000 183.771000 0.00012231
52 587079360.000000 183.886000 0.000122339
53 587079440.000000 184.003000 0.000122369
54 587079520.000000 184.117000 0.000122369
55 587079600.000000 184.235000 0.000122399
56 587079680.000000 184.348500 0.000122399
57 587079760.000000 184.462500 0.000122339
58 587079840.000000 184.581000 0.000122369
59 587079920.000000 184.694500 0.000122369
60 587080000.000000 184.809500 0.000122339
61 587080080.000000 184.924000 0.000122339
62 587080160.000000 185.042000 0.000122369
63 587080240.000000 185.154000 0.000122339
64 587080320.000000 185.272500 0.000122399
65 587080400.000000 185.386000 0.000122459
66 587080480.000000 185.503500 0.000122399
67 587080560.000000 185.616500 0.000122339
68 587080640.000000 185.733000 0.00012231
69 587080720.000000 185.847500 0.000122399
70 587080800.000000 185.961500 0.000122399
71 587080880.000000 186.079500 0.000122429
72 587080960.000000 186.194000 0.000122399
73 587081040.000000 186.310000 0.000122369
74 587081120.000000 186.425000 0.000122459
75 587081200.000000 186.544000 0.000122459
76 587081280.000000 186.656500 0.000122399
77 587081360.000000 186.773500 0.000122429
78 587081440.000000 186.887000 0.000122339
79 587081520.000000 187.003000 0.000122399
80 587081600.000000 187.121500 0.000122339
81 587081680.000000 187.234500 0.000122399
82 587081760.000000 187.351500 0.000122399
83 587081840.000000 187.464500 0.000122369
84 587081920.000000 187.583000 0.000122339
85 587082000.000000 187.696000 0.000122339
86 587082080.000000 187.814500 0.000122339
87 587082160.000000 187.927500 0.000122339
88 587082240.000000 188.043000 0.00012228
89 587082320.000000 188.160500 0.00012222
90 587082400.000000 188.272500 0.00012225
91 587082480.000000 188.390500 0.00012219
92 587082560.000000 188.505000 0.000122339
93 587082640.000000 188.621000 0.00012231
94 587082720.000000 188.733500 0.000122369
95 587082800.000000 188.851500 0.000122399
96 587082880.000000 188.965500 0.000122399
97 587082960.000000 189.081500 0.000122429
98 587083040.000000 189.197500 0.000122459
99 587083120.000000 189.314000 0.000122369
100 587083200.000000 189.428000 0.000122369
101 587083280.000000 189.543500 0.000122459
102 587083360.000000 189.661000 0.000122459
103 587083440.000000 189.772000 0.000122429
104 587083520.000000 189.890000 0.000122459
105 587083600.000000 190.002500 0.000122399
106 587083680.000000 190.120000 0.000122399
107 587083760.000000 190.234500 0.000122429
108 587083840.000000 190.350000 0.000122399
109 587083920.000000 190.465500 0.000122459
110 587084000.000000 190.581500 0.000122488
111 587084080.000000 190.695500 0.000122488
112 587084160.000000 190.810000 0.000122429
113 587084240.000000 190.926500 0.000122459
114 587084320.000000 191.039000 0.000122459
115 587084400.000000 191.156000 0.000122459
116 587084480.000000 191.269500 0.000122518
117 587084560.000000 191.386000 0.000122488
118 587084640.000000 191.503500 0.000122459
119 587084720.000000 191.619000 0.000122459
120 587084800.000000 191.734000 0.000122488
121 587084880.000000 191.849500 0.000122459
122 587084960.000000 191.967000 0.000122488
123 587085040.000000 192.083000 0.000122488
124 587085120.000000 192.200500 0.000122459
125 587085200.000000 192.313000 0.000122459
126 587085280.000000 192.432500 0.000122518
127 587085360.000000 192.543500 0.000122518
128 587085440.000000 192.660500 0.000122459
129 587085520.000000 192.775500 0.000122488
130 587085600.000000 192.890000 0.000122459
131 587085680.000000 193.006000 0.000122429
132 587085760.000000 193.123500 0.000122429
133 587085840.000000 193.239000 0.000122459
134 587085920.000000 193.353500 0.000122488
135 587086000.000000 193.472000 0.000122429
136 587086080.000000 193.587000 0.000122488
137 587086160.000000 193.702000 0.000122518
138 587086240.000000 193.817000 0.000122488
139 587086320.000000 193.934000 0.000122488
140 587086400.000000 194.046000 0.000122518
141 587086480.000000 194.163000 0.000122459
142 587086560.000000 194.277000 0.000122488
143 587086640.000000 194.392500 0.000122488
144 587086720.000000 194.509000 0.000122488
145 587086800.000000 194.622000 0.000122488
146 587086880.000000 194.738500 0.000122488
147 587086960.000000 194.853000 0.000122488
148 587087040.000000 194.968500 0.000122518
149 587087120.000000 195.082500 0.000122488
150 587087200.000000 195.202000 0.000122518
151 587087280.000000 195.314000 0.000122488
152 587087360.000000 195.432500 0.000122548
153 587087440.000000 195.547500 0.000122548
154 587087520.000000 195.676000 0.000122548
155 587087600.000000 195.787500 0.000122548
156 587087680.000000 195.900500 0.000122518
157 587087760.000000 196.015500 0.000122518
158 587087840.000000 196.124000 0.000122548
159 587087920.000000 196.240000 0.000122608
160 587088000.000000 196.355000 0.000122608
161 587088080.000000 196.471500 0.000122608
162 587088160.000000 196.586500 0.000122578
163 587088240.000000 196.702500 0.000122608
164 587088320.000000 196.816000 0.000122637
165 587088400.000000 196.932000 0.000122608
166 587088480.000000 197.048500 0.000122637
167 587088560.000000 197.163500 0.000122608
168 587088640.000000 197.282000 0.000122667
169 587088720.000000 197.394500 0.000122667
170 587088800.000000 197.513500 0.000122667
171 587088880.000000 197.626000 0.000122608
172 587088960.000000 197.744500 0.000122637
173 587089040.000000 197.857500 0.000122578
174 587089120.000000 197.974000 0.000122637
175 587089200.000000 198.090000 0.000122697
176 587089280.000000 198.205500 0.000122548
177 587089360.000000 198.321000 0.000122578
178 587089440.000000 198.435500 0.000122608
179 587089520.000000 198.552500 0.000122637
180 587089600.000000 198.664000 0.000122548
181 587089680.000000 198.783000 0.000122548
182 587089760.000000 198.893000 0.000122578
183 587089840.000000 199.011000 0.000122637
184 587089920.000000 199.125000 0.000122548
185 587090000.000000 199.243000 0.000122608
186 587090080.000000 199.356500 0.000122578
187 587090160.000000 199.473500 0.000122608
188 587090240.000000 199.589500 0.000122608
189 587090320.000000 199.703000 0.000122637
190 587090400.000000 199.820500 0.000122578
191 587090480.000000 199.934500 0.000122608
192 587090560.000000 200.049500 0.000122637
193 587090640.000000 200.163000 0.000122608
194 587090720.000000 200.282000 0.000122548
195 587090800.000000 200.393500 0.000122548
196 587090880.000000 200.510000 0.000122548
197 587090960.000000 200.625000 0.000122518
198 587091040.000000 200.741000 0.000122518
199 587091120.000000 200.856000 0.000122548
