# SAMPLE -- ONE ARM SCANS
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. X-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 586561000.000000 177.917500 0.000122697
1 586561080.000000 178.025500 0.000122667
2 586561160.000000 178.134500 0.000122757
3 586561240.000000 178.240500 0.000122697
4 586561320.000000 178.353500 0.000122637
5 586561400.000000 178.470500 0.000122608
6 586561480.000000 178.581000 0.000122697
7 586561560.000000 178.699000 0.000122667
8 586561640.000000 178.812000 0.000122637
9 586561720.000000 178.929000 0.000122637
10 586561800.000000 179.045000 0.000122667
11 586561880.000000 179.158500 0.000122637
12 586561960.000000 179.274000 0.000122697
13 586562040.000000 179.387000 0.000122667
14 586562120.000000 179.504500 0.000122637
15 586562200.000000 179.616500 0.000122667
16 586562280.000000 179.732000 0.000122697
17 586562360.000000 179.846500 0.000122637
18 586562440.000000 179.964000 0.000122667
19 586562520.000000 180.076000 0.000122697
20 586562600.000000 180.194500 0.000122608
21 586562680.000000 180.309500 0.000122637
22 586562760.000000 180.424500 0.000122637
23 586562840.000000 180.539500 0.000122608
24 586562920.000000 180.654500 0.000122608
25 586563000.000000 180.768500 0.000122667
26 586563080.000000 180.882000 0.000122608
27 586563160.000000 181.000000 0.000122637
28 586563240.000000 181.112000 0.000122637
29 586563320.000000 181.230500 0.000122697
30 586563400.000000 181.346500 0.000122608
31 586563480.000000 181.464500 0.000122578
32 586563560.000000 181.578000 0.000122548
33 586563640.000000 181.697000 0.000122608
34 586563720.000000 181.814000 0.000122608
35 586563800.000000 181.927000 0.000122608
36 586563880.000000 182.046500 0.000122608
37 586563960.000000 182.160000 0.000122548
38 586564040.000000 182.276000 0.000122608
39 586564120.000000 182.390500 0.000122548
40 586564200.000000 182.507500 0.000122637
41 586564280.000000 182.620500 0.000122608
42 586564360.000000 182.738000 0.000122518
43 586564440.000000 182.855500 0.000122548
44 586564520.000000 182.969000 0.000122548
45 586564600.000000 183.086000 0.000122548
46 586564680.000000 183.200500 0.000122518
47 586564760.000000 183.316500 0.000122518
48 586564840.000000 183.431500 0.000122488
49 586564920.000000 183.548000 0.000122488
50 586565000.000000 183.660000 0.000122518
51 586565080.000000 183.777500 0.000122518
52 586565160.000000 183.889000 0.000122488
53 586565240.000000 184.006500 0.000122459
54 586565320.000000 184.122500 0.000122488
55 586565400.000000 184.236500 0.000122548
56 586565480.000000 184.354000 0.000122518
57 586565560.000000 184.468000 0.000122548
58 586565640.000000 184.583500 0.000122488
59 586565720.000000 184.696500 0.000122488
60 586565800.000000 184.814000 0.000122488
61 586565880.000000 184.929000 0.000122459
62 586565960.000000 185.043500 0.000122459
63 586566040.000000 185.155000 0.000122459
64 586566120.000000 185.274000 0.000122488
65 586566200.000000 185.387500 0.000122459
66 586566280.000000 185.505500 0.000122459
67 586566360.000000 185.619000 0.000122518
68 586566440.000000 185.735000 0.000122488
69 586566520.000000 185.851500 0.000122518
70 586566600.000000 185.966000 0.000122548
71 586566680.000000 186.081000 0.000122548
72 586566760.000000 186.195500 0.000122518
73 586566840.000000 186.314500 0.000122608
74 586566920.000000 186.427000 0.000122548
75 586567000.000000 186.546000 0.000122608
76 586567080.000000 186.661500 0.000122578
77 586567160.000000 186.776500 0.000122637
78 586567240.000000 186.893000 0.000122548
79 586567320.000000 187.008500 0.000122518
80 586567400.000000 187.124500 0.000122578
81 586567480.000000 187.238500 0.000122518
82 586567560.000000 187.358000 0.000122548
83 586567640.000000 187.468000 0.000122548
84 586567720.000000 187.588000 0.000122637
85 586567800.000000 187.700000 0.000122548
86 586567880.000000 187.818500 0.000122548
87 586567960.000000 187.935000 0.000122518
88 586568040.000000 188.048500 0.000122548
89 586568120.000000 188.164500 0.000122518
90 586568200.000000 188.280000 0.000122578
91 586568280.000000 188.397000 0.000122608
92 586568360.000000 188.509000 0.000122608
93 586568440.000000 188.626500 0.000122548
94 586568520.000000 188.737000 0.000122548
95 586568600.000000 188.855000 0.000122608
96 586568680.000000 188.968500 0.000122637
97 586568760.000000 189.086500 0.000122548
98 586568840.000000 189.200000 0.000122637
99 586568920.000000 189.317000 0.000122637
100 586569000.000000 189.434500 0.000122608
101 586569080.000000 189.546000 0.000122578
102 586569160.000000 189.664500 0.000122548
103 586569240.000000 189.778500 0.000122608
104 586569320.000000 189.893500 0.000122608
105 586569400.000000 190.006000 0.000122578
106 586569480.000000 190.122000 0.000122667
107 586569560.000000 190.236000 0.000122667
108 586569640.000000 190.354500 0.000122637
109 586569720.000000 190.467000 0.000122667
110 586569800.000000 190.584000 0.000122637
111 586569880.000000 190.699000 0.000122667
112 586569961.000000 190.814500 0.000122637
113 586570040.000000 190.929000 0.000122697
114 586570120.000000 191.043000 0.000122727
115 586570200.000000 191.158500 0.000122637
116 586570280.000000 191.273500 0.000122667
117 586570360.000000 191.390500 0.000122727
118 586570440.000000 191.505000 0.000122786
119 586570520.000000 191.624000 0.000122727
120 586570600.000000 191.737500 0.000122727
121 586570680.000000 191.854500 0.000122637
122 586570760.000000 191.972500 0.000122667
123 586570840.000000 192.086000 0.000122667
124 586570920.000000 192.205000 0.000122697
125 586571000.000000 192.319000 0.000122637
126 586571080.000000 192.435000 0.000122637
127 586571160.000000 192.548000 0.000122667
128 586571240.000000 192.666000 0.000122578
129 586571320.000000 192.780500 0.000122578
130 586571400.000000 192.896000 0.000122608
131 586571480.000000 193.012500 0.000122637
132 586571560.000000 193.129000 0.000122608
133 586571640.000000 193.243500 0.000122608
134 586571720.000000 193.359500 0.000122608
135 586571800.000000 193.475500 0.000122667
136 586571880.000000 193.590000 0.000122667
137 586571960.000000 193.708000 0.000122637
138 586572040.000000 193.820000 0.000122637
139 586572120.000000 193.937000 0.000122608
140 586572200.000000 194.051500 0.000122667
141 586572280.000000 194.166000 0.000122667
142 586572360.000000 194.282000 0.000122608
143 586572440.000000 194.398500 0.000122637
144 586572520.000000 194.512500 0.000122637
145 586572600.000000 194.627500 0.000122697
146 586572680.000000 194.742000 0.000122667
147 586572760.000000 194.856500 0.000122667
148 586572840.000000 194.973500 0.000122667
149 586572920.000000 195.086000 0.000122637
150 586573000.000000 195.201000 0.000122637
151 586573080.000000 195.319500 0.000122697
152 586573160.000000 195.435000 0.000122667
153 586573240.000000 195.550000 0.000122697
154 586573320.000000 195.668000 0.000122697
155 586573400.000000 195.781500 0.000122727
156 586573480.000000 195.896500 0.000122757
157 586573560.000000 196.011000 0.000122697
158 586573640.000000 196.126500 0.000122697
159 586573720.000000 196.244000 0.000122667
160 586573800.000000 196.357000 0.000122667
161 586573880.000000 196.474500 0.000122727
162 586573960.000000 196.587500 0.000122786
163 586574040.000000 196.705000 0.000122757
164 586574120.000000 196.822000 0.000122727
165 586574200.000000 196.936000 0.000122727
166 586574280.000000 197.052000 0.000122757
167 586574360.000000 197.168500 0.000122846
168 586574440.000000 197.284000 0.000122816
169 586574520.000000 197.398500 0.000122786
170 586574600.000000 197.517000 0.000122816
171 586574680.000000 197.630500 0.000122757
172 586574760.000000 197.747000 0.000122786
173 586574840.000000 197.861000 0.000122846
174 586574920.000000 197.979000 0.000122786
175 586575000.000000 198.094000 0.000122786
176 586575080.000000 198.208500 0.000122786
177 586575160.000000 198.324000 0.000122816
178 586575240.000000 198.440500 0.000122757
179 586575320.000000 198.555500 0.000122786
180 586575400.000000 198.670000 0.000122786
181 586575480.000000 198.788000 0.000122757
182 586575560.000000 198.898000 0.000122757
183 586575640.000000 199.016500 0.000122786
184 586575720.000000 199.130500 0.000122816
185 586575800.000000 199.245500 0.000122786
186 586575880.000000 199.360500 0.000122816
187 586575960.000000 199.477500 0.000122816
188 586576040.000000 199.591500 0.000122757
189 586576120.000000 199.707000 0.000122786
190 586576200.000000 199.825500 0.000122757
191 586576280.000000 199.936000 0.000122786
192 586576360.000000 200.055000 0.000122816
193 586576440.000000 200.169000 0.000122757
194 586576520.000000 200.285000 0.000122786
195 586576600.000000 200.398000 0.000122786
196 586576680.000000 200.516000 0.000122727
197 586576760.000000 200.628000 0.000122757
198 586576840.000000 200.745000 0.000122697
199 586576920.000000 200.859500 0.000122727
