# SAMPLE
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. X-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 590016220.000000 177.919000 0.000203968
1 590016300.000000 178.028500 0.000203938
2 590016380.000000 178.138500 0.000204117
3 590016460.000000 178.245000 0.000204057
4 590016540.000000 178.358000 0.000203879
5 590016620.000000 178.471000 0.000203849
6 590016700.000000 178.583000 0.000203759
7 590016780.000000 178.700000 0.0002037
8 590016860.000000 178.813500 0.00020367
9 590016940.000000 178.932000 0.000203789
10 590017020.000000 179.044000 0.000203849
11 590017100.000000 179.160500 0.000203908
12 590017180.000000 179.275500 0.000203908
13 590017260.000000 179.388500 0.000203908
14 590017340.000000 179.502500 0.000203879
15 590017420.000000 179.616500 0.000203789
16 590017500.000000 179.734500 0.0002037
17 590017580.000000 179.848000 0.00020373
18 590017660.000000 179.963500 0.00020373
19 590017740.000000 180.078500 0.000203879
20 590017820.000000 180.196000 0.000203879
21 590017900.000000 180.310000 0.000203819
22 590017980.000000 180.424000 0.000203849
23 590018060.000000 180.540500 0.000203879
24 590018140.000000 180.655500 0.000203849
25 590018220.000000 180.772000 0.00020364
26 590018300.000000 180.883000 0.00020373
27 590018380.000000 181.000500 0.00020367
28 590018461.000000 181.116500 0.000203759
29 590018540.000000 181.234500 0.000203819
30 590018620.000000 181.347500 0.000203819
31 590018700.000000 181.465000 0.000203908
32 590018780.000000 181.581500 0.000203938
33 590018860.000000 181.699000 0.000203819
34 590018940.000000 181.814000 0.0002037
35 590019020.000000 181.930000 0.00020361
36 590019100.000000 182.047500 0.00020373
37 590019180.000000 182.159500 0.00020367
38 590019260.000000 182.278000 0.000203819
39 590019340.000000 182.392500 0.000203819
40 590019420.000000 182.507000 0.000203849
41 590019500.000000 182.623500 0.000203879
42 590019580.000000 182.741000 0.000203819
43 590019660.000000 182.856000 0.000203759
44 590019740.000000 182.972000 0.000203759
45 590019820.000000 183.086500 0.0002037
46 590019900.000000 183.202000 0.00020373
47 590019980.000000 183.320000 0.0002037
48 590020060.000000 183.434000 0.000203849
49 590020140.000000 183.549500 0.000203849
50 590020220.000000 183.662500 0.000203849
51 590020300.000000 183.779000 0.000203819
52 590020380.000000 183.891000 0.000203789
53 590020460.000000 184.008000 0.000203759
54 590020540.000000 184.123500 0.0002037
55 590020620.000000 184.238000 0.00020364
56 590020700.000000 184.354000 0.00020367
57 590020780.000000 184.467500 0.000203759
58 590020860.000000 184.585000 0.000203819
59 590020940.000000 184.699500 0.000203819
60 590021020.000000 184.815000 0.000203819
61 590021100.000000 184.929500 0.000203759
62 590021180.000000 185.048000 0.0002037
63 590021260.000000 185.162500 0.00020367
64 590021340.000000 185.277500 0.0002037
65 590021420.000000 185.390000 0.0002037
66 590021500.000000 185.506500 0.000203759
67 590021580.000000 185.622500 0.00020373
68 590021660.000000 185.737500 0.000203759
69 590021740.000000 185.852500 0.000203759
70 590021820.000000 185.967500 0.000203849
71 590021900.000000 186.085000 0.000203819
72 590021980.000000 186.198000 0.0002037
73 590022060.000000 186.315500 0.00020373
74 590022140.000000 186.430500 0.0002037
75 590022220.000000 186.546500 0.000203819
76 590022300.000000 186.662000 0.00020373
77 590022380.000000 186.780500 0.000203759
78 590022460.000000 186.894000 0.00020373
79 590022540.000000 187.009500 0.000203759
80 590022620.000000 187.128000 0.000203789
81 590022700.000000 187.242000 0.000203759
82 590022780.000000 187.358500 0.000203759
83 590022860.000000 187.471500 0.00020367
84 590022940.000000 187.587500 0.0002037
85 590023020.000000 187.702000 0.00020361
86 590023100.000000 187.820500 0.000203581
87 590023180.000000 187.935000 0.0002037
88 590023260.000000 188.049500 0.000203759
89 590023340.000000 188.166500 0.000203879
90 590023420.000000 188.281000 0.000203789
91 590023500.000000 188.396500 0.0002037
92 590023580.000000 188.511000 0.0002037
93 590023660.000000 188.626000 0.000203551
94 590023740.000000 188.738500 0.00020367
95 590023820.000000 188.856000 0.000203521
96 590023900.000000 188.968000 0.00020361
97 590023980.000000 189.087000 0.000203819
98 590024060.000000 189.202500 0.000203879
99 590024140.000000 189.319000 0.000203938
100 590024220.000000 189.433500 0.000203849
101 590024300.000000 189.548500 0.000203759
102 590024380.000000 189.665500 0.00020361
103 590024460.000000 189.775500 0.000203521
104 590024540.000000 189.891000 0.000203461
105 590024620.000000 190.005500 0.00020373
106 590024700.000000 190.123500 0.000203908
107 590024780.000000 190.236500 0.000203968
108 590024860.000000 190.353500 0.000204028
109 590024940.000000 190.468000 0.000204028
110 590025020.000000 190.585500 0.000203789
111 590025100.000000 190.700500 0.00020364
112 590025180.000000 190.813500 0.000203521
113 590025260.000000 190.931500 0.000203551
114 590025340.000000 191.046000 0.0002037
115 590025420.000000 191.162000 0.000203908
116 590025500.000000 191.276000 0.000204117
117 590025580.000000 191.393500 0.000204177
118 590025660.000000 191.508000 0.000204117
119 590025740.000000 191.625500 0.000203908
120 590025820.000000 191.741500 0.000203789
121 590025900.000000 191.857000 0.000203551
122 590025980.000000 191.975000 0.00020361
123 590026060.000000 192.090000 0.00020373
124 590026140.000000 192.206500 0.000203968
125 590026220.000000 192.320500 0.000204117
126 590026300.000000 192.438000 0.000204236
127 590026380.000000 192.551000 0.000204087
128 590026460.000000 192.669000 0.000203968
129 590026540.000000 192.781000 0.000203759
130 590026620.000000 192.898000 0.000203461
131 590026700.000000 193.015000 0.000203551
132 590026780.000000 193.129000 0.00020373
133 590026860.000000 193.246500 0.000203908
134 590026940.000000 193.361500 0.000204147
135 590027020.000000 193.479000 0.000204236
136 590027100.000000 193.591500 0.000204117
137 590027180.000000 193.708000 0.000203968
138 590027260.000000 193.822000 0.000203759
139 590027340.000000 193.937000 0.000203581
140 590027420.000000 194.051500 0.000203551
141 590027500.000000 194.168000 0.00020367
142 590027580.000000 194.282500 0.000203908
143 590027660.000000 194.397000 0.000204177
144 590027740.000000 194.514500 0.000204326
145 590027820.000000 194.627000 0.000204296
146 590027900.000000 194.744000 0.000204087
147 590027980.000000 194.858500 0.0002037
148 590028060.000000 194.973500 0.00020364
149 590028140.000000 195.088500 0.000203581
150 590028220.000000 195.205000 0.00020367
151 590028300.000000 195.319500 0.000203819
152 590028380.000000 195.438000 0.000204028
153 590028460.000000 195.553000 0.000204236
154 590028540.000000 195.666500 0.000204296
155 590028620.000000 195.782000 0.000204147
156 590028700.000000 195.899500 0.000203849
157 590028780.000000 196.016000 0.0002037
158 590028860.000000 196.127500 0.00020364
159 590028940.000000 196.243500 0.00020367
160 590029020.000000 196.359500 0.000203849
161 590029100.000000 196.478500 0.000204117
162 590029180.000000 196.591000 0.000204117
163 590029260.000000 196.709000 0.000204266
164 590029340.000000 196.822000 0.000204177
165 590029420.000000 196.939500 0.000203968
166 590029500.000000 197.055500 0.000203819
167 590029580.000000 197.172000 0.000203581
168 590029660.000000 197.287500 0.00020367
169 590029740.000000 197.401500 0.00020373
170 590029820.000000 197.520000 0.000203998
171 590029900.000000 197.631000 0.000204177
172 590029980.000000 197.750000 0.000204236
173 590030061.000000 197.863500 0.000204177
174 590030140.000000 197.979000 0.000204087
175 590030220.000000 198.094500 0.000203819
176 590030300.000000 198.211500 0.00020364
177 590030380.000000 198.325500 0.00020361
178 590030460.000000 198.440500 0.0002037
179 590030540.000000 198.558000 0.000203849
180 590030620.000000 198.672500 0.000204177
181 590030700.000000 198.789000 0.000204236
182 590030780.000000 198.901000 0.000204236
183 590030860.000000 199.019000 0.000204087
184 590030940.000000 199.131000 0.000203849
185 590031020.000000 199.248000 0.0002037
186 590031100.000000 199.363000 0.00020367
187 590031180.000000 199.477500 0.000203819
188 590031260.000000 199.594000 0.000203968
189 590031340.000000 199.709000 0.000204117
190 590031420.000000 199.824000 0.000204236
191 590031500.000000 199.938000 0.000204266
192 590031580.000000 200.056000 0.000204117
193 590031660.000000 200.169000 0.000203908
194 590031740.000000 200.286000 0.000203759
195 590031820.000000 200.400000 0.00020367
196 590031900.000000 200.517500 0.00020373
197 590031980.000000 200.629500 0.000203938
198 590032060.000000 200.745000 0.000204087
199 590032140.000000 200.862000 0.000204236
200 590032220.000000 200.977500 0.000204177
