# NO SAMPLE
FTS 95 GHz source w/rectangular feedhorn and 95 GHz diode detector w/ 
higher gain round feedhorn w/circ-rect waveguide converter

 Y pol measurements of 15-02-01 15/40 double sided BOPP


another test, after motor not responding; just pushed red reset button on stepper driver
again, this time wiggled/tightened RS-232 cables

Testing for polarization, aligning y-axis with the polarization of the beam.

for 20160330_002 put on small (~1.5" OD) ring of AN-73(?) around detector feedhorn
also sped up lockin filter (had been 100ms for 20160329_001, actually taken 30th, 
and changed it to 30ms), and slowed down mirror to 1.5mm/sec

now for 20160330_003 put bigger piece of eccosorb in front of detector, w/probably 
same hole that the little disk came out of 


# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 3424283900.000000 168.012500 0.000198157
1 3424283980.000000 168.160500 0.000198097
2 3424284060.000000 168.310000 0.000197918
3 3424284140.000000 168.460000 0.000197978
4 3424284220.000000 168.616000 0.000198037
5 3424284300.000000 168.771000 0.000198067
6 3424284380.000000 168.925000 0.000198127
7 3424284460.000000 169.078500 0.000198127
8 3424284540.000000 169.233000 0.000198097
9 3424284620.000000 169.388500 0.000198097
10 3424284700.000000 169.544500 0.000198037
11 3424284780.000000 169.696000 0.000197948
12 3424284860.000000 169.853500 0.000197918
13 3424284940.000000 170.006500 0.000197978
14 3424285020.000000 170.159000 0.000198008
15 3424285100.000000 170.316000 0.000197948
16 3424285180.000000 170.471500 0.000197978
17 3424285260.000000 170.625000 0.000198097
18 3424285340.000000 170.781000 0.000198067
19 3424285420.000000 170.937000 0.000198067
20 3424285500.000000 171.091500 0.000197948
21 3424285580.000000 171.249000 0.000198008
22 3424285660.000000 171.406000 0.000197918
23 3424285740.000000 171.561000 0.000197918
24 3424285820.000000 171.716500 0.000197918
25 3424285900.000000 171.875500 0.000198037
26 3424285980.000000 172.026500 0.000198067
27 3424286060.000000 172.184500 0.000197978
28 3424286140.000000 172.338000 0.000197948
29 3424286220.000000 172.493500 0.000197918
30 3424286300.000000 172.650000 0.000197888
31 3424286380.000000 172.804000 0.000197859
32 3424286460.000000 172.961000 0.000197918
33 3424286540.000000 173.117500 0.000197829
34 3424286620.000000 173.269500 0.000197829
35 3424286700.000000 173.425000 0.000197888
36 3424286780.000000 173.579500 0.000197918
37 3424286860.000000 173.734500 0.000198008
38 3424286940.000000 173.888500 0.000197829
39 3424287020.000000 174.043500 0.000197829
40 3424287100.000000 174.197000 0.000197799
41 3424287180.000000 174.354000 0.000197769
42 3424287260.000000 174.507500 0.000197829
43 3424287340.000000 174.664500 0.000197799
44 3424287420.000000 174.816500 0.000197829
45 3424287500.000000 174.972500 0.000197918
46 3424287580.000000 175.130000 0.000197918
47 3424287660.000000 175.281000 0.000197948
48 3424287740.000000 175.440000 0.000197859
49 3424287820.000000 175.590500 0.000197799
50 3424287900.000000 175.745000 0.00019771
51 3424287980.000000 175.903000 0.000197739
52 3424288060.000000 176.057500 0.000197829
53 3424288140.000000 176.214500 0.000197799
54 3424288220.000000 176.370000 0.000197829
55 3424288300.000000 176.524500 0.000197829
56 3424288380.000000 176.683500 0.000197948
57 3424288460.000000 176.836000 0.000197978
58 3424288540.000000 176.994000 0.000197918
59 3424288620.000000 177.149000 0.000197799
60 3424288700.000000 177.300500 0.00019768
61 3424288780.000000 177.459000 0.00019771
62 3424288860.000000 177.610500 0.00019768
63 3424288940.000000 177.769000 0.000197769
64 3424289020.000000 177.925500 0.000197799
65 3424289100.000000 178.078000 0.000197739
66 3424289180.000000 178.234500 0.000197739
67 3424289260.000000 178.389000 0.000197739
68 3424289340.000000 178.544500 0.00019771
69 3424289420.000000 178.697500 0.000197769
70 3424289500.000000 178.853500 0.000197739
71 3424289580.000000 179.008000 0.00019768
72 3424289660.000000 179.164000 0.00019768
73 3424289740.000000 179.318000 0.000197739
74 3424289820.000000 179.472500 0.000197769
75 3424289900.000000 179.626000 0.000197769
76 3424289980.000000 179.783000 0.00019771
77 3424290060.000000 179.936000 0.00019771
78 3424290140.000000 180.087500 0.000197739
79 3424290220.000000 180.245500 0.000197769
80 3424290300.000000 180.400000 0.00019771
81 3424290380.000000 180.554500 0.00019762
82 3424290460.000000 180.709000 0.00019759
83 3424290540.000000 180.864000 0.00019759
84 3424290620.000000 181.021000 0.00019762
85 3424290700.000000 181.175500 0.000197769
86 3424290780.000000 181.329500 0.00019762
87 3424290860.000000 181.488500 0.00019765
88 3424290940.000000 181.643000 0.00019771
89 3424291020.000000 181.798000 0.00019768
90 3424291100.000000 181.951500 0.00019768
91 3424291180.000000 182.108000 0.00019771
92 3424291260.000000 182.264500 0.00019765
93 3424291340.000000 182.420500 0.000197561
94 3424291420.000000 182.575500 0.00019762
95 3424291500.000000 182.731500 0.000197531
96 3424291580.000000 182.889000 0.000197531
97 3424291660.000000 183.043500 0.00019765
98 3424291740.000000 183.198500 0.00019762
99 3424291820.000000 183.353000 0.00019762
100 3424291900.000000 183.508000 0.00019759
101 3424291980.000000 183.661500 0.00019762
102 3424292060.000000 183.815500 0.000197561
103 3424292140.000000 183.970500 0.000197471
104 3424292220.000000 184.126000 0.000197501
105 3424292300.000000 184.283500 0.000197412
106 3424292380.000000 184.436500 0.000197441
107 3424292460.000000 184.593500 0.000197471
108 3424292540.000000 184.747500 0.000197501
109 3424292620.000000 184.901000 0.000197531
110 3424292700.000000 185.058500 0.00019759
111 3424292780.000000 185.209000 0.000197531
112 3424292860.000000 185.365500 0.000197501
113 3424292940.000000 185.522500 0.000197531
114 3424293020.000000 185.674000 0.000197471
115 3424293100.000000 185.832000 0.000197412
116 3424293180.000000 185.987000 0.000197382
117 3424293260.000000 186.138000 0.000197471
118 3424293340.000000 186.296000 0.000197561
119 3424293420.000000 186.451000 0.00019759
120 3424293500.000000 186.606500 0.00019768
121 3424293580.000000 186.764000 0.000197561
122 3424293660.000000 186.921000 0.000197471
123 3424293740.000000 187.078000 0.000197471
124 3424293820.000000 187.227000 0.000197352
125 3424293900.000000 187.384500 0.000197263
126 3424293980.000000 187.539500 0.000197292
127 3424294060.000000 187.695000 0.000197382
128 3424294140.000000 187.849500 0.000197382
129 3424294220.000000 188.003000 0.000197501
130 3424294300.000000 188.159000 0.00019759
131 3424294380.000000 188.315500 0.000197531
132 3424294460.000000 188.469000 0.000197471
133 3424294540.000000 188.623000 0.000197352
134 3424294620.000000 188.777000 0.000197233
135 3424294700.000000 188.934000 0.000197233
136 3424294780.000000 189.089000 0.000197203
137 3424294860.000000 189.242000 0.000197233
138 3424294940.000000 189.399500 0.000197263
139 3424295020.000000 189.554500 0.000197471
140 3424295100.000000 189.709000 0.000197471
141 3424295180.000000 189.864500 0.000197412
142 3424295260.000000 190.016500 0.000197441
143 3424295340.000000 190.174000 0.000197412
144 3424295420.000000 190.330000 0.000197263
145 3424295500.000000 190.483500 0.000197203
146 3424295580.000000 190.641000 0.000197113
147 3424295660.000000 190.791000 0.000197173
148 3424295740.000000 190.948500 0.000197263
149 3424295820.000000 191.104000 0.000197352
150 3424295900.000000 191.259000 0.000197412
151 3424295980.000000 191.412500 0.000197471
152 3424296060.000000 191.569500 0.000197471
153 3424296140.000000 191.734000 0.000197263
154 3424296220.000000 191.878000 0.000197292
155 3424296300.000000 192.034000 0.000197203
156 3424296380.000000 192.192000 0.000197113
157 3424296460.000000 192.347000 0.000197233
158 3424296540.000000 192.505000 0.000197263
159 3424296620.000000 192.660500 0.000197292
160 3424296700.000000 192.813500 0.000197352
161 3424296780.000000 192.971500 0.000197412
162 3424296860.000000 193.128500 0.000197412
163 3424296940.000000 193.282000 0.000197263
164 3424297020.000000 193.438500 0.000197203
165 3424297100.000000 193.589500 0.000197143
166 3424297180.000000 193.747500 0.000197084
167 3424297260.000000 193.901000 0.000197203
168 3424297340.000000 194.054500 0.000197173
169 3424297420.000000 194.210000 0.000197203
170 3424297500.000000 194.365500 0.000197233
171 3424297580.000000 194.519000 0.000197203
172 3424297660.000000 194.676000 0.000197263
173 3424297740.000000 194.833000 0.000197352
174 3424297820.000000 194.986000 0.000197322
175 3424297900.000000 195.139500 0.000197292
176 3424297980.000000 195.295000 0.000197263
177 3424298060.000000 195.451500 0.000197292
178 3424298140.000000 195.606500 0.000197263
179 3424298220.000000 195.759500 0.000197292
180 3424298300.000000 195.912000 0.000197203
181 3424298380.000000 196.068000 0.000197203
182 3424298460.000000 196.225500 0.000197143
183 3424298540.000000 196.379000 0.000197143
184 3424298620.000000 196.534000 0.000197203
185 3424298700.000000 196.692000 0.000197233
186 3424298780.000000 196.845000 0.000197263
187 3424298860.000000 197.002500 0.000197322
188 3424298940.000000 197.158500 0.000197292
189 3424299020.000000 197.314000 0.000197203
190 3424299100.000000 197.470000 0.000197143
191 3424299180.000000 197.623500 0.000197173
192 3424299260.000000 197.780000 0.000197084
193 3424299340.000000 197.934000 0.000197203
194 3424299420.000000 198.091000 0.000197203
195 3424299500.000000 198.245500 0.000197322
196 3424299580.000000 198.400000 0.000197382
197 3424299660.000000 198.559500 0.000197322
198 3424299740.000000 198.711000 0.000197233
199 3424299820.000000 198.864500 0.000197113
200 3424299900.000000 199.021500 0.000197054
201 3424299980.000000 199.173000 0.000196935
202 3424300060.000000 199.330500 0.000196964
203 3424300140.000000 199.485500 0.000196994
204 3424300220.000000 199.639500 0.000197084
205 3424300300.000000 199.796000 0.000197143
206 3424300380.000000 199.949500 0.000197352
207 3424300460.000000 200.104500 0.000197352
208 3424300540.000000 200.261500 0.000197263
209 3424300620.000000 200.416000 0.000197143
210 3424300700.000000 200.570500 0.000196935
211 3424300780.000000 200.725500 0.000196815
212 3424300860.000000 200.880500 0.000196726
213 3424300940.000000 201.036000 0.000196875
214 3424301020.000000 201.189000 0.000196994
215 3424301100.000000 201.341500 0.000197143
216 3424301180.000000 201.498000 0.000197263
217 3424301260.000000 201.654500 0.000197263
218 3424301340.000000 201.808000 0.000197233
219 3424301420.000000 201.964500 0.000197084
220 3424301500.000000 202.124500 0.000196786
221 3424301580.000000 202.277000 0.000196637
222 3424301660.000000 202.431000 0.000196577
223 3424301740.000000 202.586000 0.000196666
224 3424301820.000000 202.742000 0.000196845
225 3424301900.000000 202.900500 0.000197054
226 3424301980.000000 203.053000 0.000197143
227 3424302060.000000 203.207500 0.000197203
228 3424302140.000000 203.362000 0.000197143
229 3424302220.000000 203.517000 0.000196964
230 3424302300.000000 203.675500 0.000196666
231 3424302380.000000 203.827500 0.000196488
232 3424302460.000000 203.982000 0.000196517
233 3424302540.000000 204.139500 0.000196547
234 3424302620.000000 204.292500 0.000196845
