#NO SAMPLE
FTS 95 GHz source w/circula4 feedhorn and 95 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
65 395331520.000000 178.071500 0.000182838
66 395331600.000000 178.229000 0.000182719
67 395331680.000000 178.385500 0.00018263
68 395331760.000000 178.538000 0.00018257
69 395331840.000000 178.694000 0.000182481
70 395331920.000000 178.845000 0.00018263
71 395332000.000000 179.003500 0.000182689
72 395332080.000000 179.160000 0.000182659
73 395332160.000000 179.312500 0.000182749
74 395332240.000000 179.468500 0.000182749
75 395332320.000000 179.622500 0.000182838
76 395332400.000000 179.778000 0.000182749
77 395332480.000000 179.934000 0.000182749
78 395332560.000000 180.088000 0.000182659
79 395332640.000000 180.242500 0.000182719
80 395332720.000000 180.396500 0.000182779
81 395332800.000000 180.553000 0.000182749
82 395332880.000000 180.704500 0.000182898
83 395332960.000000 180.857500 0.000182838
84 395333040.000000 181.013000 0.000182868
85 395333120.000000 181.168500 0.000182779
86 395333200.000000 181.324500 0.000182719
87 395333280.000000 181.480000 0.000182659
88 395333360.000000 181.635500 0.000182689
89 395333440.000000 181.793500 0.000182749
90 395333520.000000 181.949500 0.000182749
91 395333600.000000 182.102000 0.000182838
92 395333680.000000 182.259000 0.000182898
93 395333760.000000 182.414000 0.000182838
94 395333840.000000 182.571500 0.000182779
95 395333920.000000 182.724000 0.000182779
96 395334000.000000 182.881000 0.00018263
97 395334080.000000 183.040000 0.000182689
98 395334160.000000 183.193000 0.000182689
99 395334240.000000 183.349000 0.000182779
100 395334320.000000 183.504000 0.000182838
101 395334400.000000 183.655500 0.000182838
102 395334480.000000 183.812000 0.000182868
103 395334560.000000 183.963000 0.000182838
104 395334640.000000 184.119500 0.000182838
105 395334721.000000 184.277000 0.000182749
106 395334800.000000 184.433000 0.000182779
107 395334880.000000 184.586500 0.000182719
108 395334960.000000 184.740500 0.000182779
109 395335040.000000 184.897000 0.000182868
110 395335120.000000 185.049500 0.000182898
111 395335200.000000 185.205000 0.000182928
112 395335280.000000 185.362500 0.000182928
113 395335360.000000 185.515000 0.000182898
114 395335440.000000 185.670500 0.000182868
115 395335520.000000 185.827500 0.000182838
116 395335600.000000 185.979000 0.000182719
117 395335680.000000 186.135000 0.000182779
118 395335760.000000 186.292500 0.000182808
119 395335840.000000 186.445000 0.000182987
120 395335920.000000 186.604000 0.000183017
121 395336000.000000 186.760500 0.000183106
122 395336080.000000 186.914000 0.000183077
123 395336160.000000 187.071500 0.000182928
124 395336240.000000 187.226000 0.000182868
125 395336320.000000 187.381000 0.000182779
126 395336400.000000 187.536000 0.000182838
127 395336480.000000 187.689500 0.000182898
128 395336560.000000 187.846500 0.000182898
129 395336640.000000 187.998000 0.000182957
130 395336720.000000 188.156500 0.000183017
131 395336800.000000 188.313000 0.000183106
132 395336880.000000 188.464500 0.000183047
133 395336960.000000 188.619500 0.000182868
134 395337040.000000 188.772000 0.000182779
135 395337120.000000 188.929500 0.000182719
136 395337200.000000 189.086000 0.000182808
137 395337280.000000 189.239000 0.000182898
138 395337360.000000 189.396000 0.000182987
139 395337440.000000 189.548000 0.000183047
140 395337520.000000 189.705500 0.000183047
141 395337600.000000 189.861000 0.000183047
142 395337680.000000 190.014500 0.000183017
143 395337760.000000 190.169500 0.000182928
