# # NO SAMPLE - One Arm Scans
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 638602040.000000 168.023000 9.90336e-005
1 638602120.000000 168.165500 9.90336e-005
2 638602200.000000 168.330500 9.90634e-005
3 638602280.000000 168.481500 9.90038e-005
4 638602360.000000 168.637000 9.90336e-005
5 638602440.000000 168.792000 9.90336e-005
6 638602520.000000 168.945500 9.90336e-005
7 638602600.000000 169.102000 9.90336e-005
8 638602680.000000 169.254500 9.88548e-005
9 638602760.000000 169.410000 9.87654e-005
10 638602840.000000 169.567500 9.86164e-005
11 638602920.000000 169.718000 9.84971e-005
12 638603000.000000 169.874000 9.86164e-005
13 638603080.000000 170.028500 9.87356e-005
14 638603160.000000 170.182500 9.88548e-005
15 638603240.000000 170.337000 9.89144e-005
16 638603320.000000 170.494000 9.88846e-005
17 638603400.000000 170.647500 9.89442e-005
18 638603480.000000 170.801000 9.89144e-005
19 638603560.000000 170.957000 9.88846e-005
20 638603640.000000 171.111500 9.88548e-005
21 638603720.000000 171.269000 9.88846e-005
22 638603800.000000 171.424500 9.88548e-005
23 638603880.000000 171.582500 9.88548e-005
24 638603960.000000 171.736500 9.88846e-005
25 638604040.000000 171.894500 9.8825e-005
26 638604120.000000 172.049500 9.88846e-005
27 638604200.000000 172.201500 9.87952e-005
28 638604280.000000 172.360000 9.8825e-005
29 638604360.000000 172.514500 9.87952e-005
30 638604440.000000 172.670500 9.87654e-005
31 638604520.000000 172.826000 9.8825e-005
32 638604600.000000 172.981000 9.87356e-005
33 638604680.000000 173.135500 9.87058e-005
34 638604760.000000 173.291000 9.87654e-005
35 638604840.000000 173.446500 9.87058e-005
36 638604920.000000 173.598500 9.87356e-005
37 638605000.000000 173.753000 9.86164e-005
38 638605080.000000 173.909000 9.86164e-005
39 638605160.000000 174.063000 9.87356e-005
40 638605240.000000 174.220500 9.86164e-005
41 638605320.000000 174.377000 9.8676e-005
42 638605400.000000 174.527000 9.85865e-005
43 638605480.000000 174.684500 9.86462e-005
44 638605560.000000 174.837500 9.85865e-005
45 638605640.000000 174.993000 9.85269e-005
46 638605720.000000 175.150500 9.84673e-005
47 638605800.000000 175.301500 9.85865e-005
48 638605880.000000 175.459000 9.85269e-005
49 638605960.000000 175.615500 9.84971e-005
50 638606040.000000 175.766500 9.84673e-005
51 638606120.000000 175.923000 9.84673e-005
52 638606200.000000 176.078500 9.84077e-005
53 638606280.000000 176.233000 9.83779e-005
54 638606360.000000 176.392000 9.83183e-005
55 638606440.000000 176.541500 9.84375e-005
56 638606520.000000 176.700000 9.84375e-005
57 638606600.000000 176.857000 9.83481e-005
