# #NO  SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
64 650121000.000000 177.966000 0.000141294
65 650121080.000000 178.121000 0.000141502
66 650121160.000000 178.275500 0.000141622
67 650121240.000000 178.429500 0.000141532
68 650121320.000000 178.581000 0.000141562
69 650121400.000000 178.738000 0.000141502
70 650121480.000000 178.894500 0.000141473
71 650121560.000000 179.049000 0.000141532
72 650121640.000000 179.204000 0.000141622
73 650121720.000000 179.355500 0.000141473
74 650121800.000000 179.513500 0.000141532
75 650121880.000000 179.667500 0.000141383
76 650121960.000000 179.819500 0.000141353
77 650122040.000000 179.977500 0.000141353
78 650122120.000000 180.131500 0.000141324
79 650122200.000000 180.288000 0.000141383
80 650122280.000000 180.440500 0.000141413
81 650122360.000000 180.595500 0.000141443
82 650122441.000000 180.753000 0.000141353
83 650122520.000000 180.906000 0.000141264
84 650122600.000000 181.059000 0.000141204
85 650122680.000000 181.217000 0.000141204
86 650122760.000000 181.371500 0.000141324
87 650122840.000000 181.527500 0.000141353
88 650122920.000000 181.685000 0.000141383
89 650123000.000000 181.840000 0.000141324
90 650123080.000000 181.996500 0.000141204
91 650123160.000000 182.151000 0.000141145
92 650123240.000000 182.306000 0.000141145
93 650123320.000000 182.461000 0.000141204
94 650123400.000000 182.617000 0.000141324
95 650123480.000000 182.775500 0.000141264
96 650123560.000000 182.927500 0.000141234
97 650123640.000000 183.086500 0.000141115
98 650123720.000000 183.241000 0.000141115
99 650123800.000000 183.394500 0.000141175
100 650123880.000000 183.552000 0.000141145
101 650123960.000000 183.704500 0.000141294
102 650124040.000000 183.858500 0.000141234
103 650124120.000000 184.014500 0.000141085
104 650124200.000000 184.167500 0.000140966
105 650124280.000000 184.325500 0.000140936
106 650124360.000000 184.477000 0.000140966
107 650124440.000000 184.633000 0.000141026
108 650124520.000000 184.789000 0.000141055
109 650124600.000000 184.943500 0.000140966
110 650124680.000000 185.097500 0.000140906
111 650124760.000000 185.253000 0.000140787
112 650124840.000000 185.409000 0.000140727
113 650124920.000000 185.565500 0.000140787
114 650125000.000000 185.715500 0.000140877
115 650125080.000000 185.870000 0.000140936
116 650125160.000000 186.026500 0.000140996
117 650125240.000000 186.181500 0.000140787
118 650125320.000000 186.337500 0.000140698
119 650125400.000000 186.493000 0.000140608
120 650125480.000000 186.649000 0.000140668
121 650125560.000000 186.804500 0.000140668
122 650125640.000000 186.958500 0.000140698
123 650125720.000000 187.116000 0.000140817
124 650125800.000000 187.269500 0.000140638
125 650125880.000000 187.426500 0.000140757
126 650125960.000000 187.582500 0.000140817
127 650126040.000000 187.735000 0.000140817
128 650126120.000000 187.893500 0.000140936
129 650126200.000000 188.048000 0.000140906
130 650126280.000000 188.202000 0.000140966
131 650126360.000000 188.359500 0.000140847
132 650126440.000000 188.510500 0.000140906
133 650126520.000000 188.667000 0.000140757
134 650126600.000000 188.822000 0.000140757
135 650126680.000000 188.974000 0.000140817
136 650126760.000000 189.131500 0.000140817
137 650126840.000000 189.287000 0.000140906
138 650126920.000000 189.442000 0.000140906
139 650127000.000000 189.598000 0.000140757
140 650127080.000000 189.753500 0.000140698
141 650127160.000000 189.909000 0.000140578
142 650127240.000000 190.058000 0.000140638
143 650127320.000000 190.215000 0.000140638
