# # SAMPLE - One Arm Scans
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 640300720.000000 168.022000 9.63514e-005
1 640300800.000000 168.174000 9.6262e-005
2 640300880.000000 168.331500 9.63514e-005
3 640300960.000000 168.485500 9.63812e-005
4 640301040.000000 168.639000 9.63812e-005
5 640301120.000000 168.795000 9.62918e-005
6 640301200.000000 168.947500 9.6262e-005
7 640301280.000000 169.105000 9.63216e-005
8 640301360.000000 169.259500 9.62024e-005
9 640301440.000000 169.412500 9.62322e-005
10 640301520.000000 169.568000 9.62024e-005
11 640301600.000000 169.722500 9.62024e-005
12 640301680.000000 169.877000 9.62918e-005
13 640301760.000000 170.031000 9.62024e-005
14 640301840.000000 170.185000 9.62024e-005
15 640301920.000000 170.340000 9.61428e-005
16 640302000.000000 170.496000 9.61428e-005
17 640302080.000000 170.650500 9.61428e-005
18 640302160.000000 170.803000 9.61428e-005
19 640302240.000000 170.958500 9.61428e-005
20 640302320.000000 171.116000 9.61428e-005
21 640302400.000000 171.270000 9.6113e-005
22 640302480.000000 171.427000 9.61726e-005
23 640302560.000000 171.587000 9.59341e-005
24 640302640.000000 171.739000 9.59341e-005
25 640302720.000000 171.896000 9.58149e-005
26 640302800.000000 172.047500 9.59937e-005
27 640302880.000000 172.205000 9.59937e-005
28 640302960.000000 172.363000 9.60832e-005
29 640303040.000000 172.516000 9.61428e-005
30 640303120.000000 172.672000 9.6113e-005
31 640303200.000000 172.828000 9.61726e-005
32 640303280.000000 172.981500 9.61726e-005
33 640303360.000000 173.138000 9.61726e-005
34 640303440.000000 173.293000 9.62024e-005
35 640303520.000000 173.447500 9.61428e-005
36 640303600.000000 173.600500 9.60832e-005
37 640303680.000000 173.752000 9.60534e-005
38 640303760.000000 173.913000 9.60235e-005
39 640303840.000000 174.065500 9.60832e-005
40 640303920.000000 174.221500 9.59937e-005
41 640304000.000000 174.378000 9.60534e-005
42 640304080.000000 174.528500 9.60235e-005
43 640304160.000000 174.686000 9.60534e-005
44 640304240.000000 174.841500 9.60534e-005
45 640304320.000000 174.994000 9.59639e-005
46 640304400.000000 175.151500 9.59937e-005
47 640304480.000000 175.306000 9.59341e-005
48 640304561.000000 175.460500 9.60235e-005
49 640304640.000000 175.617000 9.59639e-005
50 640304720.000000 175.770000 9.59341e-005
51 640304800.000000 175.926000 9.59043e-005
52 640304880.000000 176.081000 9.58149e-005
53 640304960.000000 176.238000 9.59043e-005
54 640305040.000000 176.392500 9.58745e-005
55 640305120.000000 176.546500 9.57553e-005
56 640305200.000000 176.704000 9.58149e-005
57 640305280.000000 176.858500 9.57255e-005
