# # NO SAMPLE
FTS 150 GHz source w/circula4 feedhorn and 150 GHz diode detector w/ 
rect feedhorn and no circ - rect transition; 

SAMPLE:15-02 #607, 608 etalon with 2.25" spacing. Cut out of region of high reflectance.

Sample aligned with x-polarization.






# Center Position 388.300000
# half-wdth 220.000000
# speed, mm/s 2.000000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 647129180.000000 168.015500 0.000142247
1 647129260.000000 168.168500 0.000142247
2 647129340.000000 168.324500 0.000142277
3 647129420.000000 168.482000 0.000142247
4 647129500.000000 168.635000 0.000142307
5 647129580.000000 168.788500 0.000142247
6 647129660.000000 168.943000 0.000142307
7 647129740.000000 169.097500 0.000142247
8 647129820.000000 169.252500 0.000142337
9 647129900.000000 169.407500 0.000142337
10 647129980.000000 169.563500 0.000142337
11 647130060.000000 169.715500 0.000142307
12 647130140.000000 169.872000 0.000142247
13 647130220.000000 170.025500 0.000142307
14 647130300.000000 170.178000 0.000142307
15 647130380.000000 170.335500 0.000142247
16 647130460.000000 170.490000 0.000142277
17 647130540.000000 170.643500 0.000142247
18 647130620.000000 170.800000 0.000142277
19 647130700.000000 170.955000 0.000142128
20 647130780.000000 171.109500 0.000142069
21 647130860.000000 171.266500 0.000142098
22 647130940.000000 171.423500 0.000142188
23 647131020.000000 171.578500 0.000142158
24 647131100.000000 171.733500 0.000142218
25 647131180.000000 171.893000 0.000142247
26 647131260.000000 172.044500 0.000142128
27 647131340.000000 172.200500 0.000142098
28 647131420.000000 172.354000 0.000142098
29 647131500.000000 172.510000 0.000142128
30 647131580.000000 172.669000 0.000142069
31 647131660.000000 172.824000 0.000142098
32 647131740.000000 172.978500 0.000142039
33 647131820.000000 173.134000 0.000142039
34 647131900.000000 173.289000 0.000141949
35 647131980.000000 173.441500 0.000142098
36 647132060.000000 173.597000 0.000142098
37 647132140.000000 173.752000 0.000142039
38 647132220.000000 173.906500 0.000142039
39 647132300.000000 174.060500 0.000141949
40 647132380.000000 174.215500 0.000141949
41 647132460.000000 174.371500 0.000141949
42 647132540.000000 174.525500 0.00014192
43 647132620.000000 174.681000 0.00014189
44 647132700.000000 174.834500 0.00014186
45 647132780.000000 174.990500 0.00014189
46 647132860.000000 175.144500 0.00014183
47 647132940.000000 175.298000 0.0001418
48 647133020.000000 175.456000 0.0001418
49 647133100.000000 175.608500 0.000141473
50 647133180.000000 175.763000 0.000141502
51 647133260.000000 175.920500 0.000141502
52 647133340.000000 176.072500 0.000141771
53 647133420.000000 176.229000 0.000141771
54 647133500.000000 176.386500 0.000141741
55 647133580.000000 176.541000 0.000141741
56 647133660.000000 176.697000 0.000141651
57 647133740.000000 176.853500 0.000141681
58 647133820.000000 177.010000 0.000141741
59 647133900.000000 177.163000 0.000141711
60 647133980.000000 177.318000 0.00014186
61 647134060.000000 177.477000 0.000141651
62 647134140.000000 177.629500 0.000141622
63 647134220.000000 177.785500 0.000141651
