# NO SAMPLE - ONE ARM
FTS 95 GHz source w/rectangular feedhorn and 95 GHz diode detector w/ 
higher gain round feedhorn w/circ-rect waveguide converter

SAMPLE - no sample
25 3013291620.000000 133.576500 0.000142098
26 3013291700.000000 133.734000 0.000142009
27 3013291780.000000 133.887500 0.000142039
28 3013291860.000000 134.040500 0.000142039
29 3013291940.000000 134.197500 0.000142009
30 3013292020.000000 134.347500 0.000142039
31 3013292100.000000 134.506500 0.000142069
32 3013292180.000000 134.670500 0.000142039
33 3013292260.000000 134.821000 0.000142039
34 3013292340.000000 134.974500 0.000142039
35 3013292420.000000 135.128000 0.000141979
36 3013292500.000000 135.281000 0.000141979
37 3013292580.000000 135.438000 0.000142039
38 3013292660.000000 135.594500 0.000141949
39 3013292740.000000 135.750500 0.000141949
40 3013292820.000000 135.902500 0.000141949
41 3013292900.000000 136.059500 0.000141979
42 3013292980.000000 136.213500 0.000141949
43 3013293060.000000 136.368500 0.00014192
44 3013293140.000000 136.526000 0.000141949
45 3013293220.000000 136.677000 0.00014192
46 3013293300.000000 136.835000 0.00014189
47 3013293380.000000 136.990000 0.00014189
48 3013293460.000000 137.144500 0.00014189
49 3013293540.000000 137.299000 0.00014183
50 3013293620.000000 137.454500 0.00014186
51 3013293700.000000 137.609500 0.00014189
52 3013293780.000000 137.765500 0.00014189
53 3013293860.000000 137.915500 0.00014186
54 3013293940.000000 138.073000 0.00014192
55 3013294020.000000 138.225500 0.00014189
56 3013294100.000000 138.380500 0.00014186
57 3013294180.000000 138.537500 0.00014186
58 3013294260.000000 138.691000 0.00014189
59 3013294340.000000 138.846000 0.00014192
60 3013294420.000000 139.001500 0.00014189
61 3013294500.000000 139.158000 0.00014183
62 3013294580.000000 139.312000 0.00014189
63 3013294660.000000 139.467000 0.00014192
64 3013294740.000000 139.623000 0.00014183
65 3013294820.000000 139.777500 0.00014189
66 3013294900.000000 139.932000 0.00014186
67 3013294980.000000 140.089000 0.0001418
68 3013295060.000000 140.243000 0.0001418
69 3013295140.000000 140.399000 0.00014186
70 3013295220.000000 140.557000 0.0001418
71 3013295300.000000 140.709500 0.00014189
72 3013295380.000000 140.867500 0.0001418
73 3013295460.000000 141.024000 0.00014183
74 3013295540.000000 141.179500 0.0001418
75 3013295620.000000 141.335500 0.00014183
76 3013295700.000000 141.491500 0.00014183
77 3013295780.000000 141.646500 0.0001418
78 3013295860.000000 141.801500 0.00014183
79 3013295940.000000 141.955000 0.0001418
80 3013296020.000000 142.110000 0.0001418
81 3013296100.000000 142.264000 0.000141741
82 3013296180.000000 142.422500 0.0001418
83 3013296260.000000 142.575500 0.000141771
84 3013296340.000000 142.729500 0.0001418
85 3013296420.000000 142.887000 0.00014183
86 3013296500.000000 143.042000 0.0001418
87 3013296580.000000 143.193500 0.00014183
88 3013296660.000000 143.346000 0.000141741
89 3013296740.000000 143.502000 0.0001418
90 3013296820.000000 143.659500 0.0001418
91 3013296900.000000 143.814500 0.00014183
92 3013296980.000000 143.966500 0.000141771
93 3013297060.000000 144.123000 0.000141711
94 3013297140.000000 144.278000 0.0001418
95 3013297220.000000 144.434000 0.000141681
96 3013297300.000000 144.587500 0.0001418
97 3013297380.000000 144.742500 0.0001418
98 3013297461.000000 144.898000 0.0001418
99 3013297540.000000 145.052000 0.000141771
100 3013297620.000000 145.209000 0.000141711
101 3013297700.000000 145.362000 0.000141741
102 3013297780.000000 145.517000 0.000141681
103 3013297860.000000 145.675000 0.000141711
104 3013297940.000000 145.828500 0.000141741
105 3013298020.000000 145.985000 0.000141681
106 3013298100.000000 146.143500 0.000141651
107 3013298180.000000 146.297000 0.000141681
108 3013298260.000000 146.454000 0.000141681
109 3013298340.000000 146.610500 0.000141741
110 3013298420.000000 146.763500 0.000141681
111 3013298500.000000 146.921000 0.000141681
112 3013298580.000000 147.075000 0.000141681
113 3013298660.000000 147.230500 0.000141681
114 3013298740.000000 147.385500 0.000141651
115 3013298820.000000 147.539000 0.000141651
116 3013298900.000000 147.696000 0.000141681
117 3013298980.000000 147.849000 0.000141651
118 3013299060.000000 148.002500 0.000141681
119 3013299140.000000 148.159000 0.000141741
120 3013299220.000000 148.310500 0.000141711
121 3013299300.000000 148.467000 0.000141711
122 3013299380.000000 148.622500 0.000141741
123 3013299460.000000 148.775000 0.000141651
124 3013299540.000000 148.931000 0.000141622
125 3013299620.000000 149.086000 0.000141681
126 3013299700.000000 149.239500 0.000141681
127 3013299780.000000 149.396500 0.000141651
128 3013299860.000000 149.552500 0.000141592
129 3013299940.000000 149.709000 0.000141622
130 3013300020.000000 149.861000 0.000141651
131 3013300100.000000 150.018000 0.000141651
132 3013300180.000000 150.170500 0.000141651
133 3013300260.000000 150.325500 0.000141651
134 3013300340.000000 150.481500 0.000141592
135 3013300420.000000 150.636000 0.000141651
136 3013300500.000000 150.795000 0.000141681
137 3013300580.000000 150.952000 0.000141622
138 3013300660.000000 151.105000 0.000141622
139 3013300740.000000 151.259500 0.000141622
140 3013300820.000000 151.415500 0.000141562
141 3013300900.000000 151.575000 0.000141622
142 3013300980.000000 151.728000 0.000141562
143 3013301060.000000 151.883000 0.000141562
144 3013301140.000000 152.040500 0.000141532
145 3013301220.000000 152.192500 0.000141562
146 3013301300.000000 152.349500 0.000141562
147 3013301380.000000 152.502500 0.000141622
148 3013301460.000000 152.656500 0.000141532
149 3013301540.000000 152.815000 0.000141562
150 3013301620.000000 152.971000 0.000141562
151 3013301700.000000 153.123500 0.000141562
152 3013301780.000000 153.279500 0.000141622
153 3013301860.000000 153.434500 0.000141532
154 3013301940.000000 153.587500 0.000141622
155 3013302020.000000 153.744500 0.000141622
156 3013302100.000000 153.899000 0.000141532
157 3013302180.000000 154.054000 0.000141562
158 3013302260.000000 154.209000 0.000141562
159 3013302340.000000 154.362500 0.000141622
160 3013302420.000000 154.519000 0.000141562
161 3013302500.000000 154.672500 0.000141502
162 3013302580.000000 154.828500 0.000141502
163 3013302660.000000 154.983000 0.000141532
164 3013302740.000000 155.139000 0.000141532
165 3013302820.000000 155.293500 0.000141502
166 3013302900.000000 155.448500 0.000141502
167 3013302980.000000 155.603000 0.000141502
168 3013303060.000000 155.760000 0.000141473
169 3013303140.000000 155.914500 0.000141502
170 3013303220.000000 156.072000 0.000141502
171 3013303300.000000 156.226000 0.000141502
172 3013303380.000000 156.385000 0.000141443
173 3013303460.000000 156.538500 0.000141413
174 3013303540.000000 156.694500 0.000141473
175 3013303620.000000 156.853500 0.000141502
176 3013303700.000000 157.003500 0.000141502
177 3013303780.000000 157.161500 0.000141473
178 3013303860.000000 157.314500 0.000141473
179 3013303940.000000 157.470000 0.000141443
180 3013304020.000000 157.627000 0.000141473
181 3013304100.000000 157.779000 0.000141502
182 3013304180.000000 157.935500 0.000141413
183 3013304260.000000 158.088500 0.000141413
184 3013304340.000000 158.241500 0.000141413
185 3013304420.000000 158.398500 0.000141413
186 3013304500.000000 158.549500 0.000141473
187 3013304580.000000 158.707500 0.000141473
188 3013304660.000000 158.864000 0.000141443
189 3013304740.000000 159.018000 0.000141473
190 3013304820.000000 159.172500 0.000141502
191 3013304900.000000 159.326500 0.000141502
192 3013304980.000000 159.482500 0.000141473
193 3013305060.000000 159.635500 0.000141443
194 3013305140.000000 159.791000 0.000141413
195 3013305220.000000 159.944500 0.000141443
196 3013305300.000000 160.099500 0.000141473
197 3013305380.000000 160.256000 0.000141413
198 3013305460.000000 160.409500 0.000141473
199 3013305540.000000 160.565000 0.000141473
200 3013305620.000000 160.721500 0.000141413
201 3013305700.000000 160.876000 0.000141502
202 3013305780.000000 161.032500 0.000141413
203 3013305860.000000 161.190500 0.000141413
204 3013305940.000000 161.346000 0.000141443
205 3013306020.000000 161.501000 0.000141353
206 3013306100.000000 161.659000 0.000141353
207 3013306180.000000 161.809000 0.000141413
208 3013306260.000000 161.967500 0.000141413
209 3013306340.000000 162.123000 0.000141383
210 3013306420.000000 162.278000 0.000141353
211 3013306500.000000 162.434500 0.000141353
212 3013306580.000000 162.589500 0.000141324
213 3013306660.000000 162.743000 0.000141324
214 3013306740.000000 162.898500 0.000141324
215 3013306820.000000 163.053000 0.000141324
216 3013306900.000000 163.210000 0.000141353
217 3013306980.000000 163.361500 0.000141353
218 3013307060.000000 163.518000 0.000141413
219 3013307140.000000 163.675500 0.000141383
220 3013307220.000000 163.825500 0.000141353
221 3013307300.000000 163.983000 0.000141294
222 3013307380.000000 164.139000 0.000141204
223 3013307460.000000 164.292000 0.000141234
224 3013307540.000000 164.446500 0.000141234
225 3013307620.000000 164.598500 0.000141204
226 3013307700.000000 164.757000 0.000141204
227 3013307780.000000 164.913000 0.000141234
228 3013307860.000000 165.066000 0.000141175
229 3013307940.000000 165.221000 0.000141175
230 3013308020.000000 165.375000 0.000141234
231 3013308100.000000 165.531000 0.000141204
232 3013308180.000000 165.687000 0.000141175
233 3013308260.000000 165.837500 0.000141204
234 3013308340.000000 165.996500 0.000141115
235 3013308420.000000 166.152500 0.000141175
236 3013308500.000000 166.309500 0.000141115
237 3013308580.000000 166.464500 0.000141145
238 3013308660.000000 166.620000 0.000141115
239 3013308740.000000 166.774000 0.000141115
240 3013308820.000000 166.928500 0.000141175
241 3013308900.000000 167.087000 0.000141145
242 3013308980.000000 167.243000 0.000141115
243 3013309060.000000 167.396500 0.000141145
244 3013309140.000000 167.552000 0.000141055
245 3013309220.000000 167.707000 0.000141085
246 3013309300.000000 167.862500 0.000141115
247 3013309380.000000 168.018500 0.000141026
248 3013309460.000000 168.170000 0.000141055
249 3013309540.000000 168.326500 0.000141085
250 3013309620.000000 168.482500 0.000141085
251 3013309700.000000 168.635000 0.000141085
252 3013309780.000000 168.791500 0.000141115
253 3013309860.000000 168.946000 0.000141055
254 3013309940.000000 169.100000 0.000141085
255 3013310020.000000 169.256000 0.000140996
256 3013310100.000000 169.411000 0.000140996
257 3013310180.000000 169.563500 0.000141085
258 3013310260.000000 169.718500 0.000141026
259 3013310340.000000 169.874000 0.000141055
260 3013310420.000000 170.028500 0.000141055
261 3013310500.000000 170.181000 0.000141055
262 3013310580.000000 170.338500 0.000141055
263 3013310660.000000 170.493000 0.000141085
264 3013310740.000000 170.646500 0.000141026
265 3013310820.000000 170.803000 0.000141085
266 3013310900.000000 170.959500 0.000140966
267 3013310980.000000 171.113500 0.000140996
268 3013311060.000000 171.269000 0.000141026
269 3013311140.000000 171.425500 0.000140996
270 3013311220.000000 171.583500 0.000140966
271 3013311300.000000 171.737500 0.000140966
272 3013311380.000000 171.893500 0.000140996
273 3013311460.000000 172.048000 0.000141055
274 3013311540.000000 172.205000 0.000140996
275 3013311620.000000 172.361000 0.000140996
276 3013311700.000000 172.514500 0.000140906
277 3013311780.000000 172.672000 0.000140996
278 3013311860.000000 172.828000 0.000140966
279 3013311940.000000 172.983000 0.000140996
280 3013312020.000000 173.137000 0.000140996
281 3013312100.000000 173.292000 0.000140966
282 3013312180.000000 173.448000 0.000140936
283 3013312260.000000 173.601000 0.000140847
284 3013312340.000000 173.755500 0.000140906
285 3013312420.000000 173.913000 0.000140877
286 3013312500.000000 174.066000 0.000140817
287 3013312580.000000 174.222000 0.000140847
288 3013312660.000000 174.375500 0.000140817
289 3013312740.000000 174.529500 0.000140877
290 3013312820.000000 174.685500 0.000140787
291 3013312900.000000 174.841000 0.000140817
292 3013312980.000000 174.993000 0.000140817
293 3013313060.000000 175.151000 0.000140817
294 3013313140.000000 175.305500 0.000140817
295 3013313220.000000 175.459500 0.000140847
296 3013313300.000000 175.617000 0.000140817
297 3013313380.000000 175.768000 0.000140847
298 3013313460.000000 175.925500 0.000140817
299 3013313540.000000 176.081500 0.000140787
300 3013313620.000000 176.235000 0.000140757
301 3013313700.000000 176.393000 0.000140787
302 3013313780.000000 176.547000 0.000140817
303 3013313860.000000 176.704000 0.000140817
304 3013313940.000000 176.860500 0.000140757
305 3013314020.000000 177.017000 0.000140727
306 3013314100.000000 177.170000 0.000140787
307 3013314180.000000 177.325000 0.000140757
308 3013314260.000000 177.480500 0.000140757
309 3013314340.000000 177.636500 0.000140757
310 3013314420.000000 177.789500 0.000140757
311 3013314500.000000 177.944500 0.000140698
312 3013314580.000000 178.099500 0.000140698
313 3013314660.000000 178.257000 0.000140757
314 3013314740.000000 178.410000 0.000140698
315 3013314820.000000 178.563500 0.000140638
316 3013314900.000000 178.719500 0.000140698
317 3013314980.000000 178.876000 0.000140668
318 3013315060.000000 179.029500 0.000140698
319 3013315140.000000 179.184500 0.000140638
320 3013315220.000000 179.337500 0.000140668
321 3013315300.000000 179.493500 0.000140608
322 3013315380.000000 179.647000 0.000140549
323 3013315460.000000 179.800000 0.000140668
324 3013315540.000000 179.957000 0.000140638
325 3013315620.000000 180.111000 0.000140668
326 3013315700.000000 180.266500 0.000140608
327 3013315780.000000 180.421000 0.000140638
328 3013315860.000000 180.573000 0.000140638
329 3013315940.000000 180.730500 0.000140668
330 3013316020.000000 180.884000 0.000140608
331 3013316100.000000 181.040500 0.000140578
332 3013316180.000000 181.195000 0.000140578
333 3013316260.000000 181.351000 0.000140638
334 3013316340.000000 181.509000 0.000140578
335 3013316420.000000 181.663000 0.000140578
336 3013316500.000000 181.821000 0.000140578
337 3013316580.000000 181.979000 0.000140608
338 3013316660.000000 182.130500 0.000140668
339 3013316740.000000 182.288500 0.000140608
340 3013316820.000000 182.443500 0.000140638
341 3013316900.000000 182.597500 0.000140519
342 3013316980.000000 182.755000 0.000140519
343 3013317060.000000 182.910500 0.000140489
344 3013317140.000000 183.065500 0.000140429
345 3013317220.000000 183.220000 0.000140519
346 3013317300.000000 183.377500 0.000140429
347 3013317380.000000 183.529500 0.000140459
348 3013317460.000000 183.683000 0.000140429
349 3013317540.000000 183.839500 0.000140459
350 3013317620.000000 183.993500 0.000140519
351 3013317700.000000 184.151000 0.000140429
352 3013317780.000000 184.305000 0.000140459
353 3013317860.000000 184.459000 0.0001404
354 3013317940.000000 184.613000 0.0001404
355 3013318020.000000 184.768500 0.000140459
356 3013318100.000000 184.922500 0.00014037
357 3013318180.000000 185.077000 0.000140429
358 3013318260.000000 185.231000 0.0001404
359 3013318340.000000 185.386000 0.00014037
360 3013318420.000000 185.544500 0.0001404
361 3013318500.000000 185.695500 0.000140429
362 3013318580.000000 185.852000 0.0001404
363 3013318660.000000 186.008500 0.000140429
364 3013318740.000000 186.164000 0.00014037
365 3013318820.000000 186.317500 0.00014037
366 3013318900.000000 186.470000 0.0001404
367 3013318980.000000 186.628500 0.0001404
368 3013319060.000000 186.786500 0.00014037
369 3013319140.000000 186.939500 0.00014034
370 3013319220.000000 187.095500 0.00014034
371 3013319300.000000 187.251500 0.0001404
372 3013319380.000000 187.410500 0.00014037
373 3013319460.000000 187.563500 0.00014031
374 3013319540.000000 187.717000 0.0001404
375 3013319620.000000 187.874500 0.00014034
376 3013319700.000000 188.027500 0.00014034
377 3013319780.000000 188.184000 0.00014037
378 3013319860.000000 188.340500 0.00014037
379 3013319940.000000 188.491000 0.00014028
380 3013320020.000000 188.649000 0.00014034
381 3013320100.000000 188.803500 0.00014028
382 3013320180.000000 188.956500 0.00014034
383 3013320260.000000 189.113500 0.00014028
384 3013320340.000000 189.266500 0.00014028
385 3013320420.000000 189.423500 0.00014031
386 3013320500.000000 189.580500 0.00014031
387 3013320580.000000 189.732500 0.00014028
388 3013320660.000000 189.888000 0.00014028
389 3013320740.000000 190.042000 0.00014028
390 3013320820.000000 190.196500 0.000140251
391 3013320900.000000 190.353000 0.00014034
392 3013320980.000000 190.506000 0.000140251
393 3013321060.000000 190.661500 0.000140221
394 3013321140.000000 190.817000 0.00014028
395 3013321220.000000 190.970000 0.000140251
396 3013321300.000000 191.127000 0.00014031
397 3013321380.000000 191.281000 0.00014034
398 3013321460.000000 191.436000 0.00014034
399 3013321540.000000 191.593000 0.00014037
400 3013321620.000000 191.749500 0.00014028
401 3013321700.000000 191.905000 0.000140221
402 3013321780.000000 192.061500 0.00014028
403 3013321860.000000 192.217000 0.000140221
404 3013321940.000000 192.371500 0.000140221
405 3013322020.000000 192.526000 0.000140191
406 3013322100.000000 192.682500 0.000140221
407 3013322180.000000 192.837500 0.000140191
408 3013322260.000000 192.993500 0.000140221
409 3013322340.000000 193.148000 0.000140191
410 3013322420.000000 193.306500 0.000140191
411 3013322500.000000 193.463000 0.000140191
412 3013322580.000000 193.615500 0.000140191
413 3013322660.000000 193.770500 0.000140102
414 3013322740.000000 193.924000 0.000140131
415 3013322820.000000 194.079500 0.000140102
416 3013322900.000000 194.234500 0.000140131
417 3013322980.000000 194.388500 0.000140131
418 3013323060.000000 194.545000 0.000140131
419 3013323140.000000 194.699000 0.000140131
420 3013323220.000000 194.853500 0.000140131
421 3013323300.000000 195.009500 0.000140131
422 3013323380.000000 195.163500 0.000140161
423 3013323460.000000 195.318000 0.000140131
424 3013323540.000000 195.474500 0.000140131
425 3013323620.000000 195.627500 0.000140131
426 3013323700.000000 195.784000 0.000140191
427 3013323780.000000 195.938500 0.000140102
428 3013323860.000000 196.092500 0.000140131
429 3013323940.000000 196.250500 0.000140102
430 3013324020.000000 196.403500 0.000140072
431 3013324100.000000 196.559500 0.000140191
432 3013324180.000000 196.718000 0.000140131
433 3013324260.000000 196.870500 0.000140191
434 3013324340.000000 197.028500 0.000140131
435 3013324420.000000 197.185500 0.000140191
436 3013324500.000000 197.339000 0.000140161
437 3013324580.000000 197.497000 0.000140102
438 3013324660.000000 197.650000 0.000140131
439 3013324740.000000 197.806500 0.000140131
440 3013324820.000000 197.962000 0.000140131
441 3013324900.000000 198.116500 0.000140072
442 3013324980.000000 198.271000 0.000140012
443 3013325060.000000 198.425500 0.000140072
444 3013325140.000000 198.583000 0.000140042
445 3013325220.000000 198.736500 0.000140131
446 3013325300.000000 198.889000 0.000139982
447 3013325380.000000 199.045500 0.000140012
448 3013325460.000000 199.198000 0.000140072
449 3013325540.000000 199.355000 0.000140102
450 3013325620.000000 199.511500 0.000140102
451 3013325700.000000 199.664000 0.000140042
452 3013325780.000000 199.821000 0.000140012
453 3013325860.000000 199.976500 0.000140012
454 3013325940.000000 200.129000 0.000139982
455 3013326020.000000 200.284000 0.000140072
456 3013326100.000000 200.435500 0.000140042
457 3013326180.000000 200.593000 0.000140072
458 3013326260.000000 200.748000 0.000140012
459 3013326340.000000 200.901000 0.000139982
460 3013326420.000000 201.056500 0.000139982
461 3013326500.000000 201.211500 0.000139982
462 3013326580.000000 201.368500 0.000139982
463 3013326660.000000 201.521000 0.000139863
464 3013326740.000000 201.676500 0.000139893
465 3013326820.000000 201.831500 0.000139893
466 3013326900.000000 201.989500 0.000139863
467 3013326980.000000 202.146500 0.000139953
468 3013327060.000000 202.301500 0.000139893
469 3013327140.000000 202.455500 0.000139833
470 3013327220.000000 202.610500 0.000139833
471 3013327300.000000 202.765500 0.000139863
472 3013327380.000000 202.923000 0.000139893
473 3013327460.000000 203.075000 0.000139923
474 3013327540.000000 203.229500 0.000139863
475 3013327620.000000 203.387500 0.000139804
476 3013327700.000000 203.543000 0.000139774
477 3013327780.000000 203.697500 0.000139863
478 3013327860.000000 203.853500 0.000139863
479 3013327940.000000 204.008500 0.000139863
480 3013328020.000000 204.162000 0.000139804
481 3013328100.000000 204.318000 0.000139744
482 3013328180.000000 204.474000 0.000139804
483 3013328260.000000 204.628000 0.000139774
484 3013328340.000000 204.782500 0.000139804
485 3013328420.000000 204.937000 0.000139774
486 3013328500.000000 205.092000 0.000139744
487 3013328580.000000 205.247000 0.000139774
488 3013328660.000000 205.404000 0.000139714
489 3013328740.000000 205.558000 0.000139714
490 3013328820.000000 205.710500 0.000139714
491 3013328900.000000 205.868000 0.000139684
492 3013328980.000000 206.019500 0.000139744
493 3013329060.000000 206.177000 0.000139684
494 3013329140.000000 206.332000 0.000139774
495 3013329220.000000 206.483500 0.000139684
496 3013329300.000000 206.642000 0.000139714
497 3013329380.000000 206.797500 0.000139655
498 3013329460.000000 206.954500 0.000139684
499 3013329540.000000 207.108000 0.000139714
500 3013329620.000000 207.265000 0.000139655
501 3013329700.000000 207.419500 0.000139684
502 3013329780.000000 207.574500 0.000139655
503 3013329860.000000 207.730000 0.000139625
504 3013329940.000000 207.885000 0.000139655
505 3013330020.000000 208.039000 0.000139684
506 3013330100.000000 208.197000 0.000139565
507 3013330180.000000 208.348500 0.000139655
508 3013330260.000000 208.507000 0.000139595
509 3013330340.000000 208.660000 0.000139655
510 3013330420.000000 208.814000 0.000139625
511 3013330500.000000 208.971500 0.000139655
512 3013330580.000000 209.123500 0.000139565
513 3013330660.000000 209.278500 0.000139565
514 3013330740.000000 209.435500 0.000139565
515 3013330820.000000 209.590000 0.000139595
516 3013330900.000000 209.744000 0.000139535
517 3013330980.000000 209.900000 0.000139535
518 3013331060.000000 210.054500 0.000139446
519 3013331140.000000 210.208500 0.000139476
520 3013331220.000000 210.363500 0.000139506
521 3013331300.000000 210.518000 0.000139506
522 3013331380.000000 210.673000 0.000139506
523 3013331460.000000 210.828000 0.000139506
524 3013331540.000000 210.981000 0.000139476
525 3013331620.000000 211.136000 0.000139506
526 3013331700.000000 211.292500 0.000139476
527 3013331780.000000 211.448000 0.000139476
528 3013331860.000000 211.599500 0.000139416
529 3013331940.000000 211.756500 0.000139416
530 3013332020.000000 211.914000 0.000139386
531 3013332100.000000 212.066500 0.000139416
532 3013332180.000000 212.224000 0.000139416
533 3013332260.000000 212.379500 0.000139416
534 3013332340.000000 212.535500 0.000139416
535 3013332420.000000 212.691500 0.000139416
536 3013332500.000000 212.847500 0.000139386
537 3013332580.000000 213.002000 0.000139446
538 3013332660.000000 213.157000 0.000139446
539 3013332740.000000 213.315500 0.000139327
540 3013332820.000000 213.467500 0.000139386
541 3013332900.000000 213.621500 0.000139357
542 3013332980.000000 213.776500 0.000139357
543 3013333060.000000 213.931000 0.000139386
544 3013333140.000000 214.097500 0.000139297
545 3013333220.000000 214.249000 0.000139386
546 3013333300.000000 214.399500 0.000139297
547 3013333380.000000 214.555500 0.000139267
548 3013333460.000000 214.709000 0.000139357
549 3013333540.000000 214.863000 0.000139297
550 3013333620.000000 215.017500 0.000139237
551 3013333700.000000 215.173500 0.000139267
552 3013333780.000000 215.329500 0.000139237
553 3013333860.000000 215.481000 0.000139208
554 3013333940.000000 215.633500 0.000139267
555 3013334020.000000 215.790500 0.000139267
556 3013334100.000000 215.946500 0.000139237
557 3013334180.000000 216.101500 0.000139208
558 3013334260.000000 216.254000 0.000139237
559 3013334340.000000 216.409500 0.000139208
560 3013334420.000000 216.567000 0.000139148
561 3013334500.000000 216.721000 0.000139178
562 3013334580.000000 216.876000 0.000139178
563 3013334660.000000 217.033000 0.000139148
564 3013334740.000000 217.187000 0.000139148
565 3013334820.000000 217.344500 0.000139148
566 3013334900.000000 217.499500 0.000139148
567 3013334980.000000 217.654000 0.000139118
568 3013335060.000000 217.810500 0.000139118
569 3013335140.000000 217.964500 0.000139118
570 3013335220.000000 218.119500 0.000139118
571 3013335300.000000 218.275000 0.000139118
572 3013335380.000000 218.431000 0.000139118
573 3013335460.000000 218.586000 0.000139088
574 3013335540.000000 218.739000 0.000139118
575 3013335620.000000 218.896500 0.000139118
576 3013335700.000000 219.052500 0.000139088
577 3013335780.000000 219.204000 0.000139088
578 3013335860.000000 219.360000 0.000139059
579 3013335940.000000 219.515000 0.000139029
580 3013336021.000000 219.669500 0.000139059
581 3013336100.000000 219.825000 0.000139118
582 3013336180.000000 219.981500 0.000139088
583 3013336260.000000 220.135000 0.000139059
584 3013336340.000000 220.289000 0.000138999
585 3013336420.000000 220.445000 0.000139029
586 3013336500.000000 220.600000 0.000138999
587 3013336580.000000 220.755000 0.000138999
588 3013336660.000000 220.910000 0.000138999
589 3013336740.000000 221.062500 0.000138969
590 3013336820.000000 221.219000 0.000139029
591 3013336900.000000 221.372500 0.00013891
592 3013336980.000000 221.526500 0.000138999
593 3013337060.000000 221.683500 0.000138999
594 3013337140.000000 221.837000 0.000138969
595 3013337220.000000 221.993000 0.000138939
596 3013337300.000000 222.151000 0.00013885
597 3013337380.000000 222.303500 0.00013888
598 3013337460.000000 222.457500 0.000138969
599 3013337540.000000 222.614000 0.000138939
600 3013337620.000000 222.770500 0.00013888
601 3013337700.000000 222.924000 0.00013888
602 3013337780.000000 223.079000 0.000138939
603 3013337860.000000 223.238000 0.00013891
604 3013337940.000000 223.392500 0.00013891
605 3013338020.000000 223.544500 0.00013885
606 3013338100.000000 223.702500 0.00013888
607 3013338180.000000 223.857000 0.00013888
608 3013338260.000000 224.012000 0.00013888
609 3013338340.000000 224.167500 0.00013888
610 3013338420.000000 224.318000 0.00013888
611 3013338500.000000 224.475000 0.00013888
612 3013338580.000000 224.632500 0.00013888
613 3013338660.000000 224.788000 0.00013888
614 3013338740.000000 224.942500 0.00013885
615 3013338820.000000 225.097500 0.00013885
616 3013338900.000000 225.251000 0.00013885
617 3013338980.000000 225.406000 0.00013879
618 3013339060.000000 225.563000 0.00013882
619 3013339140.000000 225.716000 0.00013882
620 3013339220.000000 225.870000 0.00013885
621 3013339300.000000 226.028000 0.00013888
622 3013339380.000000 226.183500 0.00013882
623 3013339460.000000 226.337000 0.00013885
624 3013339540.000000 226.493500 0.00013882
625 3013339620.000000 226.649500 0.00013882
626 3013339700.000000 226.802000 0.00013879
627 3013339780.000000 226.960000 0.00013882
628 3013339860.000000 227.113500 0.000138731
629 3013339940.000000 227.269000 0.000138761
630 3013340020.000000 227.425500 0.00013879
631 3013340100.000000 227.581000 0.00013882
632 3013340180.000000 227.737000 0.00013879
633 3013340260.000000 227.891000 0.00013882
634 3013340340.000000 228.046500 0.000138731
635 3013340420.000000 228.202000 0.000138731
636 3013340500.000000 228.357000 0.000138671
